;ID_Empfänger;ID_Sendung;Beladedatum;Gewicht;Distance;Wochentag;Delay;Frachtkosten
29;997;[19240];2020-08-28;3331.36;78.56749418147875;4;-3.0;120.68
30;997;[19094];2020-08-26;2800.16;78.56749418147875;2;0.0;114.65
31;997;[18896];2020-08-21;3239.35;78.56749418147875;4;-3.0;120.68
32;997;[18604];2020-08-19;3088.0;78.56749418147875;2;0.0;120.68
33;997;[18270];2020-08-14;5422.14;78.56749418147875;4;-3.0;146.08
34;997;[18115];2020-08-12;740.0;78.56749418147875;2;0.0;78.12
35;997;[17142];2020-07-29;11.0;78.56749418147875;2;0.0;19.41
36;997;[16909, 16810];2020-07-24;4230.153;78.56749418147875;4;-1.5;133.72
37;997;[16605];2020-07-22;4212.36;78.56749418147875;2;0.0;133.72
38;997;[16416];2020-07-17;2453.95;78.56749418147875;4;-3.0;108.91
39;997;[16076];2020-07-15;3285.6;78.56749418147875;2;0.0;120.68
40;997;[15732];2020-07-10;32.375;78.56749418147875;4;-3.0;43.02
41;997;[15443];2020-07-08;772.375;78.56749418147875;2;0.0;78.12
42;997;[15171];2020-07-03;6797.6;78.56749418147875;4;-3.0;153.76
43;997;[14881];2020-07-01;301.593;78.56749418147875;2;0.0;67.88
44;997;[14717];2020-06-26;1332.0;78.56749418147875;4;-3.0;91.25
45;997;[14347];2020-06-24;3335.49;78.56749418147875;2;0.0;120.68
46;997;[14096];2020-06-19;2464.61;78.56749418147875;4;-3.0;108.91
47;997;[13796];2020-06-17;1449.03;78.56749418147875;2;0.0;93.27
48;997;[13585];2020-06-12;4838.19;78.56749418147875;4;-3.0;138.77
49;997;[13324];2020-06-10;1007.0;78.56749418147875;2;0.0;84.27
50;997;[12910];2020-06-05;3197.81;78.56749418147875;4;-3.0;120.68
51;997;[12770, 12631];2020-06-03;7973.95;78.56749418147875;2;-0.5;161.86
52;997;[12337];2020-05-27;5525.83;78.56749418147875;2;0.0;146.08
53;997;[12033];2020-05-22;6416.65;78.56749418147875;4;-3.0;153.76
54;997;[11086];2020-05-08;1741.36;78.56749418147875;4;-3.0;99.38
55;997;[10848];2020-05-06;1070.0;78.56749418147875;2;0.0;84.27
56;997;[10626];2020-05-01;3644.24;78.56749418147875;4;-3.0;127.03
57;997;[10348];2020-04-29;4276.8;78.56749418147875;2;0.0;133.72
58;997;[10162, 10040];2020-04-24;2779.0;78.56749418147875;4;-1.5;114.65
59;997;[9812];2020-04-22;170.0;78.56749418147875;2;0.0;63.95
60;997;[9618, 9491];2020-04-17;10789.68;78.56749418147875;4;-1.5;203.79
61;997;[9282];2020-04-15;2759.73;78.56749418147875;2;0.0;114.65
62;997;[8744];2020-04-03;5048.0;78.56749418147875;4;-3.0;146.08
63;997;[8360];2020-04-01;2245.72;78.56749418147875;2;0.0;108.91
64;997;[8053, 7922];2020-03-27;2415.089;78.56749418147875;4;-1.5;108.91
65;997;[7708];2020-03-25;4406.4;78.56749418147875;2;0.0;133.72
66;997;[7425, 7320];2020-03-20;4348.957;78.56749418147875;4;-1.5;133.72
67;997;[7033];2020-03-18;5507.87;78.56749418147875;2;0.0;146.08
68;997;[6117, 6059];2020-03-06;8319.98;78.56749418147875;4;-1.5;169.16
69;997;[5791];2020-03-04;532.0;78.56749418147875;2;0.0;72.82
70;997;[5288];2020-02-28;1024.61;78.56749418147875;4;0.0;84.27
71;997;[5022];2020-02-26;8.984;78.56749418147875;2;0.0;19.41
72;997;[4778, 4713];2020-02-21;6393.0;78.56749418147875;4;-1.5;153.76
73;997;[4414];2020-02-19;3069.35;78.56749418147875;2;0.0;120.68
74;997;[3972];2020-02-14;3298.61;78.56749418147875;4;0.0;120.68
75;997;[3694];2020-02-12;2885.83;78.56749418147875;2;0.0;114.65
76;997;[3389];2020-02-07;1621.56;78.56749418147875;4;-3.0;96.7
77;997;[2948];2020-02-05;7071.05;78.56749418147875;2;0.0;161.86
78;997;[2617];2020-01-31;4276.8;78.56749418147875;4;0.0;133.72
79;997;[2390];2020-01-29;7185.85;78.56749418147875;2;0.0;161.86
80;997;[1900];2020-01-24;93.6;78.56749418147875;4;0.0;54.95
81;997;[1702];2020-01-22;5089.16;78.56749418147875;2;0.0;146.08
82;997;[1429, 1247];2020-01-17;6677.7;78.56749418147875;4;-1.5;153.76
83;997;[545];2020-01-10;5274.38;78.56749418147875;4;0.0;146.08
84;997;[356];2020-01-08;1048.15;78.56749418147875;2;0.0;84.27
85;997;[0];2020-01-03;13538.0;78.56749418147875;4;-3.0;203.79
86;1291;[28193];2020-12-18;739.8;51.46036375696112;4;0.0;69.81
87;1291;[28044, 28007];2020-12-16;5173.44;51.46036375696112;2;-0.5;130.53
88;1291;[27680, 27675];2020-12-11;6315.9400000000005;51.46036375696112;4;-1.5;137.4
89;1291;[27352, 27169];2020-12-04;2707.16;51.46036375696112;4;-3.5;102.45
90;1291;[26988, 26778];2020-12-02;1593.6;51.46036375696112;2;-0.5;85.71
91;1291;[26494, 26470];2020-11-27;954.67;51.46036375696112;4;-1.5;72.72
92;1291;[26278, 26164];2020-11-25;2808.75;51.46036375696112;2;-0.5;102.45
93;1291;[25952, 25855];2020-11-20;2942.7;51.46036375696112;4;-1.5;102.45
94;1291;[25697];2020-11-18;1884.0;51.46036375696112;2;-1.0;91.26
95;1291;[25110, 24958];2020-11-11;5194.0;51.46036375696112;2;-0.5;130.53
96;1291;[24756];2020-11-06;677.782;51.46036375696112;4;-3.0;67.4
97;1291;[24440];2020-11-04;1264.2;51.46036375696112;2;0.0;79.26
98;1291;[23994];2020-10-28;186.875;51.46036375696112;2;-1.0;57.15
99;1291;[23427, 23258];2020-10-21;4307.13;51.46036375696112;2;-0.5;119.49
100;1291;[22560];2020-10-09;333.905;51.46036375696112;4;-3.0;60.65
101;1291;[21619];2020-09-30;37.5;51.46036375696112;2;0.0;38.45
102;1291;[21502];2020-09-25;865.0;51.46036375696112;4;-4.0;72.31
103;1291;[20419];2020-09-11;4282.24;51.46036375696112;4;-3.0;119.49
104;1291;[12764];2020-06-03;4249.0;51.46036375696112;2;-1.0;119.49
105;1291;[12363];2020-05-27;216.0;51.46036375696112;2;-1.0;58.88
106;1291;[12073];2020-05-22;110.0;51.46036375696112;4;-3.0;57.15
107;1291;[11858, 11695];2020-05-15;10753.96;51.46036375696112;4;-3.5;182.12
108;1291;[11154];2020-05-08;507.19;51.46036375696112;4;-3.0;65.08
109;1291;[10797];2020-05-06;314.0;51.46036375696112;2;0.0;60.65
110;1291;[10591];2020-05-01;341.001;51.46036375696112;4;-3.0;60.65
111;1291;[10537, 10350];2020-04-29;2474.0;51.46036375696112;2;-0.5;97.33
112;1291;[9899, 9767];2020-04-22;2759.5361109064643;51.46036375696112;2;-0.5;102.45
113;1291;[9165];2020-04-10;138.062;51.46036375696112;4;-4.0;57.15
114;1291;[8598];2020-04-03;2123.5;51.46036375696112;4;-3.0;97.33
115;1291;[8448];2020-04-01;2502.0;51.46036375696112;2;-1.0;102.45
116;1291;[8141];2020-03-27;1232.63;51.46036375696112;4;-3.0;79.26
117;1291;[7807];2020-03-25;868.0;51.46036375696112;2;-1.0;72.31
118;1291;[7395];2020-03-20;211.95;51.46036375696112;4;0.0;58.88
119;1291;[7177, 7055];2020-03-18;5130.75;51.46036375696112;2;-0.5;130.53
120;1291;[7008];2020-03-13;7330.34;51.46036375696112;4;-4.0;144.63
121;1291;[6555];2020-03-11;3824.5;51.46036375696112;2;-1.0;113.52
122;1291;[6071];2020-03-06;115.2;51.46036375696112;4;-3.0;57.15
123;1291;[5808];2020-03-04;792.0;51.46036375696112;2;0.0;69.81
124;1291;[5325];2020-02-28;1187.13;51.46036375696112;4;0.0;77.03
125;1291;[5050];2020-02-26;3433.0;51.46036375696112;2;0.0;107.84
126;1291;[4708];2020-02-21;128.0;51.46036375696112;4;0.0;57.15
127;1291;[4464, 4443];2020-02-19;4117.38;51.46036375696112;2;-0.5;119.49
128;1291;[4053];2020-02-14;2931.5;51.46036375696112;4;-3.0;102.45
129;1291;[3726];2020-02-12;52.0;51.46036375696112;2;0.0;41.97
130;1291;[3589, 3349];2020-02-07;2006.4;51.46036375696112;4;-3.5;97.33
131;1291;[2819, 2800];2020-01-31;1639.5;51.46036375696112;4;-3.5;86.41
132;1291;[2367, 2408];2020-01-29;1628.34;51.46036375696112;2;0.0;86.41
133;1291;[2262, 2080, 1950];2020-01-24;5814.06;51.46036375696112;4;-2.3333333333333335;130.53
134;1291;[1762, 1686];2020-01-22;7375.24;51.46036375696112;2;-0.5;144.63
135;1291;[1449];2020-01-17;1216.8;51.46036375696112;4;-4.0;79.26
136;1291;[1018, 965];2020-01-15;2131.5299999999997;51.46036375696112;2;-0.5;97.33
137;1291;[839, 584, 559];2020-01-10;9119.23;51.46036375696112;4;-2.3333333333333335;154.25
138;1291;[470, 339];2020-01-08;3761.26;51.46036375696112;2;-0.5;113.52
139;1291;[1];2020-01-03;2619.28;51.46036375696112;4;-3.0;102.45
140;1321;[28224];2020-12-17;1107.0;42.327549766538915;3;-1.0;67.86
141;1321;[27843];2020-12-15;1726.32;42.327549766538915;1;0.0;78.24
142;1321;[27622];2020-12-10;4934.77;42.327549766538915;3;-1.0;109.24
143;1321;[27076];2020-12-03;16446.69;42.327549766538915;3;-1.0;160.43
144;1321;[26772, 26632];2020-12-01;4902.16;42.327549766538915;1;-0.5;109.24
145;1321;[26428];2020-11-26;5726.64;42.327549766538915;3;-1.0;114.99
146;1321;[26176, 26075];2020-11-24;1879.034;42.327549766538915;1;-0.5;80.4
147;1321;[25482];2020-11-17;1464.06;42.327549766538915;1;0.0;73.42
148;706;[25233];2020-11-12;1241.0;101.65627700729945;3;-1.0;92.29
149;706;[25082];2020-11-09;1332.19;101.65627700729945;0;-2.0;94.94
150;706;[24521];2020-11-05;167.517;101.65627700729945;3;0.0;66.53
151;706;[24336, 24102];2020-11-02;1026.819;101.65627700729945;0;-0.5;87.67
152;706;[23957];2020-10-29;120.784;101.65627700729945;3;0.0;66.53
153;706;[23792, 23673];2020-10-26;4547.08;101.65627700729945;0;-0.5;144.38
154;706;[23390];2020-10-22;98.353;101.65627700729945;3;0.0;57.17
155;706;[23248, 23142];2020-10-19;1984.768;101.65627700729945;0;-1.5;109.17
156;706;[22881];2020-10-15;1156.42;101.65627700729945;3;0.0;89.68
157;706;[22722, 22682, 22471];2020-10-12;5470.5061109064645;101.65627700729945;0;-1.0;151.97
158;706;[22190, 22057];2020-10-05;1694.19;101.65627700729945;0;-1.5;100.6
159;706;[21816, 21855];2020-10-01;1091.007;101.65627700729945;3;0.0;87.67
160;706;[21497, 21414];2020-09-28;2638.3199999999997;101.65627700729945;0;-0.5;119.28
161;706;[21214];2020-09-24;1603.19;101.65627700729945;3;0.0;100.6
162;706;[21050, 21002];2020-09-21;3640.202;101.65627700729945;0;-1.5;132.16
163;706;[20607];2020-09-14;22.781;101.65627700729945;0;-2.0;21.9
164;706;[20185];2020-09-10;41.469;101.65627700729945;3;0.0;44.76
165;706;[20052, 19957, 19818];2020-09-07;781.9559999999999;101.65627700729945;0;-1.0;81.28
166;706;[19688];2020-09-03;1659.29;101.65627700729945;3;0.0;100.6
167;706;[19503, 19283];2020-08-31;1137.208;101.65627700729945;0;-1.0;89.68
168;706;[19062, 18786];2020-08-24;908.26;101.65627700729945;0;-1.0;84.67
169;706;[18664];2020-08-20;821.92;101.65627700729945;3;0.0;84.19
170;706;[18550, 18413];2020-08-17;2487.604;101.65627700729945;0;-1.5;113.32
171;706;[18242, 18122];2020-08-13;633.672;101.65627700729945;3;-0.5;78.47
172;706;[18111];2020-08-10;886.25;101.65627700729945;0;-2.0;84.19
173;706;[17735];2020-08-06;96.567;101.65627700729945;3;0.0;57.17
174;706;[17445];2020-08-03;74.469;101.65627700729945;0;0.0;48.85
175;706;[17231];2020-07-30;452.63;101.65627700729945;3;0.0;73.15
176;706;[17137, 17006, 16942];2020-07-27;3145.943;101.65627700729945;0;-1.0;125.56
177;706;[16668];2020-07-23;646.321;101.65627700729945;3;0.0;78.47
178;706;[16524, 16275];2020-07-20;949.8420000000001;101.65627700729945;0;-0.5;84.67
179;706;[15983, 15852, 15814];2020-07-13;495.58;101.65627700729945;0;-1.0;73.15
180;706;[15466, 15374];2020-07-06;10479.442;101.65627700729945;0;-1.5;225.48
181;706;[14969, 14742];2020-06-29;2767.553;101.65627700729945;0;-1.0;119.28
182;706;[14485];2020-06-25;47.0;101.65627700729945;3;0.0;44.76
183;706;[14357, 14251];2020-06-22;307.645;101.65627700729945;0;-1.5;70.62
184;706;[13747];2020-06-15;1414.74;101.65627700729945;0;-2.0;97.04
185;706;[13356];2020-06-11;2757.5;101.65627700729945;3;0.0;119.28
186;706;[13257, 13115, 12925];2020-06-08;1652.02;101.65627700729945;0;-1.0;100.6
187;706;[12620];2020-06-01;894.732;101.65627700729945;0;-1.0;84.19
188;706;[12465];2020-05-28;1190.73;101.65627700729945;3;0.0;89.68
189;706;[12330, 12195];2020-05-25;670.7909999999999;101.65627700729945;0;-1.5;78.47
190;706;[11839, 11730];2020-05-18;1704.6;101.65627700729945;0;-0.5;103.4
191;706;[11372, 11140];2020-05-11;7588.76;101.65627700729945;0;-1.0;175.31
192;706;[10780, 10745, 10675];2020-05-04;2159.5;101.65627700729945;0;-1.0;113.32
193;706;[10378, 10108];2020-04-27;830.089;101.65627700729945;0;-1.0;84.19
194;706;[9808];2020-04-20;1319.5361109064645;101.65627700729945;0;-2.0;94.94
195;706;[9477];2020-04-16;8.487;101.65627700729945;3;-1.0;21.9
196;706;[9277, 9116];2020-04-13;121.0;101.65627700729945;0;-1.5;66.53
197;706;[8970];2020-04-09;1534.27;101.65627700729945;3;0.0;99.8
198;706;[8265, 8109];2020-03-30;4335.85;101.65627700729945;0;-1.0;139.12
199;706;[7717, 7644, 7670];2020-03-23;4884.918;101.65627700729945;0;-1.3333333333333333;144.38
200;706;[7298];2020-03-19;7791.76;101.65627700729945;3;0.0;175.31
201;706;[7132, 7018, 6795];2020-03-16;814.428;101.65627700729945;0;-1.0;84.19
202;706;[6680];2020-03-12;1234.45;101.65627700729945;3;-1.0;92.29
203;706;[6467, 6358, 6158];2020-03-09;3184.248;101.65627700729945;0;-1.0;125.56
204;706;[5893];2020-03-05;4021.45;101.65627700729945;3;0.0;139.12
205;706;[5662, 5469];2020-03-02;724.39;101.65627700729945;0;-0.5;81.28
206;706;[5311, 5264];2020-02-27;540.457;101.65627700729945;3;-0.5;75.76
207;706;[5026, 4862, 4768];2020-02-24;3666.8779999999997;101.65627700729945;0;-1.0;132.16
208;706;[4660, 4602];2020-02-20;1406.4499999999998;101.65627700729945;3;-0.5;97.04
209;706;[4089];2020-02-17;310.013;101.65627700729945;0;0.0;70.62
210;706;[3341];2020-02-10;4851.02;101.65627700729945;0;0.0;144.38
211;706;[2973];2020-02-03;695.515;101.65627700729945;0;-2.0;78.47
212;706;[2545];2020-01-30;2575.57;101.65627700729945;3;0.0;119.28
213;706;[2285];2020-01-27;6575.01;101.65627700729945;0;-1.0;163.17
214;706;[1880];2020-01-23;630.966;101.65627700729945;3;-1.0;78.47
215;706;[1643, 1408];2020-01-20;1721.32;101.65627700729945;0;-1.0;103.4
216;706;[1226];2020-01-16;1494.36;101.65627700729945;3;-1.0;97.04
217;706;[984, 816, 737];2020-01-13;5038.92;101.65627700729945;0;-1.0;151.97
218;706;[525, 444];2020-01-09;1788.562;101.65627700729945;3;-0.5;103.4
219;706;[58, 3];2020-01-06;2605.96;101.65627700729945;0;-0.5;119.28
220;1245;[28137];2020-12-17;2420.0;49.57468338389478;3;0.0;85.73
221;1245;[27840];2020-12-15;46.5;49.57468338389478;1;0.0;33.86
222;1245;[27748];2020-12-14;196.141;49.57468338389478;0;0.0;50.35
223;1245;[27585];2020-12-10;1403.42;49.57468338389478;3;0.0;73.42
224;1245;[27187];2020-12-07;178.5;49.57468338389478;0;0.0;50.35
225;1245;[26877];2020-12-03;85.0;49.57468338389478;3;0.0;43.26
226;1245;[26502];2020-11-30;309.057;49.57468338389478;0;0.0;53.43
227;1245;[26072];2020-11-24;244.193;49.57468338389478;1;0.0;51.86
228;1245;[25959];2020-11-23;609.98;49.57468338389478;0;0.0;59.37
229;1245;[25757];2020-11-19;14.521;49.57468338389478;3;0.0;16.98
230;1245;[25650, 25480];2020-11-17;9563.2;49.57468338389478;1;-0.5;135.88
231;1245;[25406];2020-11-16;616.823;49.57468338389478;0;0.0;59.37
232;1245;[25156];2020-11-12;839.22;49.57468338389478;3;0.0;63.69
233;1245;[25046];2020-11-10;92.5;49.57468338389478;1;-1.0;43.26
234;1245;[24803];2020-11-09;71.5;49.57468338389478;0;0.0;36.96
235;1245;[24589];2020-11-05;1841.64;49.57468338389478;3;0.0;80.4
236;1245;[24469];2020-11-03;7019.0;49.57468338389478;1;-1.0;127.41
237;1245;[24141];2020-11-02;3295.2;49.57468338389478;0;0.0;95.0
238;1245;[24007];2020-10-29;93.072;49.57468338389478;3;0.0;43.26
239;1245;[23441];2020-10-22;2452.0;49.57468338389478;3;0.0;85.73
240;1245;[23348, 23193];2020-10-20;11715.46;49.57468338389478;1;-0.5;160.43
241;1245;[22905];2020-10-15;3792.0;49.57468338389478;3;0.0;100.0
242;1245;[22786];2020-10-13;5685.0;49.57468338389478;1;-1.0;114.99
243;1245;[22503];2020-10-12;32.0;49.57468338389478;0;0.0;33.86
244;1245;[22290];2020-10-08;41.0;49.57468338389478;3;0.0;33.86
245;1245;[22128];2020-10-06;2995.52;49.57468338389478;1;-1.0;90.25
246;1245;[21876];2020-10-05;102.698;49.57468338389478;0;0.0;50.35
247;1245;[21790];2020-10-01;3.073;49.57468338389478;3;0.0;16.98
248;1245;[21604];2020-09-29;144.292;49.57468338389478;1;-1.0;50.35
249;1245;[21346];2020-09-28;234.0;49.57468338389478;0;0.0;51.86
250;1245;[21171];2020-09-24;1475.0;49.57468338389478;3;0.0;73.42
251;1245;[21084];2020-09-22;12398.14;49.57468338389478;1;-1.0;160.43
252;1245;[20878];2020-09-21;3596.12;49.57468338389478;0;0.0;100.0
253;1245;[20576, 20490];2020-09-15;9501.5;49.57468338389478;1;-0.5;135.88
254;1245;[20386];2020-09-14;131.232;49.57468338389478;0;0.0;50.35
255;1245;[20137];2020-09-10;50.0;49.57468338389478;3;0.0;33.86
256;1245;[20043];2020-09-08;275.047;49.57468338389478;1;-1.0;51.86
257;1245;[19807];2020-09-07;1225.64;49.57468338389478;0;0.0;69.82
258;1245;[19743];2020-09-03;18866.35;49.57468338389478;3;-1.0;160.43
259;1245;[19510];2020-09-01;8638.7;49.57468338389478;1;-1.0;133.16
260;1245;[19357];2020-08-31;1732.0;49.57468338389478;0;0.0;78.24
261;1245;[19025];2020-08-25;3673.5;49.57468338389478;1;-1.0;100.0
262;1245;[18751];2020-08-24;1698.8;49.57468338389478;0;0.0;76.12
263;1245;[18681];2020-08-20;12771.0;49.57468338389478;3;0.0;160.43
264;1245;[18515];2020-08-18;1691.14;49.57468338389478;1;-1.0;76.12
265;1245;[18256];2020-08-17;10147.0;49.57468338389478;0;0.0;160.43
266;1245;[18197];2020-08-13;36.814;49.57468338389478;3;0.0;33.86
267;1245;[18086];2020-08-11;2471.0;49.57468338389478;1;-1.0;85.73
268;1245;[17789];2020-08-10;11636.0;49.57468338389478;0;0.0;160.43
269;1245;[17635];2020-08-04;99.5;49.57468338389478;1;-1.0;43.26
270;1245;[17383];2020-08-03;867.0;49.57468338389478;0;0.0;63.69
271;1245;[17263];2020-07-30;784.385;49.57468338389478;3;0.0;61.5
272;1245;[17180];2020-07-28;232.712;49.57468338389478;1;-1.0;51.86
273;1245;[16917];2020-07-27;1066.66;49.57468338389478;0;0.0;66.34
274;1245;[16765];2020-07-23;862.777;49.57468338389478;3;0.0;63.69
275;1245;[16284];2020-07-20;1741.13;49.57468338389478;0;0.0;78.24
276;1245;[16196];2020-07-16;1035.76;49.57468338389478;3;0.0;66.34
277;1245;[16004];2020-07-14;4192.22;49.57468338389478;1;-1.0;105.26
278;1245;[15704];2020-07-13;3644.0;49.57468338389478;0;0.0;100.0
279;1245;[15531];2020-07-09;12.0;49.57468338389478;3;0.0;16.98
280;1245;[14978];2020-07-02;5815.0;49.57468338389478;3;0.0;114.99
281;1245;[14507];2020-06-25;409.0;49.57468338389478;3;0.0;55.34
282;1245;[14365];2020-06-23;80.5;49.57468338389478;1;-1.0;43.26
283;1245;[14110];2020-06-22;8831.5;49.57468338389478;0;0.0;133.16
284;1245;[13918];2020-06-18;73.0;49.57468338389478;3;0.0;36.96
285;1245;[13731];2020-06-16;113.5;49.57468338389478;1;-1.0;50.35
286;1245;[13488];2020-06-15;449.988;49.57468338389478;0;0.0;55.34
287;1245;[13227];2020-06-09;6450.0;49.57468338389478;1;-1.0;121.04
288;1245;[13049];2020-06-08;121.324;49.57468338389478;0;0.0;50.35
289;1245;[12644, 12742];2020-06-02;527.6990000000001;49.57468338389478;1;-1.0;57.33
290;1245;[12356];2020-05-28;56.0;49.57468338389478;3;0.0;36.96
291;1245;[12242, 12202];2020-05-26;6719.36;49.57468338389478;1;-0.5;121.04
292;1245;[12056];2020-05-25;60.0;49.57468338389478;0;0.0;36.96
293;1245;[11876];2020-05-19;966.8;49.57468338389478;1;-1.0;64.06
294;1245;[11642];2020-05-18;6407.0;49.57468338389478;0;0.0;121.04
295;1245;[11409];2020-05-12;970.0;49.57468338389478;1;-1.0;64.06
296;1245;[10945];2020-05-07;40.0;49.57468338389478;3;0.0;33.86
297;1245;[10801];2020-05-05;512.444;49.57468338389478;1;-1.0;57.33
298;1245;[10643];2020-05-04;569.323;49.57468338389478;0;0.0;57.33
299;1245;[10528];2020-04-30;490.625;49.57468338389478;3;0.0;55.34
300;1245;[10337];2020-04-28;10.368;49.57468338389478;1;-1.0;16.98
301;1245;[10146];2020-04-27;4229.5;49.57468338389478;0;0.0;105.26
302;1245;[9779];2020-04-21;2627.5;49.57468338389478;1;-1.0;90.25
303;1245;[9585];2020-04-20;881.18;49.57468338389478;0;0.0;63.69
304;1245;[9448];2020-04-16;235.617;49.57468338389478;3;0.0;51.86
305;1245;[9203];2020-04-14;2791.79;49.57468338389478;1;-1.0;90.25
306;1245;[9018];2020-04-09;2888.0;49.57468338389478;3;0.0;90.25
307;1245;[8859];2020-04-07;328.829;49.57468338389478;1;-1.0;53.43
308;1245;[8660];2020-04-06;9625.16;49.57468338389478;0;0.0;135.88
309;1245;[8418];2020-04-02;30.0;49.57468338389478;3;0.0;33.86
310;1245;[8329];2020-03-31;144.023;49.57468338389478;1;-1.0;50.35
311;1245;[8055];2020-03-30;84.78;49.57468338389478;0;0.0;43.26
312;1245;[7871];2020-03-26;710.999;49.57468338389478;3;0.0;61.5
313;1245;[7729, 7564];2020-03-24;6483.03;49.57468338389478;1;-0.5;121.04
314;1245;[7499];2020-03-23;1319.5361109064645;49.57468338389478;0;0.0;71.83
315;1245;[7305];2020-03-19;24901.32;49.57468338389478;3;0.0;160.43
316;1245;[7107, 6977];2020-03-17;239.41899999999998;49.57468338389478;1;-0.5;51.86
317;1245;[6771];2020-03-16;105.8;49.57468338389478;0;0.0;50.35
318;1245;[6571];2020-03-12;6474.0;49.57468338389478;3;0.0;121.04
319;1245;[6424, 6329];2020-03-10;157.956;49.57468338389478;1;-0.5;50.35
320;1245;[6127];2020-03-09;2902.5;49.57468338389478;0;0.0;90.25
321;1245;[5873];2020-03-05;4769.5;49.57468338389478;3;0.0;109.24
322;1245;[5701, 5580];2020-03-03;15719.0;49.57468338389478;1;-0.5;160.43
323;1245;[5407];2020-03-02;2178.15;49.57468338389478;0;0.0;85.73
324;1245;[5229];2020-02-27;234.238;49.57468338389478;3;0.0;51.86
325;1245;[5007];2020-02-25;235.0;49.57468338389478;1;-1.0;51.86
326;1245;[4844];2020-02-24;804.0;49.57468338389478;0;0.0;63.69
327;1245;[4483];2020-02-20;4983.98;49.57468338389478;3;0.0;109.24
328;1245;[4438, 4211];2020-02-18;10669.136110906466;49.57468338389478;1;-0.5;160.43
329;1245;[4148];2020-02-17;356.144;49.57468338389478;0;0.0;53.43
330;1245;[3903];2020-02-13;15.022;49.57468338389478;3;0.0;16.98
331;1245;[3619, 3604];2020-02-11;5198.82;49.57468338389478;1;-0.5;114.99
332;1245;[3371];2020-02-10;87.541;49.57468338389478;0;0.0;43.26
333;1245;[3240, 3193];2020-02-06;158.28199999999998;49.57468338389478;3;-0.5;50.35
334;1245;[3018, 2849];2020-02-04;7870.4;49.57468338389478;1;-0.5;127.41
335;1245;[2695];2020-02-03;301.0;49.57468338389478;0;0.0;53.43
336;1245;[2319];2020-01-28;3616.0;49.57468338389478;1;-1.0;100.0
337;1245;[1982];2020-01-27;4338.0;49.57468338389478;0;0.0;105.26
338;1245;[1845];2020-01-23;2839.0;49.57468338389478;3;0.0;90.25
339;1245;[1604];2020-01-21;2418.0;49.57468338389478;1;-1.0;85.73
340;1245;[1365];2020-01-20;108.357;49.57468338389478;0;0.0;50.35
341;1245;[1028];2020-01-16;63.163;49.57468338389478;3;0.0;36.96
342;1245;[896, 757];2020-01-14;396.9;49.57468338389478;1;-0.5;53.43
343;1245;[607];2020-01-13;9164.27;49.57468338389478;0;0.0;135.88
344;1245;[378];2020-01-09;4386.0;49.57468338389478;3;0.0;105.26
345;1245;[318];2020-01-07;2726.0;49.57468338389478;1;-1.0;90.25
