,Haversine_Distance
1253,118.54390424171508
1254,110.2669238032832
1255,111.46146833477827
1256,110.2669238032832
1257,106.60580603889778
1258,109.99300036304045
1259,109.99300036304045
1260,118.17954859702185
1261,111.85951393294567
1262,108.865255358508
1263,86.30845998362942
1264,104.51864159625154
1265,24.16606287292985
1266,29.002618612951512
1267,28.443281326344568
1268,22.288481180837675
1269,17.209516783636694
1270,98.46845081566191
1271,98.30662239517898
1272,89.69678023951909
1273,93.829499511425
1274,100.58746818353828
1275,98.30662239517898
1276,41.02224222512584
1277,44.3634618583034
1278,102.41895973058209
1279,104.87386366316656
1280,98.59993764531397
1281,105.10930583499352
1282,106.52730601158335
1283,86.95978877717648
1284,84.80595495243489
1285,84.80595495243489
1286,78.20062955546628
1287,102.40770606479376
1288,104.68224297819614
1289,107.89939615740768
1290,31.654503424867485
1291,18.473824228898465
1292,28.443281326344568
1293,29.002618612951512
1294,17.209516783636694
1295,17.209516783636694
1296,49.95119449073398
1297,49.61239725887598
1298,49.61239725887598
1299,55.07160858561028
1300,93.42368474911979
1301,86.95039245085735
1302,86.95039245085735
1303,96.29519232643449
1304,85.75335319032067
1305,86.95039245085735
1306,82.93225191627872
1307,95.45326192856113
1308,90.38849752788101
1309,83.43558649517796
1310,129.6225763699579
1311,131.52642296226992
1312,127.14942646952593
1313,130.06141521417965
1314,70.1590463490602
1315,52.40428182467009
1316,70.90266363133885
1317,59.751513013572385
1318,36.21824390925801
1319,37.82333478537603
1320,42.8883444409277
1321,42.212779362188314
1322,40.66826141927131
1323,39.383838345953656
1324,41.19703270576244
1325,41.02224222512584
1326,39.16747498554808
1327,44.3634618583034
1328,76.1195013823201
1329,69.10736245035194
1330,65.10361022560325
1331,51.148840406950136
1332,60.021629553933
1333,49.53645341726143
1334,52.34642471228233
1335,54.56655198231954
1336,148.8624529168708
1337,108.865255358508
1338,145.1080467978382
1339,148.8624529168708
1340,119.62865804624934
1341,127.45253091379804
1342,72.26439779754718
1343,72.26439779754718
1344,40.66826141927131
1345,90.3344948846532
1346,94.78598634588046
1347,91.26108706070643
1348,93.80233835386801
1349,91.12596012207428
1350,91.12596012207428
1351,94.1649985429122
1352,276.1970228676244
1353,95.55121621562104
1354,95.03398768038426
1355,31.570410346252697
1356,30.524211132344842
1357,26.074576323858306
1358,29.140189917970435
