from;to;distance;time
1015;1053;101.35;114.89783333333334
1015;1056;96.09;101.33449999999999
1015;1061;73.19;77.666
1015;1062;43.98;56.89833333333333
1015;1063;45.46;60.14816666666666
1015;1064;40.92;51.18083333333333
1015;1065;116.3;132.66683333333333
1015;1067;138.98;160.0065
1015;1068;133.97;151.2715
1015;1070;170.93;204.49133333333333
1015;1074;103.77;124.17583333333333
1015;1076;122.31;133.02583333333334
1015;1082;66.74;76.1305
1015;1084;114.25;140.62966666666668
1015;1088;166.57;189.78233333333336
1015;1089;167.85;191.62800000000001
1015;1091;102.91;122.41916666666665
1015;1102;189.22;207.91366666666667
1015;1115;13.68;19.066166666666668
1015;1123;58.14;64.8375
1015;1126;118.57;130.19866666666667
1015;1133;79.64;95.04066666666667
1015;1151;116.87;129.22766666666666
1015;1164;147.47;167.86499999999998
1015;1165;191.78;197.16133333333335
1015;1174;82.43;88.27600000000001
1015;1176;143.22;162.40183333333334
1015;1177;122.72;141.20649999999998
1015;1179;98.69;105.011
1015;1186;150.52;176.69316666666666
1015;1187;163.12;194.94216666666668
1015;1190;59.46;68.38000000000001
1015;1193;136.65;142.3828333333333
1015;1204;115.41;132.42033333333333
1015;1210;132.51;152.69566666666665
1015;1213;105.36;120.348
1015;1236;136.44;161.09316666666666
1015;1255;187.58;208.87966666666668
1015;1313;67.75;76.6105
1015;1350;152.43;173.7005
1015;1371;108.91;130.779
1015;1372;39.35;51.72233333333334
1016;0;60.65;75.7445
1016;1001;77.86;96.07116666666667
1016;1015;40.88;49.977
1016;1016;0.0;0.0
1016;1020;68.99;84.48216666666667
1016;1030;84.86;101.1975
1016;1031;105.23;122.8005
1016;1034;136.83;154.74666666666664
1016;1035;110.21;123.36433333333333
1016;1041;76.92;86.49983333333333
1016;1045;116.74;143.8756666666667
1016;1050;158.28;188.46
1016;1053;99.78;112.02483333333333
1016;1056;92.92;107.086
1016;1061;71.62;74.79299999999999
1016;1062;79.66;84.8635
1016;1063;93.16;105.67233333333334
1016;1064;85.25;98.15783333333334
1016;1065;114.72;129.79383333333334
1016;1067;100.9;119.85733333333333
1016;1068;95.89;111.12216666666667
1016;1070;132.85;164.34216666666669
1016;1074;65.69;84.0265
1016;1076;84.23;92.87650000000001
1016;1082;84.04;94.542
1016;1084;127.99;135.35150000000002
1016;1088;128.49;149.63316666666665
1016;1089;129.77;151.4788333333333
1016;1091;64.83;82.27
1016;1102;151.14;167.76450000000003
1016;1115;56.09;67.75166666666667
1016;1123;58.57;65.426
1016;1126;80.49;90.04950000000001
1016;1133;41.56;54.891333333333336
1016;1151;78.79;89.0785
1016;1164;109.39;127.71566666666666
1016;1165;153.7;157.01216666666667
1016;1174;38.27;44.902833333333334
1016;1176;105.14;122.2525
1016;1177;84.64;101.05733333333333
1016;1179;86.32;98.039
1016;1186;112.44;136.5438333333333
1016;1187;125.04;154.793
1016;1190;65.46;76.51816666666667
1016;1193;135.07;139.50983333333335
1016;1204;113.83;129.54733333333334
1016;1210;94.43;112.5465
1016;1213;67.28;80.19883333333334
1016;1236;98.36;120.94383333333333
1016;1255;149.5;168.73033333333333
1016;1313;66.17;73.7375
1016;1350;114.35;133.55133333333333
1016;1371;70.83;90.62983333333334
1016;1372;75.25;87.5825
1020;0;57.6;77.81033333333333
1020;1001;85.13;105.06766666666667
1020;1015;87.04;102.339
1020;1016;68.99;84.48216666666667
1020;1020;0.0;0.0
1020;1030;93.24;112.67066666666666
1020;1031;113.62;134.27349999999998
1020;1034;145.21;166.21966666666668
1020;1035;118.6;134.8375
1020;1041;43.18;65.63783333333333
1020;1045;97.34;139.0825
1020;1050;178.99;213.4445
1020;1053;165.71;186.52550000000002
1020;1056;154.5;164.74633333333335
1020;1061;137.56;149.29350000000002
1020;1062;145.6;159.364
1020;1063;146.76;165.58283333333333
1020;1064;50.6;71.88183333333333
1020;1065;180.66;204.2945
1020;1067;121.61;144.84183333333334
1020;1068;116.6;136.10683333333333
1020;1070;153.56;189.32666666666668
1020;1074;74.07;95.49966666666666
1020;1076;50.43;67.688
1020;1082;35.54;49.4745
1020;1084;65.92;83.82933333333334
1020;1088;136.88;161.10616666666667
1020;1089;138.15;162.95183333333335
1020;1091;73.21;93.743
1020;1102;131.74;162.97116666666668
1020;1115;92.97;107.19933333333333
1020;1123;31.7;44.7465
1020;1126;46.75;69.1875
1020;1133;71.53;90.24499999999999
1020;1151;59.39;84.28516666666665
1020;1164;117.78;139.18883333333332
1020;1165;91.63;105.49
1020;1174;38.22;51.44783333333333
1020;1176;113.53;133.72566666666665
1020;1177;93.03;112.53033333333333
1020;1179;157.09;168.42283333333336
1020;1186;93.05;131.75066666666666
1020;1187;105.64;149.99966666666666
1020;1190;24.96;36.56916666666667
1020;1193;201.01;214.01049999999998
1020;1204;179.77;204.04783333333336
1020;1210;102.81;124.01950000000001
1020;1213;37.72;65.34066666666666
1020;1236;106.74;132.417
1020;1255;157.89;180.2035
1020;1313;132.11;148.238
1020;1350;94.96;128.75799999999998
1020;1371;91.55;115.61433333333333
1020;1372;128.27;149.22733333333332
1030;0;35.53;48.8455
1030;1001;14.97;19.458333333333332
1030;1015;122.94;141.34683333333334
1030;1016;84.86;101.1975
1030;1020;93.24;112.67066666666666
1030;1030;0.0;0.0
1030;1031;27.64;36.087833333333336
1030;1034;59.23;68.034
1030;1035;32.62;36.651833333333336
1030;1041;87.4;104.16766666666668
1030;1045;63.04;89.36149999999999
1030;1050;108.8;131.6865
1030;1053;178.41;203.2061666666667
1030;1056;179.47;206.925
1030;1061;158.17;174.632
1030;1062;166.21;184.7025
1030;1063;179.71;205.51133333333334
1030;1064;112.62;131.3525
1030;1065;201.27;229.6328333333333
1030;1067;101.6;119.87766666666667
1030;1068;96.59;111.14266666666667
1030;1070;90.5;109.94383333333333
1030;1074;46.16;60.434666666666665
1030;1076;94.71;110.54433333333333
1030;1082;111.4;127.73666666666666
1030;1084;138.47;153.01933333333332
1030;1088;50.9;62.9205
1030;1089;52.17;64.76616666666666
1030;1091;29.61;39.88333333333333
1030;1102;67.92;92.5775
1030;1115;147.2;161.0735
1030;1123;85.94;98.62049999999999
1030;1126;90.97;107.71733333333333
1030;1133;51.52;65.28083333333333
1030;1151;59.69;80.4105
1030;1164;31.8;41.003166666666665
1030;1165;164.18;174.67999999999998
1030;1174;61.96;74.15566666666668
1030;1176;27.55;35.54
1030;1177;2.85;5.902
1030;1179;172.87;197.87800000000001
1030;1186;60.78;85.494
1030;1187;67.04;96.47983333333333
1030;1190;92.82;109.71283333333334
1030;1193;221.62;239.34883333333335
1030;1204;200.38;229.38633333333334
1030;1210;16.83;25.834
1030;1213;46.6;72.42633333333333
1030;1236;15.53;23.163333333333334
1030;1255;71.91;82.01783333333333
1030;1313;152.72;173.5765
1030;1350;23.17;32.81516666666667
1030;1371;71.54;90.65016666666666
1030;1372;161.8;187.4215
1031;0;55.9;70.4485
1031;1001;35.34;41.06133333333333
1031;1015;143.31;162.94966666666667
1031;1016;105.23;122.8005
1031;1020;113.62;134.27349999999998
1031;1030;27.64;36.087833333333336
1031;1031;0.0;0.0
1031;1034;43.22;63.729166666666664
1031;1035;16.32;31.581
1031;1041;108.47;130.01233333333332
1031;1045;117.17;149.24416666666667
1031;1050;92.79;127.3815
1031;1053;199.47;229.05083333333332
1031;1056;200.54;232.76966666666667
1031;1061;179.24;200.47666666666666
1031;1062;187.28;210.54716666666667
1031;1063;200.78;231.35600000000002
1031;1064;133.68;157.19716666666667
1031;1065;222.34;255.4775
1031;1067;67.2;104.40316666666666
1031;1068;117.66;136.98733333333334
1031;1070;74.49;105.639
1031;1074;25.88;43.64933333333333
1031;1076;115.78;136.389
1031;1082;132.47;153.58133333333333
1031;1084;159.54;178.864
1031;1088;34.89;58.61566666666667
1031;1089;36.16;60.46133333333333
1031;1091;29.89;51.332166666666666
1031;1102;132.14;157.27133333333333
1031;1115;168.27;186.91816666666668
1031;1123;107.01;124.46533333333333
1031;1126;112.04;133.562
1031;1133;72.59;91.1255
1031;1151;80.76;106.25516666666667
1031;1164;0.85;3.122
1031;1165;185.25;200.52466666666666
1031;1174;83.03;100.00033333333334
1031;1176;0.58;2.1015
1031;1177;27.13;37.0935
1031;1179;193.94;223.72266666666667
1031;1186;102.67;138.86749999999998
1031;1187;131.51;161.82183333333333
1031;1190;113.89;135.5575
1031;1193;242.69;265.1936666666667
1031;1204;221.45;255.23100000000002
1031;1210;10.58;20.6055
1031;1213;67.67;98.27116666666667
1031;1236;40.84;56.98016666666667
1031;1255;55.9;77.71283333333334
1031;1313;173.79;199.42116666666666
1031;1350;48.64;66.87816666666667
1031;1371;46.92;73.54433333333333
1031;1372;182.87;213.26616666666666
1034;0;87.5;102.39466666666667
1034;1001;66.93;73.0075
1034;1015;174.91;194.89583333333334
1034;1016;136.83;154.74666666666664
1034;1020;145.21;166.21966666666668
1034;1030;59.23;68.034
1034;1031;43.22;63.729166666666664
1034;1034;0.0;0.0
1034;1035;34.63;44.823499999999996
1034;1041;139.93;160.63549999999998
1034;1045;148.63;179.86733333333333
1034;1050;56.36;76.006
1034;1053;135.82;182.45083333333332
1034;1056;232.0;263.39283333333333
1034;1061;210.7;231.09983333333332
1034;1062;218.74;241.17033333333333
1034;1063;232.24;261.9791666666667
1034;1064;165.15;187.8203333333333
1034;1065;253.8;286.10066666666665
1034;1067;55.91;83.09066666666666
1034;1068;54.01;80.07266666666666
1034;1070;38.06;54.263333333333335
1034;1074;98.7;116.90249999999999
1034;1076;147.24;167.01216666666667
1034;1082;163.94;184.2045
1034;1084;191.01;209.48716666666667
1034;1088;17.94;30.563666666666666
1034;1089;15.62;26.908166666666666
1034;1091;82.14;96.35116666666666
1034;1102;163.6;187.8945
1034;1115;199.74;217.5413333333333
1034;1123;138.47;155.0883333333333
1034;1126;143.5;164.18516666666667
1034;1133;104.05;121.74866666666667
1034;1151;112.22;136.87833333333336
1034;1164;42.93;61.58566666666666
1034;1165;216.71;231.14783333333335
1034;1174;114.49;130.6235
1034;1176;47.49;64.8545
1034;1177;58.59;67.71666666666667
1034;1179;225.4;254.34583333333333
1034;1186;134.14;169.4905
1034;1187;162.98;192.44500000000002
1034;1190;145.36;166.18066666666667
1034;1193;162.27;214.60816666666668
1034;1204;252.91;285.8541666666667
1034;1210;56.74;72.42216666666667
1034;1213;99.13;128.89416666666665
1034;1236;72.3;87.60316666666667
1034;1255;19.47;26.33716666666667
1034;1313;205.25;230.04433333333333
1034;1350;80.1;97.50133333333333
1034;1371;51.97;80.8605
1034;1372;214.33;243.88933333333335
1035;0;60.88;71.0125
1035;1001;40.32;41.62533333333333
1035;1015;148.29;163.51366666666667
1035;1016;110.21;123.36433333333333
1035;1020;118.6;134.8375
1035;1030;32.62;36.651833333333336
1035;1031;16.32;31.581
1035;1034;34.63;44.823499999999996
1035;1035;0.0;0.0
1035;1041;112.59;127.33016666666667
1035;1045;121.29;146.56199999999998
1035;1050;84.03;107.90966666666667
1035;1053;203.59;226.36866666666668
1035;1056;204.66;230.0875
1035;1061;183.36;197.7945
1035;1062;191.4;207.86499999999998
1035;1063;204.9;228.67383333333333
1035;1064;137.8;154.515
1035;1065;226.46;252.79533333333333
1035;1067;126.79;143.04016666666666
1035;1068;121.78;134.30516666666668
1035;1070;65.73;86.167
1035;1074;71.35;83.59716666666667
1035;1076;119.9;133.70683333333332
1035;1082;136.59;150.89916666666667
1035;1084;163.66;176.18183333333334
1035;1088;26.14;39.14366666666667
1035;1089;27.41;40.989333333333335
1035;1091;54.8;63.045833333333334
1035;1102;136.26;154.58916666666667
1035;1115;172.39;184.236
1035;1123;111.13;121.78316666666666
1035;1126;116.16;130.87983333333332
1035;1133;76.71;88.44333333333334
1035;1151;84.88;103.57300000000001
1035;1164;15.3;27.48033333333333
1035;1165;189.37;197.8425
1035;1174;87.15;97.31816666666667
1035;1176;16.46;31.542333333333332
