;ID_Empfänger;ID_Sendung;Beladedatum;Gewicht;Distanz;Wochentag;Delay;Frachtkosten
0;1001.0;[6901.0];2022-10-20;250.0;21.766;3;-4.0;32.1075
1;1001.0;[6704.0];2022-10-13;170.0;21.766;3;-5.0;29.282700000000002
2;1001.0;[5894.0];2022-09-22;226.0;21.766;3;-6.0;31.260060000000003
3;1001.0;[5425.0];2022-09-15;253.0;21.766;3;-4.0;32.21343
4;1001.0;[5291.0];2022-09-08;93.0;21.766;3;-6.0;26.563830000000003
5;1001.0;[4825.0];2022-09-01;130.0;21.766;3;-1.0;27.8703
6;1001.0;[4681.0];2022-08-25;301.82;21.766;3;-6.0;33.9372642
7;1001.0;[4202.0];2022-08-11;94.0;21.766;3;-6.0;26.599140000000002
8;1001.0;[3610.0];2022-07-28;335.0;21.766;3;-4.0;35.108850000000004
9;1001.0;[3338.0, 3301.0];2022-07-21;99.74;21.766;3;-4.5;26.8018194
10;1001.0;[2528.0];2022-07-07;393.5;21.766;3;0.0;37.174485000000004
11;1001.0;[2321.0];2022-06-30;410.0;21.766;3;-4.0;37.7571
12;1001.0;[1930.0, 1833.0];2022-06-16;291.52;21.766;3;-5.0;33.5735712
13;1001.0;[1713.0, 1627.0];2022-06-09;315.0;21.766;3;-4.5;34.40265
14;1001.0;[797.0];2022-05-19;97.27;21.766;3;0.0;26.7146037
15;1001.0;[432.0];2022-05-05;54.0;21.766;3;-6.0;25.18674
16;1001.0;[0.0];2022-04-28;190.0;21.766;3;-4.0;29.9889
17;1016.0;[7121.0, 7132.0];2022-10-28;8214.810000000001;54.273;4;0.0;313.3449411
18;1016.0;[6994.0];2022-10-25;5580.0;54.489;1;-1.0;220.30980000000002
19;1016.0;[6891.0];2022-10-21;5580.0;54.489;4;0.0;220.30980000000002
20;1016.0;[6741.0];2022-10-18;17537.25;54.273;1;-1.0;642.5202975
21;1016.0;[6610.0, 6562.0];2022-10-14;5004.0;54.489;4;-1.5;199.97124000000002
22;1016.0;[6487.0];2022-10-11;24191.04;54.273;1;-2.0;877.4656224
23;1016.0;[6227.0];2022-10-07;3738.86;54.489;4;0.0;155.2991466
24;1016.0;[6113.0];2022-10-04;2999.66;54.273;1;-1.0;129.19799460000002
25;1016.0;[6029.0];2022-09-30;6631.5;54.489;4;0.0;257.438265
26;1016.0;[5842.0];2022-09-27;1788.81;54.273;1;-1.0;86.4428811
27;1016.0;[5702.0, 5673.0];2022-09-23;20144.67;54.273;4;-1.5;734.5882977
28;1016.0;[5544.0];2022-09-20;3649.81;54.273;1;-1.0;152.1547911
29;1016.0;[5406.0, 5360.0];2022-09-16;7724.0;54.489;4;-1.5;296.01444000000004
30;1016.0;[5334.0, 5270.0];2022-09-13;11826.8;54.489;1;-1.5;440.88430800000003
31;1016.0;[5119.0, 5084.0];2022-09-09;14504.0;54.489;4;-1.5;535.41624
32;1016.0;[4972.0];2022-09-06;7269.38;54.273;1;-1.0;279.9618078
33;1016.0;[4780.0];2022-09-02;16096.0;54.273;4;0.0;591.62976
34;1016.0;[4673.0, 4652.0];2022-08-30;18386.92;54.489;1;-0.5;672.5221452
35;1016.0;[4568.0, 4536.0];2022-08-26;8784.0;54.489;4;-1.5;333.44304
36;1016.0;[4451.0];2022-08-23;6525.88;54.489;1;-1.0;253.70882280000004
37;1016.0;[4325.0];2022-08-19;2700.0;54.489;4;-3.0;118.617
38;1016.0;[3842.0];2022-08-05;8662.0;54.489;4;0.0;329.13522
39;1016.0;[3687.0];2022-08-02;3024.0;54.489;1;-1.0;130.05743999999999
40;1016.0;[3525.0];2022-07-29;6247.51;54.489;4;0.0;243.8795781
41;1016.0;[3450.0];2022-07-26;3547.51;54.273;1;-1.0;148.54257810000001
42;1016.0;[3282.0];2022-07-22;14688.0;54.489;4;-3.0;541.91328
43;1016.0;[3115.0];2022-07-19;8280.0;54.489;1;-1.0;315.6468000000001
44;1016.0;[2946.0, 3017.0];2022-07-15;10928.0;54.489;4;-3.0;409.14768000000004
45;1016.0;[2820.0];2022-07-12;3649.82;54.273;1;-1.0;152.15514420000002
46;1016.0;[2652.0, 2634.0];2022-07-08;15738.8;54.489;4;-1.5;579.017028
47;1016.0;[2453.0];2022-07-05;5760.0;54.489;1;-1.0;226.6656
48;1016.0;[2329.0];2022-07-01;14200.0;54.489;4;-3.0;524.682
49;1016.0;[2175.0, 2074.0];2022-06-24;8028.0;54.273;4;-1.5;306.74868000000004
50;1016.0;[1958.0, 1877.0];2022-06-21;16948.0;54.489;1;-0.5;621.71388
51;1016.0;[1770.0];2022-06-14;8660.67;54.489;1;-1.0;329.0882577
52;1016.0;[1596.0];2022-06-10;15514.89;54.489;4;0.0;571.1107658999999
53;1016.0;[1464.0];2022-06-07;5760.0;54.489;1;-1.0;226.6656
54;1016.0;[1306.0];2022-06-03;7924.0;54.273;4;0.0;303.07644000000005
55;1016.0;[1235.0, 1162.0];2022-05-31;14328.0;54.489;1;-0.5;529.20168
56;1016.0;[1001.0];2022-05-24;5580.0;54.489;1;-1.0;220.30980000000002
57;1016.0;[847.0];2022-05-20;8084.0;54.273;4;0.0;308.72604
58;1016.0;[715.0];2022-05-17;8159.27;54.273;1;-1.0;311.3838237
59;1016.0;[553.0];2022-05-13;2720.0;54.489;4;0.0;119.32320000000001
60;1016.0;[483.0, 438.0, 415.0];2022-05-10;20351.0;54.489;1;-1.0;741.87381
61;1016.0;[314.0];2022-05-06;3024.0;54.489;4;-3.0;130.05743999999999
62;1016.0;[129.0];2022-05-03;7904.0;54.489;1;-1.0;302.37023999999997
63;1016.0;[15.0];2022-04-29;5904.0;54.489;4;-3.0;231.75024000000002
64;1020.0;[6433.0];2022-10-12;2306.15;47.386;2;0.0;104.71015650000001
65;1020.0;[5696.0, 5689.0];2022-09-21;1120.24;47.386;2;-3.5;62.8356744
66;1020.0;[5118.0];2022-09-07;2113.29;47.386;2;-2.0;97.9002699
67;1020.0;[4197.0];2022-08-17;33.5;47.386;2;0.0;24.462885
68;1020.0;[4095.0];2022-08-10;313.98;47.386;2;-2.0;34.3666338
69;1020.0;[3580.0, 3433.0];2022-07-27;1402.07;47.386;2;-2.5;72.7870917
70;1020.0;[3214.0];2022-07-20;1920.5;47.386;2;-2.0;91.09285500000001
71;1020.0;[2956.0];2022-07-13;362.33;47.386;2;-5.0;36.073872300000005
72;1020.0;[2744.0, 2588.0];2022-07-06;2662.46;47.386;2;-4.0;117.29146260000002
73;1020.0;[2122.0, 2064.0, 1949.0];2022-06-22;2468.12;47.386;2;-2.3333333333333335;110.4293172
74;1020.0;[1406.0, 1218.0];2022-06-01;6515.31;47.386;2;-3.0;253.33559610000003
75;1020.0;[993.0];2022-05-25;1693.72;47.386;2;0.0;83.08525320000001
76;1020.0;[923.0, 842.0];2022-05-18;1494.5;47.386;2;-3.5;76.05079500000001
77;1020.0;[699.0];2022-05-11;2369.0;47.386;2;-6.0;106.92939
78;1020.0;[87.0, 19.0];2022-04-27;1706.98;47.386;2;-5.5;83.5534638
79;1030.0;[6330.0];2022-10-06;533.0;33.18;3;-4.0;42.100229999999996
80;1030.0;[6144.0, 6125.0, 6026.0];2022-09-29;5017.63;33.18;3;-4.0;200.45251530000002
81;1030.0;[5449.0];2022-09-15;3935.0;33.18;3;-4.0;162.22485
82;1030.0;[5249.0, 5153.0];2022-09-08;3848.8;33.18;3;-5.0;159.18112800000003
83;1030.0;[4838.0, 4807.0];2022-09-01;4244.84;33.18;3;-2.5;173.1653004
84;1030.0;[4515.0];2022-08-25;552.84;33.18;3;0.0;42.80078040000001
85;1030.0;[3856.0, 3807.0];2022-08-04;3705.62;33.18;3;-0.5;154.1254422
86;1030.0;[3239.0];2022-07-21;92.0;33.18;3;-1.0;26.52852
87;1030.0;[2906.0];2022-07-14;2330.81;33.18;3;-1.0;105.5809011
88;1030.0;[2223.0, 2185.0, 2028.0];2022-06-23;2946.9399999999996;33.18;3;-3.0;127.33645139999999
89;1030.0;[1887.0];2022-06-16;405.0;33.18;3;-5.0;37.58055
90;1030.0;[1703.0];2022-06-09;2447.84;33.18;3;-5.0;109.71323040000001
91;1030.0;[547.0];2022-05-12;3138.08;33.18;3;-1.0;134.0856048
92;1030.0;[392.0];2022-05-05;2410.0;33.18;3;-5.0;108.37710000000001
93;1030.0;[93.0, 29.0];2022-04-28;1817.0;33.18;3;-4.5;87.43827
94;1031.0;[6983.0];2022-10-24;197.77;41.348;0;-1.0;30.2632587
95;1031.0;[6753.0];2022-10-19;32.24;41.348;2;0.0;24.4183944
96;1031.0;[6670.0];2022-10-17;244.03;41.348;0;-1.0;31.8966993
97;1031.0;[6507.0, 6457.0];2022-10-12;5738.43;41.348;2;-0.5;225.90396330000004
98;1031.0;[6375.0, 6319.0];2022-10-10;2234.63;41.348;0;-0.5;102.1847853
99;1031.0;[6250.0, 6207.0, 6102.0];2022-10-05;14858.14;41.348;2;-1.0;547.9209234
100;1031.0;[5920.0];2022-09-28;158.0;41.348;2;-1.0;28.858980000000003
101;1031.0;[5827.0, 5764.0];2022-09-26;1778.23;41.348;0;-0.5;86.0693013
102;1031.0;[5647.0];2022-09-21;599.71;41.348;2;-1.0;44.455760100000006
103;1031.0;[5484.0, 5452.0];2022-09-19;3485.29;41.348;0;-0.5;146.3455899
104;1031.0;[5308.0];2022-09-14;14.4;41.348;2;-1.0;23.788464
105;1031.0;[5226.0, 5155.0];2022-09-12;1456.76;41.348;0;-0.5;74.7181956
106;1031.0;[5092.0, 5006.0, 4954.0];2022-09-07;1239.62;41.348;2;-1.0;67.05098219999999
107;1031.0;[4912.0, 4836.0];2022-09-05;6109.48;41.348;0;-0.5;239.0057388
108;1031.0;[4809.0];2022-08-31;1112.19;41.348;2;-2.0;62.551428900000005
109;1031.0;[4542.0, 4452.0];2022-08-24;9534.39;41.348;2;-1.0;359.9393109
110;1031.0;[4309.0, 4205.0];2022-08-17;1987.47;41.348;2;-1.0;93.4575657
111;1031.0;[4177.0];2022-08-15;319.52;41.348;0;-1.0;34.562251200000006
112;1031.0;[4108.0, 3998.0];2022-08-10;6465.77;41.348;2;-1.0;251.58633870000003
113;1031.0;[3948.0];2022-08-08;153.67;41.348;0;-1.0;28.7060877
114;1031.0;[3862.0, 3802.0];2022-08-03;2235.9900000000002;41.348;2;-1.5;102.23280690000001
115;1031.0;[3667.0];2022-08-01;4934.49;41.348;0;-1.0;197.5168419
116;1031.0;[3498.0];2022-07-27;117.04;41.348;2;-1.0;27.4126824
117;1031.0;[3391.0];2022-07-25;311.0;41.348;0;-1.0;34.26141
118;1031.0;[3081.0];2022-07-20;870.44;41.348;2;0.0;54.015236400000006
