Recipient_ID;Recipient_ID;Shipment_ID;Loading_Date;Weight;Freight_Cost;Sender_Street;Sender_Postal_Code;Sender_City;Recipient_Street;Recipient_Postal_Code;Recipient_City;Recipient_House_No;Calendar_Week;Recipient_Longitude;Recipient_Latitude;Sender_Longitude;Sender_Latitude;Real_Distance;Duration;Euc_Distance;Weekday
1223;1223;3446;2020-02-10;3312.23;120.68;Trinidadstraße 44;27356;Rotenburg (Wümme);DORFSTRASSE ;26219;BÖSEL;7;6;7.955595;52.974956;9.3372;53.124339;122114.0;5101.2;93.829499511425;0
1273;1273;3448;2020-02-10;4882.5;94.47;Trinidadstraße 44;27356;Rotenburg (Wümme);GERHARD LIESEGANG STRASSE ;27404;ZEVEN;1 ;6;9.297964;53.27437;9.3372;53.124339;25604.2;1512.5;16.88618029764552;0
1304;1304;3466;2020-02-10;1804.0;80.4;Trinidadstraße 44;27356;Rotenburg (Wümme);BAHNHOFSTRASSE ;27321;THEDINGHAUSEN;56 ;6;9.018173;52.961928;9.3372;53.124339;45410.0;2368.4;27.946412663630568;0
1281;1281;3474;2020-02-10;18789.0;203.79;Trinidadstraße 44;27356;Rotenburg (Wümme);ALTER FLUGPLATZ ;49377;VECHTA;2 ;6;8.263507;52.722638;9.3372;53.124339;109962.5;4364.4;84.70950325552153;0
1397;1397;3475;2020-02-10;3590.62;113.52;Trinidadstraße 44;27356;Rotenburg (Wümme);AUGUST WILHELM KÜHNHOLZ STRASSE ;26135;OLDENBURG;39 ;6;8.253594;53.108459;9.3372;53.124339;87546.4;3851.5;72.33890920065701;0
1331;1331;3479;2020-02-11;43.929;43.02;Trinidadstraße 44;27356;Rotenburg (Wümme);KOPPELWEG ;49681;GARREL;10 ;6;8.03512;52.930792;9.3372;53.124339;112559.1;4598.4;89.69678023951909;1
1223;1223;3481;2020-02-11;738.161;78.12;Trinidadstraße 44;27356;Rotenburg (Wümme);DORFSTRASSE ;26219;BÖSEL;7;6;7.955595;52.974956;9.3372;53.124339;122114.0;5101.2;93.829499511425;1
1255;1255;3483;2020-02-11;384.0;67.88;Trinidadstraße 44;27356;Rotenburg (Wümme);HINTERM RHADEN ;26188;EDEWECHT;6 ;6;8.033938;53.124816;9.3372;53.124339;101449.3;4571.5;86.95978877717648;1
1310;1310;3484;2020-02-11;1665.88;76.12;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;27809;LEMWERDER;9 ;6;8.614094;53.166113;9.3372;53.124339;63502.0;3297.4;48.44949072919388;1
1307;1307;3486;2020-02-11;211.528;68.54;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;26683;SATERLAND;5 ;6;7.690675;53.102345;9.3372;53.124339;129965.9;6154.2;109.91891519112322;1
1149;1149;3487;2020-02-11;915.0;84.67;Trinidadstraße 44;27356;Rotenburg (Wümme);KRÄHENWEG ;26683;SATERLAND;18 ;6;7.691198;53.080462;9.3372;53.124339;141673.3;5966.3;109.99300036304045;1
1316;1316;3492;2020-02-11;203.5;51.86;Trinidadstraße 44;27356;Rotenburg (Wümme);BERNAUER STRASSE ;28219;BREMEN;19 ;6;8.802858;53.109182;9.3372;53.124339;47555.7;2275.3;35.70050992028964;1
1328;1328;3496;2020-02-11;198.0;66.53;Trinidadstraße 44;27356;Rotenburg (Wümme);ILEXSTRASSE ;26639;WIESMOOR;26 ;6;7.750594;53.376891;9.3372;53.124339;137485.2;6001.2;109.22566965008349;1
1329;1329;3498;2020-02-11;1301.56;94.94;Trinidadstraße 44;27356;Rotenburg (Wümme);RUDOLF DIESEL STRASSE ;26670;UPLENGEN;10 ;6;7.755837;53.265312;9.3372;53.124339;129192.9;5172.1;106.50249510475021;1
1297;1297;3503;2020-02-11;1504.0;75.51;Trinidadstraße 44;27356;Rotenburg (Wümme);ARSTERDAMM ;28277;BREMEN;110 ;6;8.822854;53.044442;9.3372;53.124339;42971.0;2092.6;35.48226887442577;1
1106;1106;3507;2020-02-11;4985.9;144.38;Trinidadstraße 44;27356;Rotenburg (Wümme);HAUPTSTRASSE ;26689;APEN;101 ;6;7.786704;53.21815;9.3372;53.124339;127253.4;5580.7;103.86848268102955;1
1200;1200;3509;2020-02-11;9.0;21.9;Trinidadstraße 44;27356;Rotenburg (Wümme);NORDLOHER DORFSTRASSE ;26689;APEN;8 ;6;7.789361;53.179567;9.3372;53.124339;130687.5;5785.2;103.39522980374788;1
1273;1273;3513;2020-02-11;5675.0;99.45;Trinidadstraße 44;27356;Rotenburg (Wümme);GERHARD LIESEGANG STRASSE ;27404;ZEVEN;1 ;6;9.297964;53.27437;9.3372;53.124339;25604.2;1512.5;16.88618029764552;1
1264;1264;3516;2020-02-11;1886.62;110.38;Trinidadstraße 44;27356;Rotenburg (Wümme);DIESELSTRASSE ;26871;PAPENBURG;1 ;6;7.395304;53.09336;9.3372;53.124339;168899.9;7172.3;129.66342281065963;1
1222;1222;3524;2020-02-11;457.0;55.34;Trinidadstraße 44;27356;Rotenburg (Wümme);EDISONSTRASSE ;28357;BREMEN;21 ;6;8.891634;53.111667;9.3372;53.124339;43696.1;2182.8;29.7685363427645;1
1337;1337;3530;2020-02-11;4573.95;149.99;Trinidadstraße 44;27356;Rotenburg (Wümme);WANKELSTRASSE ;26802;MOORMERLAND;5 ;6;7.466793;53.312456;9.3372;53.124339;152880.4;5954.7;126.27219472318184;1
1287;1287;3532;2020-02-11;3178.25;125.56;Trinidadstraße 44;27356;Rotenburg (Wümme);LOGAER SIELTIEF ;26789;LEER (OSTFRIESLAND);7 ;6;7.510257;53.239739;9.3372;53.124339;147882.2;5931.4;122.4118564251037;1
1287;1287;3533;2020-02-11;690.0;78.47;Trinidadstraße 44;27356;Rotenburg (Wümme);LOGAER SIELTIEF ;26789;LEER;7 ;6;7.510257;53.239739;9.3372;53.124339;147882.2;5931.4;122.4118564251037;1
1389;1389;3535;2020-02-11;309.894;73.36;Trinidadstraße 44;27356;Rotenburg (Wümme);WESTFALENSTRASSE ;26723;EMDEN;2 ;6;7.172945;53.355035;9.3372;53.124339;178752.7;6965.7;146.28483212705854;1
1269;1269;3538;2020-02-11;2435.0;117.71;Trinidadstraße 44;27356;Rotenburg (Wümme);TEUTONENSTRASSE ;26723;EMDEN;4 ;6;7.185647;53.367524;9.3372;53.124339;178697.5;7013.3;145.68355964536354;1
1288;1288;3539;2020-02-11;2289.32;85.73;Trinidadstraße 44;27356;Rotenburg (Wümme);FELDHORST ;27711;OSTERHOLZ-SCHARMBECK;4 ;6;8.752235;53.233625;9.3372;53.124339;64287.4;3027.0;40.832764371325084;1
1173;1173;3553;2020-02-11;893.5;55.08;Trinidadstraße 44;27356;Rotenburg (Wümme);BOSCHSTRASSE ;27367;SOTTRUM;10 ;6;9.211197;53.103328;9.3372;53.124339;13317.1;1064.4;8.728226331154465;1
1173;1173;3554;2020-02-11;435.0;47.86;Trinidadstraße 44;27356;Rotenburg (Wümme);BOSCHSTRASSE ;27367;SOTTRUM;10 ;6;9.211197;53.103328;9.3372;53.124339;13317.1;1064.4;8.728226331154465;1
1284;1284;3563;2020-02-11;4272.94;139.12;Trinidadstraße 44;27356;Rotenburg (Wümme);HOLTHÖGE ;49632;ESSEN;10;6;7.917339;52.732237;9.3372;53.124339;122139.3;5073.3;104.68224297819614;1
1285;1285;3564;2020-02-11;292.319;68.54;Trinidadstraße 44;27356;Rotenburg (Wümme);BUNNER STRASSE ;49632;ESSEN;4;6;7.930864;52.694711;9.3372;53.124339;121256.6;5009.5;105.7145935134644;1
1191;1191;3568;2020-02-11;2789.56;90.25;Trinidadstraße 44;27356;Rotenburg (Wümme);FREESENSTRASSE ;27327;MARTFELD;11 ;6;9.047465;52.882568;9.3372;53.124339;56584.0;3223.5;33.145057276188105;1
1326;1326;3571;2020-02-11;882.104;55.08;Trinidadstraße 44;27356;Rotenburg (Wümme);MOORSTRASSE ;27299;LANGWEDEL;21 ;6;9.185402;52.981885;9.3372;53.124339;46852.4;2136.1;18.810775482701473;1
1226;1226;3576;2020-02-11;665.562;78.47;Trinidadstraße 44;27356;Rotenburg (Wümme);ZEISIGWEG ;49624;LÖNINGEN;2 ;6;7.792475;52.728865;9.3372;53.124339;130267.8;5466.1;112.49471057258445;1
1334;1334;3577;2020-02-11;7276.68;161.86;Trinidadstraße 44;27356;Rotenburg (Wümme);VISBEKER DAMM ;49429;VISBEK;1A ;6;8.301824;52.824642;9.3372;53.124339;87468.5;3870.5;76.91971192010008;1
1250;1250;3593;2020-02-11;537.6;72.82;Trinidadstraße 44;27356;Rotenburg (Wümme);SCHWICHTELER STRASSE ;49377;VECHTA;36 ;6;8.24554;52.780323;9.3372;53.124339;96305.9;3925.5;82.53215619444538;1
1281;1281;3596;2020-02-11;2753.1;114.65;Trinidadstraße 44;27356;Rotenburg (Wümme);ALTER FLUGPLATZ ;49377;VECHTA;2 ;6;8.263507;52.722638;9.3372;53.124339;109962.5;4364.4;84.70950325552153;1
1281;1281;3597;2020-02-11;45.953;43.02;Trinidadstraße 44;27356;Rotenburg (Wümme);ALTER FLUGPLATZ ;49377;VECHTA;2 ;6;8.263507;52.722638;9.3372;53.124339;109962.5;4364.4;84.70950325552153;1
1318;1318;3603;2020-02-11;282.713;58.88;Trinidadstraße 44;27356;Rotenburg (Wümme);HÜLSMEYER STRASSE ;49406;EYDELSTEDT;56 ;6;8.525849;52.702806;9.3372;53.124339;91273.1;4674.3;71.80966047437968;1
1245;1245;3604;2020-02-11;3898.82;100.0;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;27211;BASSUM;13 ;6;8.742445;52.858623;9.3372;53.124339;65748.7;3249.9;49.57468338389478;1
1397;1397;3609;2020-02-11;33.0;38.45;Trinidadstraße 44;27356;Rotenburg (Wümme);AUGUST WILHELM KÜHNHOLZ STRASSE ;26135;OLDENBURG;39 ;6;8.253594;53.108459;9.3372;53.124339;87546.4;3851.5;72.33890920065701;1
1397;1397;3615;2020-02-11;1685.0;86.41;Trinidadstraße 44;27356;Rotenburg (Wümme);AUGUST WILHELM KÜHNHOLZ STRASSE ;26135;OLDENBURG;39 ;6;8.253594;53.108459;9.3372;53.124339;87546.4;3851.5;72.33890920065701;1
1019;1019;3616;2020-02-12;2124.0;85.73;Trinidadstraße 44;27356;Rotenburg (Wümme);HEMELINGER HAFENDAMM ;28309;BREMEN;19A ;6;8.882977;53.051838;9.3372;53.124339;38837.4;1884.9;31.38697050598945;2
1245;1245;3619;2020-02-12;1300.0;69.82;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;27211;BASSUM;13 ;6;8.742445;52.858623;9.3372;53.124339;65748.7;3249.9;49.57468338389478;2
1334;1334;3630;2020-02-12;3547.22;127.03;Trinidadstraße 44;27356;Rotenburg (Wümme);VISBEKER DAMM ;49429;VISBEK;1A ;6;8.301824;52.824642;9.3372;53.124339;87468.5;3870.5;76.91971192010008;2
1250;1250;3636;2020-02-12;703.829;78.12;Trinidadstraße 44;27356;Rotenburg (Wümme);SCHWICHTELER STRASSE ;49377;VECHTA;36 ;6;8.24554;52.780323;9.3372;53.124339;96305.9;3925.5;82.53215619444538;2
1281;1281;3638;2020-02-12;2564.0;114.65;Trinidadstraße 44;27356;Rotenburg (Wümme);ALTER FLUGPLATZ ;49377;VECHTA;2 ;6;8.263507;52.722638;9.3372;53.124339;109962.5;4364.4;84.70950325552153;2
1281;1281;3639;2020-02-12;102.059;63.95;Trinidadstraße 44;27356;Rotenburg (Wümme);ALTER FLUGPLATZ ;49377;VECHTA;2 ;6;8.263507;52.722638;9.3372;53.124339;109962.5;4364.4;84.70950325552153;2
1307;1307;3643;2020-02-12;5597.5;151.97;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;26683;SATERLAND;5 ;6;7.690675;53.102345;9.3372;53.124339;129965.9;6154.2;109.91891519112322;2
1223;1223;3645;2020-02-12;2745.6;114.65;Trinidadstraße 44;27356;Rotenburg (Wümme);DORFSTRASSE ;26219;BÖSEL;7;6;7.955595;52.974956;9.3372;53.124339;122114.0;5101.2;93.829499511425;2
1042;1042;3648;2020-02-12;172.8;57.15;Trinidadstraße 44;27356;Rotenburg (Wümme);ELLY BEINHORN STRASSE ;27777;GANDERKESEE;6 ;6;8.522141;53.034216;9.3372;53.124339;66000.3;3043.9;55.35692139921839;2
1236;1236;3652;2020-02-12;566.084;65.08;Trinidadstraße 44;27356;Rotenburg (Wümme);FOCKESTRASSE ;27777;GANDERKESEE;67 ;6;8.59354;53.068444;9.3372;53.124339;64051.1;3074.1;50.040955497470684;2
1235;1235;3653;2020-02-12;598.28;65.08;Trinidadstraße 44;27356;Rotenburg (Wümme);FOCKESTRASSE ;27777;GANDERKESEE;53 ;6;8.59354;53.068444;9.3372;53.124339;64051.1;3074.1;50.040955497470684;2
1317;1317;3655;2020-02-12;5612.62;114.99;Trinidadstraße 44;27356;Rotenburg (Wümme);REIHERSTRASSE ;28239;BREMEN;86 ;6;8.732214;53.137461;9.3372;53.124339;55521.2;2673.2;40.38837522950575;2
1137;1137;3656;2020-02-12;84.0;59.39;Trinidadstraße 44;27356;Rotenburg (Wümme);NORMANNENSTRASSE ;26723;EMDEN;10 ;6;7.192901;53.369056;9.3372;53.124339;175617.0;7034.3;145.238672376875;2
1389;1389;3659;2020-02-12;3700.96;137.3;Trinidadstraße 44;27356;Rotenburg (Wümme);WESTFALENSTRASSE ;26723;EMDEN;2 ;6;7.172945;53.355035;9.3372;53.124339;178752.7;6965.7;146.28483212705854;2
1269;1269;3661;2020-02-12;9109.84;219.41;Trinidadstraße 44;27356;Rotenburg (Wümme);TEUTONENSTRASSE ;26723;EMDEN;4 ;6;7.185647;53.367524;9.3372;53.124339;178697.5;7013.3;145.68355964536354;2
1284;1284;3666;2020-02-12;11138.94;225.48;Trinidadstraße 44;27356;Rotenburg (Wümme);HOLTHÖGE ;49632;ESSEN;10;6;7.917339;52.732237;9.3372;53.124339;122139.3;5073.3;104.68224297819614;2
1285;1285;3667;2020-02-12;46.08;44.76;Trinidadstraße 44;27356;Rotenburg (Wümme);BUNNER STRASSE ;49632;ESSEN;4;6;7.930864;52.694711;9.3372;53.124339;121256.6;5009.5;105.7145935134644;2
1297;1297;3683;2020-02-12;9.651;16.98;Trinidadstraße 44;27356;Rotenburg (Wümme);ARSTERDAMM ;28277;BREMEN;110 ;6;8.822854;53.044442;9.3372;53.124339;42971.0;2092.6;35.48226887442577;2
1299;1299;3688;2020-02-12;8.0;16.98;Trinidadstraße 44;27356;Rotenburg (Wümme);CARL ZEISS STRASSE ;28816;STUHR;21 ;6;8.753592;53.027607;9.3372;53.124339;48059.9;2308.2;40.44209439664968;2
1106;1106;3689;2020-02-12;810.72;84.19;Trinidadstraße 44;27356;Rotenburg (Wümme);HAUPTSTRASSE ;26689;APEN;101 ;6;7.786704;53.21815;9.3372;53.124339;127253.4;5580.7;103.86848268102955;2
1397;1397;3690;2020-02-12;8433.07;151.16;Trinidadstraße 44;27356;Rotenburg (Wümme);AUGUST WILHELM KÜHNHOLZ STRASSE ;26135;OLDENBURG;39 ;6;8.253594;53.108459;9.3372;53.124339;87546.4;3851.5;72.33890920065701;2
1200;1200;3692;2020-02-12;48.0;44.76;Trinidadstraße 44;27356;Rotenburg (Wümme);NORDLOHER DORFSTRASSE ;26689;APEN;8 ;6;7.789361;53.179567;9.3372;53.124339;130687.5;5785.2;103.39522980374788;2
997;997;3694;2020-02-12;2885.83;114.65;Trinidadstraße 44;27356;Rotenburg (Wümme);AN DER BRÜCKE ;26180;RASTEDE;45 ;6;8.174763;53.242718;9.3372;53.124339;101464.0;4215.1;78.56749418147875;2
1288;1288;3699;2020-02-12;163.0;50.35;Trinidadstraße 44;27356;Rotenburg (Wümme);FELDHORST ;27711;OSTERHOLZ-SCHARMBECK;4 ;6;8.752235;53.233625;9.3372;53.124339;64287.4;3027.0;40.832764371325084;2
1233;1233;3701;2020-02-12;30.0;33.86;Trinidadstraße 44;27356;Rotenburg (Wümme);MÜNCHENER STRASSE ;28215;BREMEN;77 ;6;8.807092;53.094486;9.3372;53.124339;48542.8;2377.8;35.53954965594383;2
1233;1233;3702;2020-02-12;28.0;33.86;Trinidadstraße 44;27356;Rotenburg (Wümme);MÜNCHENER STRASSE ;28215;BREMEN;77 ;6;8.807092;53.094486;9.3372;53.124339;48542.8;2377.8;35.53954965594383;2
1293;1293;3705;2020-02-12;3336.29;95.0;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIEPARK BRUNDORF ;28790;SCHWANEWEDE;14 ;6;8.693508;53.232874;9.3372;53.124339;66839.3;3041.9;44.56191820138161;2
1264;1264;3712;2020-02-12;342.0;73.36;Trinidadstraße 44;27356;Rotenburg (Wümme);DIESELSTRASSE ;26871;PAPENBURG;1 ;6;7.395304;53.09336;9.3372;53.124339;168899.9;7172.3;129.66342281065963;2
1266;1266;3714;2020-02-12;5.429;24.61;Trinidadstraße 44;27356;Rotenburg (Wümme);HAUPTKANAL LINKS ;26871;PAPENBURG;72 ;6;7.404576;53.076239;9.3372;53.124339;164262.5;7315.4;129.1352799800504;2
1337;1337;3717;2020-02-12;8974.39;197.47;Trinidadstraße 44;27356;Rotenburg (Wümme);WANKELSTRASSE ;26802;MOORMERLAND;5 ;6;7.466793;53.312456;9.3372;53.124339;152880.4;5954.7;126.27219472318184;2
1287;1287;3719;2020-02-12;4522.0;144.38;Trinidadstraße 44;27356;Rotenburg (Wümme);LOGAER SIELTIEF ;26789;LEER;7 ;6;7.510257;53.239739;9.3372;53.124339;147882.2;5931.4;122.4118564251037;2
1292;1292;3727;2020-02-12;521.0;65.08;Trinidadstraße 44;27356;Rotenburg (Wümme);SCHIFFSHÖREN ;27572;BREMERHAVEN;3 ;6;8.595662;53.492096;9.3372;53.124339;94712.2;3893.3;64.0271179598725;2
1328;1328;3734;2020-02-12;2591.07;119.28;Trinidadstraße 44;27356;Rotenburg (Wümme);ILEXSTRASSE ;26639;WIESMOOR;26 ;6;7.750594;53.376891;9.3372;53.124339;137485.2;6001.2;109.22566965008349;2
1116;1116;3740;2020-02-12;309.0;53.43;Trinidadstraße 44;27356;Rotenburg (Wümme);BRUCHWEG ;28309;BREMEN;78 ;6;8.896503;53.051524;9.3372;53.124339;38961.5;1917.2;30.524211132344842;2
1222;1222;3744;2020-02-12;588.077;57.33;Trinidadstraße 44;27356;Rotenburg (Wümme);EDISONSTRASSE ;28357;BREMEN;21 ;6;8.891634;53.111667;9.3372;53.124339;43696.1;2182.8;29.7685363427645;2
1226;1226;3746;2020-02-12;103.26;66.53;Trinidadstraße 44;27356;Rotenburg (Wümme);ZEISIGWEG ;49624;LÖNINGEN;2 ;6;7.792475;52.728865;9.3372;53.124339;130267.8;5466.1;112.49471057258445;2
1080;1080;3747;2020-02-12;491.208;73.15;Trinidadstraße 44;27356;Rotenburg (Wümme);VON LIEBIG STRASSE ;49699;LINDERN (OLDENBURG);3 ;6;7.781386;52.835475;9.3372;53.124339;126622.7;5408.7;108.99914648000839;2
1331;1331;3753;2020-02-12;3369.7;120.68;Trinidadstraße 44;27356;Rotenburg (Wümme);KOPPELWEG ;49681;GARREL;10 ;6;8.03512;52.930792;9.3372;53.124339;112559.1;4598.4;89.69678023951909;2
1255;1255;3754;2020-02-12;204.169;65.88;Trinidadstraße 44;27356;Rotenburg (Wümme);HINTERM RHADEN ;26188;EDEWECHT;6 ;6;8.033938;53.124816;9.3372;53.124339;101449.3;4571.5;86.95978877717648;2
1397;1397;3755;2020-02-12;638.75;67.4;Trinidadstraße 44;27356;Rotenburg (Wümme);AUGUST WILHELM KÜHNHOLZ STRASSE ;26135;OLDENBURG;39 ;6;8.253594;53.108459;9.3372;53.124339;87546.4;3851.5;72.33890920065701;2
1274;1274;3757;2020-02-12;2590.77;114.65;Trinidadstraße 44;27356;Rotenburg (Wümme);BRÄGELER RING ;49393;LOHNE;2;6;8.269872;52.680462;9.3372;53.124339;114158.0;4530.6;86.95039245085735;2
1318;1318;3770;2020-02-12;3114.24;107.84;Trinidadstraße 44;27356;Rotenburg (Wümme);HÜLSMEYER STRASSE ;49406;EYDELSTEDT;56 ;6;8.525849;52.702806;9.3372;53.124339;91273.1;4674.3;71.80966047437968;2
1292;1292;3774;2020-02-13;401.75;62.83;Trinidadstraße 44;27356;Rotenburg (Wümme);SCHIFFSHÖREN ;27572;BREMERHAVEN;3 ;6;8.595662;53.492096;9.3372;53.124339;94712.2;3893.3;64.0271179598725;3
1331;1331;3780;2020-02-13;6335.0;153.76;Trinidadstraße 44;27356;Rotenburg (Wümme);KOPPELWEG ;49681;GARREL;10 ;6;8.03512;52.930792;9.3372;53.124339;112559.1;4598.4;89.69678023951909;3
1284;1284;3786;2020-02-13;914.562;84.67;Trinidadstraße 44;27356;Rotenburg (Wümme);HOLTHÖGE ;49632;ESSEN;10;6;7.917339;52.732237;9.3372;53.124339;122139.3;5073.3;104.68224297819614;3
1019;1019;3791;2020-02-13;1047.61;66.34;Trinidadstraße 44;27356;Rotenburg (Wümme);HEMELINGER HAFENDAMM ;28309;BREMEN;19A ;6;8.882977;53.051838;9.3372;53.124339;38837.4;1884.9;31.38697050598945;3
1222;1222;3793;2020-02-13;152.5;50.35;Trinidadstraße 44;27356;Rotenburg (Wümme);EDISONSTRASSE ;28357;BREMEN;21 ;6;8.891634;53.111667;9.3372;53.124339;43696.1;2182.8;29.7685363427645;3
1307;1307;3797;2020-02-13;410.0;73.15;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;26683;SATERLAND;5 ;6;7.690675;53.102345;9.3372;53.124339;129965.9;6154.2;109.91891519112322;3
1149;1149;3798;2020-02-13;2772.0;119.28;Trinidadstraße 44;27356;Rotenburg (Wümme);KRÄHENWEG ;26683;SATERLAND;18 ;6;7.691198;53.080462;9.3372;53.124339;141673.3;5966.3;109.99300036304045;3
1337;1337;3803;2020-02-13;7155.71;188.75;Trinidadstraße 44;27356;Rotenburg (Wümme);WANKELSTRASSE ;26802;MOORMERLAND;5 ;6;7.466793;53.312456;9.3372;53.124339;152880.4;5954.7;126.27219472318184;3
1269;1269;3805;2020-02-13;1561.23;103.68;Trinidadstraße 44;27356;Rotenburg (Wümme);TEUTONENSTRASSE ;26723;EMDEN;4 ;6;7.185647;53.367524;9.3372;53.124339;178697.5;7013.3;145.68355964536354;3
1274;1274;3806;2020-02-13;663.135;75.43;Trinidadstraße 44;27356;Rotenburg (Wümme);BRÄGELER RING ;49393;LOHNE;2;6;8.269872;52.680462;9.3372;53.124339;114158.0;4530.6;86.95039245085735;3
1281;1281;3810;2020-02-13;1572.0;95.93;Trinidadstraße 44;27356;Rotenburg (Wümme);ALTER FLUGPLATZ ;49377;VECHTA;2 ;6;8.263507;52.722638;9.3372;53.124339;109962.5;4364.4;84.70950325552153;3
1281;1281;3811;2020-02-13;60.319;46.96;Trinidadstraße 44;27356;Rotenburg (Wümme);ALTER FLUGPLATZ ;49377;VECHTA;2 ;6;8.263507;52.722638;9.3372;53.124339;109962.5;4364.4;84.70950325552153;3
1297;1297;3820;2020-02-13;2443.12;85.73;Trinidadstraße 44;27356;Rotenburg (Wümme);ARSTERDAMM ;28277;BREMEN;110 ;6;8.822854;53.044442;9.3372;53.124339;42971.0;2092.6;35.48226887442577;3
1226;1226;3824;2020-02-13;422.808;73.15;Trinidadstraße 44;27356;Rotenburg (Wümme);ZEISIGWEG ;49624;LÖNINGEN;2 ;6;7.792475;52.728865;9.3372;53.124339;130267.8;5466.1;112.49471057258445;3
1334;1334;3825;2020-02-13;7379.3;161.86;Trinidadstraße 44;27356;Rotenburg (Wümme);VISBEKER DAMM ;49429;VISBEK;1A ;6;8.301824;52.824642;9.3372;53.124339;87468.5;3870.5;76.91971192010008;3
1293;1293;3838;2020-02-13;780.0;61.5;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIEPARK BRUNDORF ;28790;SCHWANEWEDE;14 ;6;8.693508;53.232874;9.3372;53.124339;66839.3;3041.9;44.56191820138161;3
1106;1106;3851;2020-02-13;6701.48;163.17;Trinidadstraße 44;27356;Rotenburg (Wümme);HAUPTSTRASSE ;26689;APEN;101 ;6;7.786704;53.21815;9.3372;53.124339;127253.4;5580.7;103.86848268102955;3
1200;1200;3853;2020-02-13;1746.0;103.4;Trinidadstraße 44;27356;Rotenburg (Wümme);NORDLOHER DORFSTRASSE ;26689;APEN;8 ;6;7.789361;53.179567;9.3372;53.124339;130687.5;5785.2;103.39522980374788;3
1255;1255;3856;2020-02-13;1608.84;96.7;Trinidadstraße 44;27356;Rotenburg (Wümme);HINTERM RHADEN ;26188;EDEWECHT;6 ;6;8.033938;53.124816;9.3372;53.124339;101449.3;4571.5;86.95978877717648;3
1287;1287;3858;2020-02-13;138.0;66.53;Trinidadstraße 44;27356;Rotenburg (Wümme);LOGAER SIELTIEF ;26789;LEER;7 ;6;7.510257;53.239739;9.3372;53.124339;147882.2;5931.4;122.4118564251037;3
1329;1329;3860;2020-02-13;1055.21;87.67;Trinidadstraße 44;27356;Rotenburg (Wümme);RUDOLF DIESEL STRASSE ;26670;UPLENGEN;10 ;6;7.755837;53.265312;9.3372;53.124339;129192.9;5172.1;106.50249510475021;3
1304;1304;3875;2020-02-13;2912.53;90.25;Trinidadstraße 44;27356;Rotenburg (Wümme);BAHNHOFSTRASSE ;27321;THEDINGHAUSEN;56 ;6;9.018173;52.961928;9.3372;53.124339;45410.0;2368.4;27.946412663630568;3
1173;1173;3878;2020-02-13;681.0;51.35;Trinidadstraße 44;27356;Rotenburg (Wümme);BOSCHSTRASSE ;27367;SOTTRUM;10 ;6;9.211197;53.103328;9.3372;53.124339;13317.1;1064.4;8.728226331154465;3
1273;1273;3880;2020-02-13;354.0;46.21;Trinidadstraße 44;27356;Rotenburg (Wümme);GERHARD LIESEGANG STRASSE ;27404;ZEVEN;1 ;6;9.297964;53.27437;9.3372;53.124339;25604.2;1512.5;16.88618029764552;3
1191;1191;3893;2020-02-13;151.0;50.35;Trinidadstraße 44;27356;Rotenburg (Wümme);FREESENSTRASSE ;27327;MARTFELD;11 ;6;9.047465;52.882568;9.3372;53.124339;56584.0;3223.5;33.145057276188105;3
1326;1326;3897;2020-02-13;236.0;44.85;Trinidadstraße 44;27356;Rotenburg (Wümme);MOORSTRASSE ;27299;LANGWEDEL;21 ;6;9.185402;52.981885;9.3372;53.124339;46852.4;2136.1;18.810775482701473;3
1245;1245;3903;2020-02-13;15.022;16.98;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;27211;BASSUM;13 ;6;8.742445;52.858623;9.3372;53.124339;65748.7;3249.9;49.57468338389478;3
1042;1042;3909;2020-02-13;325.675;60.65;Trinidadstraße 44;27356;Rotenburg (Wümme);ELLY BEINHORN STRASSE ;27777;GANDERKESEE;6 ;6;8.522141;53.034216;9.3372;53.124339;66000.3;3043.9;55.35692139921839;3
1236;1236;3915;2020-02-13;439.882;62.83;Trinidadstraße 44;27356;Rotenburg (Wümme);FOCKESTRASSE ;27777;GANDERKESEE;67 ;6;8.59354;53.068444;9.3372;53.124339;64051.1;3074.1;50.040955497470684;3
1223;1223;3916;2020-02-13;456.6;70.3;Trinidadstraße 44;27356;Rotenburg (Wümme);DORFSTRASSE ;26219;BÖSEL;7;6;7.955595;52.974956;9.3372;53.124339;122114.0;5101.2;93.829499511425;3
1310;1310;3919;2020-02-13;4533.8;109.24;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;27809;LEMWERDER;9 ;6;8.614094;53.166113;9.3372;53.124339;63502.0;3297.4;48.44949072919388;3
