;ID_Empfänger;ID_Sendung;Beladedatum;Gewicht;Distanz;Wochentag;Delay;Frachtkosten
0;1016.0;[7121.0, 7132.0];2022-10-27;8214.810000000001;54.273;3;-1.0;313.3449411
1;1016.0;[6994.0];2022-10-24;5580.0;54.489;0;-2.0;220.30980000000002
2;1016.0;[6891.0];2022-10-20;5580.0;54.489;3;-1.0;220.30980000000002
3;1016.0;[6741.0, 6610.0];2022-10-17;20237.25;54.273;0;-1.0;737.8572975000001
4;1016.0;[6487.0];2022-10-13;24191.04;54.273;3;-0.5;877.4656224
5;1016.0;[6562.0];2022-10-13;2304.0;54.273;3;-0.5;104.63424
6;1016.0;[6227.0];2022-10-06;3738.86;54.489;3;-1.0;155.2991466
7;1016.0;[6113.0];2022-10-03;2999.66;54.273;0;-2.0;129.19799460000002
8;1016.0;[6029.0];2022-09-29;6631.5;54.489;3;-1.0;257.438265
9;1016.0;[5842.0, 5702.0];2022-09-26;1845.48;54.273;0;-1.0;88.4438988
10;1016.0;[5673.0];2022-09-22;20088.0;54.489;3;-1.0;732.58728
11;1016.0;[5544.0, 5406.0];2022-09-19;6349.8099999999995;54.273;0;-1.0;247.4917911
12;1016.0;[5360.0, 5334.0];2022-09-15;10424.0;54.273;3;-0.5;391.35144
13;1016.0;[5270.0, 5119.0];2022-09-12;12186.8;54.489;0;-1.0;453.595908
14;1016.0;[5084.0];2022-09-08;8744.0;54.273;3;-1.0;332.03064000000006
15;1016.0;[4972.0];2022-09-05;7269.38;54.273;0;-2.0;279.9618078
16;1016.0;[4780.0];2022-09-01;16096.0;54.273;3;-1.0;591.62976
17;1016.0;[4673.0, 4652.0, 4568.0];2022-08-29;21266.92;54.489;0;-1.0;774.2149451999999
18;1016.0;[4536.0];2022-08-25;5904.0;54.489;3;-1.0;231.75024000000002
19;1016.0;[4451.0, 4325.0];2022-08-22;9225.880000000001;54.489;0;-1.0;349.0458228000001
20;1016.0;[3842.0];2022-08-04;8662.0;54.489;3;-1.0;329.13522
21;1016.0;[3687.0];2022-08-01;3024.0;54.489;0;-2.0;130.05743999999999
22;1016.0;[3525.0];2022-07-28;6247.51;54.489;3;-1.0;243.8795781
23;1016.0;[3450.0, 3282.0];2022-07-25;18235.510000000002;54.273;0;-1.0;667.1758581
24;1016.0;[3115.0, 2946.0, 3017.0];2022-07-18;19208.0;54.489;0;-0.6666666666666666;701.51448
25;1016.0;[2820.0, 2652.0];2022-07-11;9229.82;54.273;0;-1.0;349.1849442
26;1016.0;[2634.0];2022-07-07;10158.8;54.489;3;-1.0;381.98722799999996
27;1016.0;[2453.0, 2329.0];2022-07-04;19960.0;54.489;0;-1.0;728.0676000000001
28;1016.0;[2175.0];2022-06-27;2304.0;54.273;0;0.0;104.63424
29;1016.0;[2074.0];2022-06-23;5724.0;54.489;3;-1.0;225.39444
30;1016.0;[1958.0, 1877.0];2022-06-20;16948.0;54.489;0;-1.5;621.71388
31;1016.0;[1770.0];2022-06-13;8660.67;54.489;0;-2.0;329.0882577
32;1016.0;[1596.0];2022-06-09;15514.89;54.489;3;-1.0;571.1107658999999
33;1016.0;[1464.0];2022-06-06;5760.0;54.489;0;-2.0;226.6656
34;1016.0;[1306.0];2022-06-02;7924.0;54.273;3;-1.0;303.07644000000005
35;1016.0;[1235.0, 1162.0];2022-05-30;14328.0;54.489;0;-1.5;529.20168
36;1016.0;[1001.0];2022-05-23;5580.0;54.489;0;-2.0;220.30980000000002
37;1016.0;[847.0];2022-05-19;8084.0;54.273;3;-1.0;308.72604
38;1016.0;[715.0];2022-05-16;8159.27;54.273;0;-2.0;311.3838237
39;1016.0;[553.0, 483.0];2022-05-12;5420.0;54.489;3;-0.5;214.6602
40;1016.0;[438.0, 415.0, 314.0];2022-05-09;20675.0;54.273;0;-1.0;753.31425
41;1016.0;[129.0, 15.0];2022-05-02;13808.0;54.489;0;-1.0;510.84048000000007
42;1062.0;[7013.0];2022-10-26;1235.83;119.421;2;0.0;66.9171573
43;1062.0;[6916.0];2022-10-21;616.89;119.421;4;-3.0;45.0623859
44;1062.0;[6692.0];2022-10-18;150.0;119.421;1;0.0;28.576500000000003
45;1062.0;[6600.0];2022-10-14;702.49;119.421;4;-3.0;48.0849219
46;1062.0;[6538.0];2022-10-12;212.99;119.421;2;-1.0;30.800676900000003
47;1062.0;[6355.0];2022-10-11;155.04;119.421;1;0.0;28.7544624
48;1062.0;[6307.0];2022-10-07;348.32;119.421;4;-3.0;35.5791792
49;1062.0;[6179.0, 6150.0];2022-10-05;1540.15;119.421;2;-0.5;77.66269650000001
50;1062.0;[6076.0];2022-10-04;554.0;119.421;1;0.0;42.84174
51;1062.0;[5980.0];2022-09-30;6.5;119.421;4;0.0;23.509515
52;1062.0;[5799.0];2022-09-27;519.74;119.421;1;0.0;41.632019400000004
53;1062.0;[5662.0];2022-09-23;44.39;119.421;4;0.0;24.8474109
54;1062.0;[5580.0];2022-09-21;140.0;119.421;2;0.0;28.2234
55;1062.0;[5466.0];2022-09-16;525.0;119.421;4;-3.0;41.817750000000004
56;1062.0;[5342.0, 5275.0];2022-09-14;1610.0;119.421;2;-0.5;80.12910000000001
57;1062.0;[5217.0];2022-09-13;660.0;119.421;1;0.0;46.5846
58;1062.0;[5177.0];2022-09-09;353.0;119.421;4;-3.0;35.74443
59;1062.0;[4999.0, 4945.0];2022-09-07;2305.74;119.421;2;-0.5;104.69567939999999
60;1062.0;[4890.0];2022-09-06;556.5;119.421;1;0.0;42.930015000000004
61;1062.0;[4735.0];2022-08-31;1632.0;119.421;2;-1.0;80.90592000000001
62;1062.0;[4562.0];2022-08-26;1390.04;119.421;4;0.0;72.36231240000001
63;1062.0;[4483.0];2022-08-24;44.0;119.421;2;-1.0;24.833640000000003
64;1062.0;[4390.0];2022-08-23;730.8;119.421;1;0.0;49.084548
