Kalenderwoche;Frachtkosten_MR;Frachtkosten_no_MR;MR_Ersparnis;MR_Ersparnis_Prozent;Auslastung;MR_Ersparnis_Prozent_%
18;23671.24893545001;23367.5784678;303.6704676500085;0.013;0.22194557291666667;1.3
19;23211.30631205;23507.3076909;-296.00137885000004;-0.0126;0.41555756944444444;-1.26
20;22830.302210449987;22799.09335349999;31.208856949997426;0.0014;0.5279491840277778;0.13999999999999999
21;13527.39293195;13161.109479;366.2834529499996;0.0278;0.1663240451388889;2.78
22;22216.798143649994;22658.02425389999;-441.22611024999424;-0.0195;0.33162039930555554;-1.95
23;21311.82606065;21384.978614400006;-73.15255375000561;-0.0034;0.27400989583333335;-0.33999999999999997
24;14177.977561250005;13620.990567000003;556.9869942500027;0.0409;0.20249270833333333;4.09
25;24964.338906649962;25596.65956109996;-632.320654449999;-0.0247;0.4497669270833333;-2.4699999999999998
26;16756.972388750004;16122.86034810001;634.112040649994;0.0393;0.22115831597222224;3.93
27;25086.290000150002;26056.712378999997;-970.4223788499949;-0.0372;0.5785313368055556;-3.7199999999999998
28;27343.06498355;27467.2459008;-124.18091724999977;-0.0045;0.29998883680555555;-0.44999999999999996
29;24085.94805155001;25068.4874079;-982.5393563499892;-0.0392;0.4983286284722222;-3.92
30;23250.540757250026;23300.825261700025;-50.284504449999076;-0.0022;0.1901209375;-0.22
31;24329.76019174998;24762.161979899993;-432.40178815001127;-0.0175;0.32973119791666666;-1.7500000000000002
32;25123.38952775001;24510.55764990001;612.8318778499997;0.025;0.2803325;2.5
33;14490.356312149997;13591.1150205;899.241291649998;0.0662;0.30183512152777775;6.619999999999999
34;23142.628734050006;23428.85606880001;-286.22733475000496;-0.0122;0.33255659722222225;-1.22
35;22132.379373950018;22750.839207000008;-618.4598330499903;-0.0272;0.4602339583333333;-2.7199999999999998
36;24405.891738049995;24504.810470999997;-98.91873295000187;-0.004;0.32467944444444446;-0.4
37;21924.826473049987;22700.965463699988;-776.1389906500008;-0.0342;0.4242696527777778;-3.42
38;24026.602430150007;25028.549343000006;-1001.9469128499986;-0.04;0.40382428819444444;-4.0
39;28160.765931950027;28225.83449730002;-65.06856534999315;-0.0023;0.3517928298611111;-0.22999999999999998
40;19490.64373685;19332.481069800004;158.16266704999725;0.0082;0.2829706076388889;0.8200000000000001
41;27010.461013550008;26413.621383599995;596.8396299500127;0.0226;0.2765271180555556;2.26
42;23482.739791549982;23606.559842699975;-123.82005114999265;-0.0052;0.2635906597222222;-0.52
43;17821.800148250004;18147.938848200007;-326.1386999500028;-0.018;0.41946916666666667;-1.7999999999999998
