;ID_Empf�nger;Shipment_ID;Loading_Date;Weight;Euc_Distance;Weekday;Delay;Freight_Cost
0;997;[27631];2020-12-10;394.0;78.56749418147875;3;-1.0;
1;997;[27491];2020-12-08;2715.49;78.56749418147875;1;-1.0;
2;997;[27041];2020-12-03;383.504;78.56749418147875;3;-1.0;
3;997;[26821];2020-12-01;1460.0;78.56749418147875;1;-1.0;
4;997;[26610, 26393, 26275];2020-11-26;11093.61;78.56749418147875;3;-1.6666666666666667;
5;997;[26160, 26027];2020-11-24;2764.23;78.56749418147875;1;-0.5;
6;997;[25878];2020-11-19;1804.0;78.56749418147875;3;-1.0;
7;997;[25662, 25542];2020-11-17;7696.44;78.56749418147875;1;-0.5;
8;997;[25263];2020-11-12;4222.21;78.56749418147875;3;-1.0;
9;997;[25025];2020-11-10;1502.43;78.56749418147875;1;-1.0;
10;997;[24696];2020-11-05;1538.63;78.56749418147875;3;-4.0;
11;997;[24406];2020-11-03;2595.72;78.56749418147875;1;-1.0;
12;997;[24150, 24081];2020-10-29;8303.25;78.56749418147875;3;-2.5;
13;997;[23832];2020-10-27;576.0;78.56749418147875;1;-1.0;
14;997;[23531];2020-10-22;1311.0;78.56749418147875;3;-4.0;
15;997;[23306];2020-10-20;1172.0;78.56749418147875;1;-1.0;
16;997;[22734];2020-10-13;224.0;78.56749418147875;1;-1.0;
17;997;[22573];2020-10-08;262.2;78.56749418147875;3;-4.0;
18;997;[22165];2020-10-06;4311.41;78.56749418147875;1;-1.0;
19;997;[21949, 21857];2020-10-01;11489.91;78.56749418147875;3;-2.0;
20;997;[21629];2020-09-29;6317.46;78.56749418147875;1;-1.0;
21;997;[21400];2020-09-24;7203.08;78.56749418147875;3;-4.0;
22;997;[21123];2020-09-22;691.2;78.56749418147875;1;-1.0;
23;997;[20852];2020-09-17;4268.95;78.56749418147875;3;-4.0;
24;997;[20564];2020-09-15;854.0;78.56749418147875;1;-1.0;
25;997;[20380];2020-09-10;4276.67;78.56749418147875;3;-4.0;
26;997;[20122];2020-09-08;4632.95;78.56749418147875;1;-1.0;
27;997;[19872];2020-09-03;1875.35;78.56749418147875;3;-4.0;
28;997;[19547];2020-09-01;4276.8;78.56749418147875;1;-1.0;
29;997;[19240];2020-08-27;3331.36;78.56749418147875;3;-4.0;
30;997;[19094];2020-08-25;2800.16;78.56749418147875;1;-1.0;
31;997;[18896];2020-08-20;3239.35;78.56749418147875;3;-4.0;
32;997;[18604];2020-08-18;3088.0;78.56749418147875;1;-1.0;
33;997;[18270];2020-08-13;5422.14;78.56749418147875;3;-4.0;
34;997;[18115];2020-08-11;740.0;78.56749418147875;1;-1.0;
35;997;[17142];2020-07-28;11.0;78.56749418147875;1;-1.0;
36;997;[16909, 16810];2020-07-23;4230.153;78.56749418147875;3;-2.5;
37;997;[16605];2020-07-21;4212.36;78.56749418147875;1;-1.0;
38;997;[16416];2020-07-16;2453.95;78.56749418147875;3;-4.0;
39;997;[16076];2020-07-14;3285.6;78.56749418147875;1;-1.0;
40;997;[15732];2020-07-09;32.375;78.56749418147875;3;-4.0;
41;997;[15443];2020-07-07;772.375;78.56749418147875;1;-1.0;
42;997;[15171];2020-07-02;6797.6;78.56749418147875;3;-4.0;
43;997;[14881];2020-06-30;301.593;78.56749418147875;1;-1.0;
44;997;[14717];2020-06-25;1332.0;78.56749418147875;3;-4.0;
45;997;[14347];2020-06-23;3335.49;78.56749418147875;1;-1.0;
46;997;[14096];2020-06-18;2464.61;78.56749418147875;3;-4.0;
47;997;[13796];2020-06-16;1449.03;78.56749418147875;1;-1.0;
48;997;[13585];2020-06-11;4838.19;78.56749418147875;3;-4.0;
49;997;[13324];2020-06-09;1007.0;78.56749418147875;1;-1.0;
50;997;[12910, 12770];2020-06-04;3951.56;78.56749418147875;3;-2.0;
51;997;[12631];2020-06-02;7220.2;78.56749418147875;1;-1.0;
52;997;[12337];2020-05-26;5525.83;78.56749418147875;1;-1.0;
53;997;[12033];2020-05-21;6416.65;78.56749418147875;3;-4.0;
54;997;[11086];2020-05-07;1741.36;78.56749418147875;3;-4.0;
55;997;[10848];2020-05-05;1070.0;78.56749418147875;1;-1.0;
56;997;[10626];2020-04-30;3644.24;78.56749418147875;3;-4.0;
57;997;[10348];2020-04-28;4276.8;78.56749418147875;1;-1.0;
58;997;[10162, 10040];2020-04-23;2779.0;78.56749418147875;3;-2.5;
59;997;[9812];2020-04-21;170.0;78.56749418147875;1;-1.0;
60;997;[9618, 9491];2020-04-16;10789.68;78.56749418147875;3;-2.5;
61;997;[9282];2020-04-14;2759.73;78.56749418147875;1;-1.0;
62;997;[8744];2020-04-02;5048.0;78.56749418147875;3;-4.0;
63;997;[8360];2020-03-31;2245.72;78.56749418147875;1;-1.0;
64;997;[8053, 7922];2020-03-26;2415.089;78.56749418147875;3;-2.5;
65;997;[7708];2020-03-24;4406.4;78.56749418147875;1;-1.0;
66;997;[7425, 7320];2020-03-19;4348.957;78.56749418147875;3;-2.5;
67;997;[7033];2020-03-17;5507.87;78.56749418147875;1;-1.0;
68;997;[6117, 6059];2020-03-05;8319.98;78.56749418147875;3;-2.5;
69;997;[5791];2020-03-03;532.0;78.56749418147875;1;-1.0;
70;997;[5288];2020-02-27;1024.61;78.56749418147875;3;-1.0;
71;997;[5022];2020-02-25;8.984;78.56749418147875;1;-1.0;
72;997;[4778, 4713];2020-02-20;6393.0;78.56749418147875;3;-2.5;
73;997;[4414];2020-02-18;3069.35;78.56749418147875;1;-1.0;
74;997;[3972];2020-02-13;3298.61;78.56749418147875;3;-1.0;
75;997;[3694];2020-02-11;2885.83;78.56749418147875;1;-1.0;
76;997;[3389];2020-02-06;1621.56;78.56749418147875;3;-4.0;
77;997;[2948];2020-02-04;7071.05;78.56749418147875;1;-1.0;
78;997;[2617];2020-01-30;4276.8;78.56749418147875;3;-1.0;
79;997;[2390];2020-01-28;7185.85;78.56749418147875;1;-1.0;
80;997;[1900];2020-01-23;93.6;78.56749418147875;3;-1.0;
81;997;[1702];2020-01-21;5089.16;78.56749418147875;1;-1.0;
82;997;[1429, 1247];2020-01-16;6677.7;78.56749418147875;3;-2.5;
83;997;[545];2020-01-09;5274.38;78.56749418147875;3;-1.0;
84;997;[356];2020-01-07;1048.15;78.56749418147875;1;-1.0;
85;997;[0];2020-01-02;13538.0;78.56749418147875;3;-4.0;
86;1291;[28193];2020-12-18;739.8;51.46036375696112;4;0.0;
87;1291;[28044, 28007];2020-12-16;5173.44;51.46036375696112;2;-0.5;
88;1291;[27680, 27675];2020-12-11;6315.9400000000005;51.46036375696112;4;-1.5;
89;1291;[27352, 27169];2020-12-04;2707.16;51.46036375696112;4;-3.5;
90;1291;[26988, 26778];2020-12-02;1593.6;51.46036375696112;2;-0.5;
91;1291;[26494, 26470];2020-11-27;954.67;51.46036375696112;4;-1.5;
92;1291;[26278, 26164];2020-11-25;2808.75;51.46036375696112;2;-0.5;
93;1291;[25952, 25855];2020-11-20;2942.7;51.46036375696112;4;-1.5;
94;1291;[25697];2020-11-18;1884.0;51.46036375696112;2;-1.0;
95;1291;[25110, 24958];2020-11-11;5194.0;51.46036375696112;2;-0.5;
96;1291;[24756];2020-11-06;677.782;51.46036375696112;4;-3.0;
97;1291;[24440];2020-11-04;1264.2;51.46036375696112;2;0.0;
98;1291;[23994];2020-10-28;186.875;51.46036375696112;2;-1.0;
99;1291;[23427, 23258];2020-10-21;4307.13;51.46036375696112;2;-0.5;
100;1291;[22560];2020-10-09;333.905;51.46036375696112;4;-3.0;
101;1291;[21619];2020-09-30;37.5;51.46036375696112;2;0.0;
102;1291;[21502];2020-09-25;865.0;51.46036375696112;4;-4.0;
103;1291;[20419];2020-09-11;4282.24;51.46036375696112;4;-3.0;
104;1291;[12764];2020-06-03;4249.0;51.46036375696112;2;-1.0;
105;1291;[12363];2020-05-27;216.0;51.46036375696112;2;-1.0;
106;1291;[12073];2020-05-22;110.0;51.46036375696112;4;-3.0;
107;1291;[11858, 11695];2020-05-15;10753.96;51.46036375696112;4;-3.5;
108;1291;[11154];2020-05-08;507.19;51.46036375696112;4;-3.0;
109;1291;[10797];2020-05-06;314.0;51.46036375696112;2;0.0;
110;1291;[10591];2020-05-01;341.001;51.46036375696112;4;-3.0;
111;1291;[10537, 10350];2020-04-29;2474.0;51.46036375696112;2;-0.5;
112;1291;[9899, 9767];2020-04-22;2759.5361109064643;51.46036375696112;2;-0.5;
113;1291;[9165];2020-04-10;138.062;51.46036375696112;4;-4.0;
114;1291;[8598];2020-04-03;2123.5;51.46036375696112;4;-3.0;
115;1291;[8448];2020-04-01;2502.0;51.46036375696112;2;-1.0;
116;1291;[8141];2020-03-27;1232.63;51.46036375696112;4;-3.0;
117;1291;[7807];2020-03-25;868.0;51.46036375696112;2;-1.0;
118;1291;[7395];2020-03-20;211.95;51.46036375696112;4;0.0;
119;1291;[7177, 7055];2020-03-18;5130.75;51.46036375696112;2;-0.5;
120;1291;[7008];2020-03-13;7330.34;51.46036375696112;4;-4.0;
121;1291;[6555];2020-03-11;3824.5;51.46036375696112;2;-1.0;
122;1291;[6071];2020-03-06;115.2;51.46036375696112;4;-3.0;
123;1291;[5808];2020-03-04;792.0;51.46036375696112;2;0.0;
124;1291;[5325];2020-02-28;1187.13;51.46036375696112;4;0.0;
125;1291;[5050];2020-02-26;3433.0;51.46036375696112;2;0.0;
126;1291;[4708];2020-02-21;128.0;51.46036375696112;4;0.0;
127;1291;[4464, 4443];2020-02-19;4117.38;51.46036375696112;2;-0.5;
128;1291;[4053];2020-02-14;2931.5;51.46036375696112;4;-3.0;
129;1291;[3726];2020-02-12;52.0;51.46036375696112;2;0.0;
130;1291;[3589, 3349];2020-02-07;2006.4;51.46036375696112;4;-3.5;
131;1291;[2819, 2800];2020-01-31;1639.5;51.46036375696112;4;-3.5;
132;1291;[2367, 2408];2020-01-29;1628.34;51.46036375696112;2;0.0;
133;1291;[2262, 2080, 1950];2020-01-24;5814.06;51.46036375696112;4;-2.3333333333333335;
134;1291;[1762, 1686];2020-01-22;7375.24;51.46036375696112;2;-0.5;
135;1291;[1449];2020-01-17;1216.8;51.46036375696112;4;-4.0;
136;1291;[1018, 965];2020-01-15;2131.5299999999997;51.46036375696112;2;-0.5;
137;1291;[839, 584, 559];2020-01-10;9119.23;51.46036375696112;4;-2.3333333333333335;
138;1291;[470, 339];2020-01-08;3761.26;51.46036375696112;2;-0.5;
