Beladedatum;Wochentag;Kalenderwoche;ID_Empfänger;Gewicht;Frachtkosten;ID_Sendung;MR_ID;Monat;Frachtkosten_AF
9.6.2022;3;23;[1056, 1062, 1179, 1065, 1204];13688.52;405.779097724;[1787, 1556, 1505, 1512, 1513, 1560, 1511, 1559, 1679];3-20495-2;6.0;692.8616412000001
2022-06-10 00:00:00;4;23;1084;3282.57;139.18754669999998;1578;4-8271-2;6.0;139.18754669999998
2022-06-10 00:00:00;4;23;1082;6070.39;237.62547090000004;1746;4-8271-2;6.0;237.62547090000004
10.6.2022;4;23;[1082];23123.84;230.57877038349997;[1733];4-8271-2;6.0;1216.595808
13.6.2022;0;24;[1213];434.08;39.476232026000005;[1716, 1639];0-33-0;6.0;61.8873648
13.6.2022;0;24;[1133, 1016];10601.99;123.77887369925;[1725, 1770];0-62-2;6.0;420.9162669
13.6.2022;0;24;[1034, 1031, 1089, 1035, 1176];9316.3;283.33719069425007;[1629, 1699, 1701, 1628, 1698, 1702];0-19025-2;6.0;468.63855299999994
13.6.2022;0;24;[1236, 1186, 1187, 1045, 1350];12069.32;347.41460798275;[1689, 1757, 1694, 1636, 1638, 1695];0-19113-2;6.0;565.8476892
13.6.2022;0;24;[1061, 1179, 1067, 1068];12945.800000000001;459.59220122199997;[1654, 1781, 1668, 1658, 1673, 1674];0-19388-2;6.0;596.796198
14.6.2022;1;24;[1062, 1372, 1123, 1065, 1063, 1204];13654.55;433.04253577200006;[1680, 1681, 1745, 1780, 1811, 1779, 1671, 1683, 1672];1-25062-2;6.0;691.6621604999999
15.6.2022;2;24;[1151, 1045];6042.0;158.84918135625003;[1744, 1866, 1758];2-4321-1;6.0;283.18302
15.6.2022;2;24;[];0.0;132.324647609;[];2-7057-1;6.0;0.0
15.6.2022;2;24;[1213, 1076, 1126];3342.08;231.599061001;[1760, 1761, 1849];2-13281-1;6.0;187.8488448
15.6.2022;2;24;[1255, 1035, 1070];7476.66;331.3769373145;[1772, 1776, 1896];2-20431-2;6.0;333.8408646
16.6.2022;3;24;[1115];7952.26;197.78718268925;[1800];3-59-2;6.0;304.0743006
16.6.2022;3;24;[1177];231.72;119.594487628;[1932];3-9225-0;6.0;31.4620332
16.6.2022;3;24;[1056];69.28;405.779097724;[1815];3-20495-2;6.0;25.7262768
17.6.2022;4;24;[1123, 1082];5875.4;230.57877038349997;[1791, 1946];4-8271-2;6.0;254.020374
20.6.2022;0;25;[1213];2900.58;39.476232026000005;[1851, 1864];0-33-0;6.0;148.97947979999998
2022-06-20 00:00:00;0;25;1133;2258.1;103.013511;2055;0-62-2;6.0;103.013511
2022-06-20 00:00:00;0;25;1016;2700.0;118.617;1877;0-62-2;6.0;118.617
20.6.2022;0;25;[1133, 1016];21888.43;123.77887369925;[1916, 1958];0-62-2;6.0;1041.0709743
20.6.2022;0;25;[1088, 1089, 1091, 1034, 1035, 1031];20562.44;283.33719069425007;[1825, 1821, 1884, 1931, 1885, 2017, 1886, 1860, 1824, 1881, 1820];0-19025-2;6.0;982.1397564
2022-06-20 00:00:00;0;25;1187;390.0;37.0509;1903;0-19113-2;6.0;37.0509
2022-06-20 00:00:00;0;25;1187;6809.5;263.723445;1839;0-19113-2;6.0;263.723445
20.6.2022;0;25;[1045, 1186, 1350, 1236];23862.61;347.41460798275;[1902, 2093, 1841, 1970, 1898, 1838];0-19113-2;6.0;1283.0431041
2022-06-20 00:00:00;0;25;1061;2419.48;108.71183880000001;1812;0-19388-2;6.0;108.71183880000001
2022-06-20 00:00:00;0;25;1179;7400.71;284.59907010000006;1875;0-19388-2;6.0;284.59907010000006
20.6.2022;0;25;[1179, 1053, 1068, 1313];23700.34;459.59220122199997;[1977, 1813, 1907, 1888, 1891, 1974];0-19388-2;6.0;1369.8499143000001
21.6.2022;1;25;[1372, 1123, 1204, 1063, 1065];11601.38;433.04253577200006;[1991, 1950, 1873, 1890, 1874];1-25062-2;6.0;526.0447278
2022-06-22 00:00:00;2;25;1187;1688.08;82.8861048;1968;2-4321-1;6.0;82.8861048
22.6.2022;2;25;[1045, 1187, 1151];11939.880000000001;158.84918135625003;[1981, 2022, 2244, 2021, 2044, 2094, 2092];2-4321-1;6.0;667.4432676
2022-06-22 00:00:00;2;25;1371;517.0;41.535270000000004;2053;2-7057-1;6.0;41.535270000000004
22.6.2022;2;25;[1371, 1067, 1068];11778.96;132.324647609;[2229, 2068, 1915, 2029];2-7057-1;6.0;550.5703476
22.6.2022;2;25;[1084, 1126, 1213];7975.610000000001;231.599061001;[1943, 2154, 2077, 2038];2-13281-1;6.0;374.73878909999996
22.6.2022;2;25;[1255, 1031, 1034, 1035, 1070];9205.04;331.3769373145;[2106, 2110, 2107, 2104, 1926, 2036, 2016, 2026, 1934, 2013, 2203];2-20431-2;6.0;581.1099623999999
23.6.2022;3;25;[1115, 1016];13614.8;197.78718268925;[2112, 2096, 2074, 2111];3-59-2;6.0;573.8585879999999
23.6.2022;3;25;[1177, 1236];3033.04;119.594487628;[2184, 2024];3-9225-0;6.0;153.6566424
23.6.2022;3;25;[1065, 1063, 1056, 1179, 1061, 1062, 1204];10545.17;405.779097724;[2001, 2144, 1997, 2000, 1996, 1993, 2143, 1992, 2098, 2002, 2099];3-20495-2;6.0;628.4299527000001
24.6.2022;4;25;[1084, 1123];1968.55;230.57877038349997;[2125, 2065, 2061, 2120];4-8271-2;6.0;162.6295005
27.6.2022;0;26;[1213];1801.8;39.476232026000005;[2147];0-33-0;6.0;86.901558
27.6.2022;0;26;[1016];2304.0;123.77887369925;[2175];0-62-2;6.0;104.63424
27.6.2022;0;26;[1035, 1089, 1031, 1176, 1091, 1088];20054.1;283.33719069425007;[2197, 2182, 2196, 2194, 2163, 2271, 2183, 2180, 2193];0-19025-2;6.0;917.630271
27.6.2022;0;26;[1045, 1350, 1236, 1102, 1187];13733.34;347.41460798275;[2209, 2129, 2307, 2221, 2304, 2208];0-19113-2;6.0;624.6042354
27.6.2022;0;26;[1179, 1067, 1053, 1062, 1068];8300.74;459.59220122199997;[2236, 2199, 2140, 2256, 2145, 2200, 2212];0-19388-2;6.0;456.05912939999996
28.6.2022;1;26;[1123, 1065, 1063, 1062, 1204];9086.41;433.04253577200006;[2290, 2189, 2237, 2238, 2188, 2187];1-25062-2;6.0;460.5211370999999
29.6.2022;2;26;[];0.0;158.84918135625003;[];2-4321-1;6.0;0.0
29.6.2022;2;26;[1371];792.0;132.324647609;[2263];2-7057-1;6.0;51.24552
29.6.2022;2;26;[1213, 1076];740.56;231.599061001;[2299, 2403];2-13281-1;6.0;72.7091736
29.6.2022;2;26;[1176, 1089, 1031, 1035, 1070];13760.83;331.3769373145;[2266, 2270, 2268, 2319, 2262, 2267];2-20431-2;6.0;625.5749073000001
30.6.2022;3;26;[];0.0;197.78718268925;[];3-59-2;6.0;0.0
30.6.2022;3;26;[1177, 1236];2202.06;119.594487628;[2470, 2311];3-9225-0;6.0;124.3147386
30.6.2022;3;26;[1056, 1062, 1204, 1061];4764.0599999999995;405.779097724;[2387, 2488, 2318, 2314, 2248, 2246];3-20495-2;6.0;307.8989586
1.7.2022;4;26;[1084, 1123, 1082];5383.7300000000005;230.57877038349997;[2343, 2341, 2342];4-8271-2;7.0;259.9395063
4.7.2022;0;27;[1213];785.0;39.476232026000005;[2409, 2408];0-33-0;7.0;74.27835
2022-07-04 00:00:00;0;27;1016;5760.0;226.6656;2453;0-62-2;7.0;226.6656
4.7.2022;0;27;[1133, 1016];22448.440000000002;123.77887369925;[2492, 2329];0-62-2;7.0;1065.8800164
4.7.2022;0;27;[1035, 1091, 1088, 1089, 1034];12462.54;283.33719069425007;[2353, 2380, 2495, 2384, 2350, 2386, 2540, 2322, 2374, 2385];0-19025-2;7.0;672.8522874
4.7.2022;0;27;[1187, 1186, 1045, 1102];13003.789999999999;347.41460798275;[2332, 2602, 2330, 2422, 2420, 2417];0-19113-2;7.0;598.8438249000001
4.7.2022;0;27;[1061, 1179, 1067, 1313, 1068];20783.73;459.59220122199997;[2486, 2357, 2356, 2390, 2393, 2487, 2458, 2395];0-19388-2;7.0;920.1135062999999
5.7.2022;1;27;[1372, 1063, 1115, 1062, 1123, 1204, 1065];20212.93;433.04253577200006;[2483, 2392, 2366, 2484, 2437, 2451, 2423, 2363, 2391, 2362];1-25062-2;7.0;946.5185583
6.7.2022;2;27;[1187, 1151, 1045];10995.56;158.84918135625003;[2561, 2559, 2560, 2757];2-4321-1;7.0;481.3732236000001
6.7.2022;2;27;[1067, 1068];6969.67;132.324647609;[2507, 2508];2-7057-1;7.0;292.6590477
2022-07-06 00:00:00;2;27;1084;1405.83;72.9198573;2445;2-13281-1;7.0;72.9198573
6.7.2022;2;27;[1041, 1076, 1126, 1213];11924.5;231.599061001;[2515, 2475, 2677, 2516, 2517, 2472, 2593, 2679];2-13281-1;7.0;680.2139523
6.7.2022;2;27;[1176, 1089, 1255, 1070, 1034, 1035];18105.54;331.3769373145;[2536, 2541, 2666, 2514, 2621, 2469, 2537];2-20431-2;7.0;802.2666174000001
7.7.2022;3;27;[1115, 1016];16679.64;197.78718268925;[2633, 2632, 2634];3-59-2;7.0;658.7980884
2022-07-07 00:00:00;3;27;1236;10982.8;411.082668;2555;3-9225-0;7.0;411.082668
7.7.2022;3;27;[1236];452.0;119.594487628;[2610];3-9225-0;7.0;450.322788
7.7.2022;3;27;[1056, 1065, 1179, 1062, 1061, 1063, 1204];11198.55;405.779097724;[2789, 2505, 2591, 2498, 2691, 2499, 2627, 2565, 2502, 2504];3-20495-2;7.0;628.2208005
8.7.2022;4;27;[1082, 1123];10382.3;230.57877038349997;[2660, 2644];4-8271-2;7.0;413.15901299999996
