Beladedatum;Wochentag;Kalenderwoche;ID_Empfänger;Gewicht;Frachtkosten;ID_Sendung;MR_ID;Monat;Frachtkosten_AF
2.5.2022;0;18;[1133, 1016];7256.63;185.6750809375;[169, 15];0-62-2;5.0;302.7916053
2.5.2022;0;18;[1088, 1035, 1089];2571.18;225.6002065625;[96, 98, 238, 34, 97, 157];0-3047-1;5.0;230.46836580000002
2.5.2022;0;18;[1067, 1068];4955.74;198.49550875;[67, 68];0-7057-1;5.0;221.5471794
2.5.2022;0;18;[1084, 1076];6733.08;263.37349500000005;[136, 90, 208, 149, 80];0-8029-0;5.0;354.1450548
2.5.2022;0;18;[1177];205.0;200.22755156250003;[269];0-10069-0;5.0;30.51855
3.5.2022;1;18;[1123];301.23;99.05944125;[143];1-23-0;5.0;33.9164313
3.5.2022;1;18;[1065];512.0;350.6050384375;[65];1-432-1;5.0;41.35872
3.5.2022;1;18;[1091, 1031];4333.47;176.428896875;[100, 95, 222, 153, 241];1-1848-1;5.0;269.4148257
3.5.2022;1;18;[1070];55.33;270.8683140625;[70];1-2364-0;5.0;25.2337023
3.5.2022;1;18;[1062, 1115];3828.0;307.91366375;[171, 132, 172];1-6153-0;5.0;205.00668000000002
3.5.2022;1;18;[1063, 1061, 1056];7213.299999999999;371.84185500000007;[123, 173, 271, 192, 187];1-10252-0;5.0;371.101623
4.5.2022;2;18;[1067, 1068];7475.6;170.38911312499997;[199, 200];2-440-1;5.0;310.523436
4.5.2022;2;18;[1102];11943.01;256.90922468750006;[228, 397, 293];2-659-1;5.0;491.5476831
4.5.2022;2;18;[1016];7904.0;414.3633003125;[129];2-945-2;5.0;302.37023999999997
4.5.2022;2;18;[1041, 1126];5186.58;169.4687225;[151, 356, 260, 150];2-3759-0;5.0;276.2581398
4.5.2022;2;18;[1151, 1045];4712.99;238.28407968750003;[206, 403, 224];2-4321-1;5.0;236.2556769
