Beladedatum;Wochentag;Kalenderwoche;ID_Empfänger;Gewicht;Frachtkosten;ID_Sendung;MR_ID;Monat;Frachtkosten_AF
9.5.2022;0;19;[1016];20675.0;103.16606321174999;[314, 415, 438];0-0-2;5.0;799.87425
2022-05-09 00:00:00;0;19;1236;11298.11;422.2162641;411;0-5-0;5.0;422.2162641
9.5.2022;0;19;[];0.0;73.30578670800001;[];0-5-0;5.0;422.2162641
9.5.2022;0;19;[1062, 1068, 1204];3926.65;396.76249999925005;[365, 375, 326];0-44-2;5.0;208.4900115
11.5.2022;2;19;[];0.0;73.30578670800001;[];2-5-0;5.0;0.0
11.5.2022;2;19;[1062, 1204, 1068, 1065];14035.61;396.76249999925005;[462, 485, 519, 484];2-44-2;5.0;588.7173891
12.5.2022;3;19;[1062, 1016];5694.0;225.64963159200002;[563, 477, 483, 553];3-6-2;5.0;294.17514
16.5.2022;0;20;[1016];8159.27;103.16606321174999;[715];0-0-2;5.0;311.3838237
2022-05-16 00:00:00;0;20;1236;11632.0;434.00592;639;0-5-0;5.0;434.00592
16.5.2022;0;20;[];0.0;73.30578670800001;[];0-5-0;5.0;434.00592
16.5.2022;0;20;[1065, 1062, 1204, 1068];10605.39;396.76249999925005;[689, 621, 690, 671];0-44-2;5.0;467.5963209
18.5.2022;2;20;[];0.0;73.30578670800001;[];2-5-0;5.0;0.0
18.5.2022;2;20;[1065, 1062, 1204, 1068];8986.130000000001;396.76249999925005;[777, 760, 778, 814];2-44-2;5.0;410.4202503
19.5.2022;3;20;[1062, 1016];8632.29;225.64963159200002;[873, 794, 847];3-6-2;5.0;374.64615990000004
23.5.2022;0;21;[1016];5580.0;103.16606321174999;[1001];0-0-2;5.0;220.3098
23.5.2022;0;21;[];0.0;73.30578670800001;[];0-5-0;5.0;0.0
23.5.2022;0;21;[1065, 1062, 1204, 1068];20460.219999999998;396.76249999925005;[963, 968, 932, 883, 884, 947];0-44-2;5.0;862.1303682
25.5.2022;2;21;[1236];2485.5;73.30578670800001;[1003];2-5-0;5.0;111.04300500000001
25.5.2022;2;21;[1062];345.76;396.76249999925005;[1040];2-44-2;5.0;35.4887856
26.5.2022;3;21;[];0.0;225.64963159200002;[];3-6-2;5.0;0.0
30.5.2022;0;22;[1016];14328.0;103.16606321174999;[1162, 1235];0-0-2;5.0;552.48168
30.5.2022;0;22;[1236];3228.0;73.30578670800001;[1167];0-5-0;5.0;137.26068
30.5.2022;0;22;[1062, 1204, 1068];10186.33;396.76249999925005;[1110, 1113, 1141, 1129];0-44-2;5.0;452.79931230000005
1.6.2022;2;22;[1236];893.0;73.30578670800001;[1319, 1260];2-5-0;6.0;78.09183
1.6.2022;2;22;[1065, 1068, 1204];8810.92;396.76249999925005;[1303, 1301, 1279, 1302];2-44-2;6.0;404.2335852
2.6.2022;3;22;[1062, 1016];9019.95;225.64963159200002;[1291, 1292, 1339, 1306];3-6-2;6.0;411.6144345
6.6.2022;0;23;[1016];5760.0;103.16606321174999;[1464];0-0-2;6.0;226.6656
6.6.2022;0;23;[];0.0;73.30578670800001;[];0-5-0;6.0;0.0
6.6.2022;0;23;[1062, 1065, 1068];6047.78;396.76249999925005;[1398, 1360, 1393];0-44-2;6.0;283.38711179999996
8.6.2022;2;23;[1236];4145.09;73.30578670800001;[1467, 1607, 1542];2-5-0;6.0;216.20312790000003
8.6.2022;2;23;[1062, 1065, 1068, 1204];6027.58;396.76249999925005;[1426, 1512, 1499, 1513, 1511];2-44-2;6.0;329.23384980000003
9.6.2022;3;23;[1062, 1016];16039.599999999999;225.64963159200002;[1556, 1596];3-6-2;6.0;612.9182760000001
13.6.2022;0;24;[1016];8660.67;103.16606321174999;[1770];0-0-2;6.0;329.0882577
13.6.2022;0;24;[1236];114.0;73.30578670800001;[1689];0-5-0;6.0;27.30534
13.6.2022;0;24;[1062, 1065, 1204, 1068];15157.68;396.76249999925005;[1680, 1671, 1672, 1674];0-44-2;6.0;628.3376808
15.6.2022;2;24;[];0.0;73.30578670800001;[];2-5-0;6.0;0.0
15.6.2022;2;24;[1062];856.9;396.76249999925005;[1780];2-44-2;6.0;53.537139
16.6.2022;3;24;[];0.0;225.64963159200002;[];3-6-2;6.0;0.0
20.6.2022;0;25;[1016];16948.0;103.16606321174999;[1877, 1958];0-0-2;6.0;644.99388
20.6.2022;0;25;[1236];5063.78;73.30578670800001;[1898];0-5-0;6.0;202.08207180000002
20.6.2022;0;25;[1204, 1068, 1065];14044.779999999999;396.76249999925005;[1873, 1891, 1874];0-44-2;6.0;565.7611818
22.6.2022;2;25;[1236];2708.0;73.30578670800001;[2024];2-5-0;6.0;118.89948000000001
22.6.2022;2;25;[1065, 1204, 1068];6509.96;396.76249999925005;[2001, 2000, 2002, 2029];2-44-2;6.0;322.9866876
23.6.2022;3;25;[1062, 1016];8581.5;225.64963159200002;[1992, 2098, 2074];3-6-2;6.0;372.852765
27.6.2022;0;26;[1016];2304.0;103.16606321174999;[2175];0-0-2;6.0;104.63424
