;ID_Empfänger;Frequenz;Nachfrage;Pattern;Pattern_clear
0;1016;2;6976;0;[1, 0, 1, 0, 0]
1;1031;2;1537;2;[0, 0, 1, 0, 1]
2;1034;2;1821;1;[0, 1, 0, 1, 0]
3;1035;2;2304;4;[0, 1, 0, 0, 1]
4;1045;2;2394;1;[0, 1, 0, 1, 0]
5;1062;3;790;0;[0, 1, 0, 1, 1]
6;1063;2;748;4;[0, 1, 0, 0, 1]
7;1091;2;1060;4;[0, 1, 0, 0, 1]
8;1115;3;1945;0;[0, 1, 0, 1, 1]
9;1176;2;1907;3;[1, 0, 0, 1, 0]
10;1187;2;1909;3;[1, 0, 0, 1, 0]
11;1236;2;2512;2;[0, 0, 1, 0, 1]
