Instanzname;no_MR_Wochen;BaB;AF_Nodes;Anzahl_AF_Nodes;MR_Nodes;Anzahl_MR_Nodes;Anzahl_MR_Tours;MR_Kosten_Woche;MR_Nodes_Kosten_vorher;MR_Nodes_Kosten_nacher;Alle_Nodes_voher;Alle_Nodes_nachher;Einsparung_alle;Einsparung_MR_Nodes
0.5-100-100-SZ15Multi1Veh_cap13-600-1800;[];True;[];0;[1001, 1015, 1016, 1020, 1030, 1031, 1034, 1035, 1041, 1045, 1050, 1053, 1056, 1061, 1062, 1063, 1064, 1065, 1067, 1068, 1070, 1074, 1076, 1082, 1084, 1088, 1089, 1091, 1102, 1115, 1123, 1126, 1133, 1151, 1164, 1165, 1174, 1176, 1177, 1179, 1186, 1187, 1190, 1193, 1204, 1210, 1213, 1231, 1236, 1255, 1273, 1313, 1315, 1350, 1371, 1372, 1497];57;19;4134.348311863;195646.6246065;123129.84354543802;581116.1641305;508673.64082263794;0.1246610020154143;0.3706518382666375
