Instanzname;no_MR_Wochen;BaB;AF_Nodes;Anzahl_AF_Nodes;MR_Nodes;Anzahl_MR_Nodes;Anzahl_MR_Tours;MR_Kosten_Woche;MR_Nodes_Kosten_vorher;MR_Nodes_Kosten_nacher;Alle_Nodes_voher;Alle_Nodes_nachher;Einsparung_alle;Einsparung_MR_Nodes
1-1.33-1.33-SZ15Multi1Veh_cap13-600-1800;[];True;[];0;[1016, 1031, 1034, 1035, 1041, 1045, 1053, 1056, 1061, 1062, 1063, 1065, 1067, 1068, 1070, 1076, 1082, 1084, 1088, 1089, 1091, 1102, 1115, 1123, 1126, 1133, 1151, 1176, 1177, 1179, 1186, 1187, 1204, 1213, 1236, 1255, 1313, 1350, 1371, 1372];40;14;3494.53100710175;167348.2110207;98838.05176254551;581116.1641305;512606.0048723455;0.11789408639262944;0.40938686371544286
