Instanzname;no_MR_Wochen;BaB;AF_Nodes;Anzahl_AF_Nodes;MR_Nodes;Anzahl_MR_Nodes;Anzahl_MR_Tours;MR_Kosten_Woche;MR_Nodes_Kosten_vorher;MR_Nodes_Kosten_nacher;Alle_Nodes_voher;Alle_Nodes_nachher;Einsparung_alle;Einsparung_MR_Nodes
0.5-100-100-SZ15Multi1.2Veh_cap13-600-1800;[];True;[];0;[1001, 1015, 1016, 1020, 1030, 1031, 1034, 1035, 1041, 1045, 1050, 1053, 1056, 1061, 1062, 1063, 1064, 1065, 1067, 1068, 1070, 1074, 1076, 1082, 1084, 1088, 1089, 1091, 1102, 1115, 1123, 1126, 1133, 1151, 1164, 1165, 1174, 1176, 1177, 1179, 1186, 1187, 1190, 1193, 1204, 1210, 1213, 1231, 1236, 1255, 1273, 1313, 1315, 1350, 1371, 1372, 1497];57;27;5566.7532304999995;195646.6246065;165134.3469994;581116.1641305;550678.1442766;0.052378546205891885;0.15595606450389166
