,Euc_Distance
415,35.53954965594383
416,42.18739567818737
417,43.847164587162816
418,36.18180351765365
419,39.6610076095445
420,35.61701600541554
421,33.41424681978819
422,39.810374732595214
423,36.123380687705115
424,40.62643970784477
425,33.518663826504266
426,37.6473598738468
427,35.48226887442577
428,21.796893879947948
429,38.66457178966993
430,25.882583440405053
431,5.459996080749199
432,3.3192439202637636
433,5.8308497176210645
434,31.72583976688465
435,30.30577535221612
436,29.14260400109516
437,30.524211132344842
438,29.14260400109516
439,28.78362613208983
440,26.818650075900237
441,103.86848268102955
442,103.86848268102955
443,103.39522980374788
444,101.65627700729945
445,9.10598232400497
446,45.49614288206953
447,16.88607044715543
448,14.807927704173474
449,21.331168122114907
450,17.126775864985504
451,21.44345358689099
452,126.27219472318184
453,122.63931224344685
454,122.4118564251037
455,106.50249510475021
456,145.68355964536354
457,146.5104829547566
458,130.14848122123652
459,42.67434101122749
460,42.327549766538915
461,42.67434101122749
462,118.09434548572958
463,127.46044532325548
464,129.66342281065963
465,124.85677376987859
466,130.0904727132258
467,130.90626466390225
468,54.381401842169076
469,40.832764371325084
470,51.46036375696112
471,44.56191820138161
472,38.05370664902886
473,22.51801002471953
474,19.414759132492883
475,27.872518111966798
476,27.946412663630568
477,55.35692139921839
478,67.43651063059856
479,54.61890769961574
480,50.81097153425046
481,50.00541657757668
482,70.1590463490602
483,48.217101831834775
484,48.64258813636958
485,53.247766399047556
486,48.44949072919388
487,71.00062581307161
488,48.192820680706184
489,70.97943801486538
490,109.91891519112322
491,107.00709761883138
492,109.99300036304045
493,109.99300036304045
494,108.66277184081024
495,72.33890920065701
496,72.33890920065701
497,72.33890920065701
498,59.3926590448967
499,75.24579847826908
500,65.97513675503589
501,60.26644251897881
502,8.728226331154465
503,8.728226331154465
504,11.256731115713466
505,60.51089525369755
506,214.6700420603379
507,36.906015040533816
508,41.52992480316283
509,42.88832569966228
510,38.2568610041827
511,41.46229730013664
512,67.43651063059856
513,76.91971192010008
514,66.68935416187139
515,115.54547313165486
516,33.662177114894725
517,19.414759132492883
518,22.63908408088191
519,27.946412663630568
520,36.19275426488829
521,22.24050634550051
522,22.86167615731109
523,29.34532077996538
524,109.99300036304045
525,101.65627700729945
526,106.50249510475021
527,109.99300036304045
528,42.327549766538915
529,95.57916927640747
530,33.73375042191058
531,37.6473598738468
532,33.518663826504266
533,31.38697050598945
534,31.927863990196222
535,30.524211132344842
536,29.7685363427645
537,72.33890920065701
538,98.30662239517898
539,89.69678023951909
540,111.85951393294567
541,109.22566965008349
542,85.9316340257834
543,79.29506462065754
544,73.75096420853768
545,78.56749418147875
546,103.86848268102955
547,103.86848268102955
548,103.39522980374788
549,94.19669074134353
550,86.95978877717648
551,35.82069926767058
552,34.0389990977101
553,43.719035638516814
