ID_Empfänger;ID_Sendung;Beladedatum;Gewicht;Frachtkosten;Straße_Absender;PLZ_Absender;Stadt_Absender;Straße_Empfänger;PLZ_Empfänger;Stadt_Empfänger;Haus_Empfänger;Kalenderwoche
1299;6176;2020-03-09;233.5;51.86;Trinidadstraße 44;27356;Rotenburg (Wümme);CARL ZEISS STRASSE ;28816;STUHR;21 ;10
334;6177;2020-03-09;57.6;46.96;Trinidadstraße 44;27356;Rotenburg (Wümme);RAFFINERIESTRASSE ;26388;WILHELMSHAVEN;1 ;10
954;6178;2020-03-09;3629.7;127.03;Trinidadstraße 44;27356;Rotenburg (Wümme);LANGEOOGSTRASSE ;26384;WILHELMSHAVEN;13 ;10
646;6179;2020-03-09;8.127;19.41;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;26389;WILHELMSHAVEN;;10
1153;6180;2020-03-09;180.906;63.95;Trinidadstraße 44;27356;Rotenburg (Wümme);LOGGERSTRASSE ;26386;WILHELMSHAVEN;17 ;10
206;6181;2020-03-09;191.0;63.95;Trinidadstraße 44;27356;Rotenburg (Wümme);HANNOVERSCHE STRASSE ;26384;WILHELMSHAVEN;11 ;10
890;6182;2020-03-09;19.225;19.41;Trinidadstraße 44;27356;Rotenburg (Wümme);ZUM KRAFTWERK ;26386;WILHELMSHAVEN;20 ;10
106;6183;2020-03-09;91.5;49.1;Trinidadstraße 44;27356;Rotenburg (Wümme);FLAGBALGER STRASSE ;26954;NORDENHAM;5 ;10
1174;6184;2020-03-09;705.479;69.81;Trinidadstraße 44;27356;Rotenburg (Wümme);DEICHSTRASSE ;27804;BERNE;213 ;10
1083;6185;2020-03-09;1393.54;81.55;Trinidadstraße 44;27356;Rotenburg (Wümme);HELGOLÄNDER DAMM ;26954;NORDENHAM;75 ;10
673;6186;2020-03-09;1319.5361109064645;73.3088184981154;Trinidadstraße 44;27356;Rotenburg (Wümme);SCHAART ;27804;BERNE;3 ;10
1310;6187;2020-03-09;148.0;57.15;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;27809;LEMWERDER;9 ;10
1313;6188;2020-03-09;110.133;50.35;Trinidadstraße 44;27356;Rotenburg (Wümme);FLUGHAFENSTRASSE ;27809;LEMWERDER;4A ;10
1175;6189;2020-03-09;313.223;53.43;Trinidadstraße 44;27356;Rotenburg (Wümme);HANSERING ;27809;LEMWERDER;20 ;10
1197;6190;2020-03-09;75.486;49.1;Trinidadstraße 44;27356;Rotenburg (Wümme);SIELTIEF ;26954;NORDENHAM;5A ;10
1316;6191;2020-03-09;5022.0;114.99;Trinidadstraße 44;27356;Rotenburg (Wümme);BERNAUER STRASSE ;28219;BREMEN;19 ;10
1317;6192;2020-03-09;3036.0;95.0;Trinidadstraße 44;27356;Rotenburg (Wümme);REIHERSTRASSE ;28239;BREMEN;86 ;10
922;6193;2020-03-09;2103.86;108.91;Trinidadstraße 44;27356;Rotenburg (Wümme);GARRELER STRASSE ;26197;GROSSENKNETEN;20 ;10
1127;6194;2020-03-09;368.317;67.88;Trinidadstraße 44;27356;Rotenburg (Wümme);BEVERBRUCHER DAMM ;49681;BEVERBRUCH;75 ;10
977;6195;2020-03-09;1558.87;95.93;Trinidadstraße 44;27356;Rotenburg (Wümme);ZUM KUHBERG ;26197;GROSSENKNETEN;6;10
942;6196;2020-03-09;2320.76;113.32;Trinidadstraße 44;27356;Rotenburg (Wümme);ALTENEND ;26169;FRIESOYTHE;66 ;10
1223;6197;2020-03-09;1820.0;102.13;Trinidadstraße 44;27356;Rotenburg (Wümme);DORFSTRASSE ;26219;BÖSEL;7;10
1015;6198;2020-03-09;885.2;84.19;Trinidadstraße 44;27356;Rotenburg (Wümme);ZUR FLEISCHMEHLFABRIK ;26169;FRIESOYTHE;1 ;10
1036;6199;2020-03-09;3165.64;125.56;Trinidadstraße 44;27356;Rotenburg (Wümme);GEWERBESTRASSE ;26845;NORTMOOR;13 ;10
1337;6200;2020-03-09;12246.0;259.05;Trinidadstraße 44;27356;Rotenburg (Wümme);WANKELSTRASSE ;26802;MOORMERLAND;5 ;10
1269;6201;2020-03-09;938.0;87.96;Trinidadstraße 44;27356;Rotenburg (Wümme);TEUTONENSTRASSE ;26723;EMDEN;4 ;10
1206;6202;2020-03-09;353.6;73.36;Trinidadstraße 44;27356;Rotenburg (Wümme);NIEDERSACHSENSTRASSE ;26723;EMDEN;1 ;10
1268;6203;2020-03-09;425.0;75.98;Trinidadstraße 44;27356;Rotenburg (Wümme);WESTFALENSTRASSE ;26723;EMDEN;2 ;10
1184;6204;2020-03-09;2208.52;85.73;Trinidadstraße 44;27356;Rotenburg (Wümme);AUF DEN SANDBREITEN ;28719;BREMEN;2 ;10
1234;6205;2020-03-09;3049.17;95.0;Trinidadstraße 44;27356;Rotenburg (Wümme);GETREIDESTRASSE ;28217;BREMEN;9 ;10
1292;6206;2020-03-09;1009.13;75.3;Trinidadstraße 44;27356;Rotenburg (Wümme);SCHIFFSHÖREN ;27572;BREMERHAVEN;3 ;10
882;6207;2020-03-09;1374.27;81.55;Trinidadstraße 44;27356;Rotenburg (Wümme);LUNEDEICH ;27572;BREMERHAVEN;156 ;10
1339;6208;2020-03-09;4125.0;119.49;Trinidadstraße 44;27356;Rotenburg (Wümme);DIESELSTRASSE ;27574;BREMERHAVEN;8 ;10
805;6209;2020-03-09;267.5;65.88;Trinidadstraße 44;27356;Rotenburg (Wümme);SPECKENFELD ;27639;WURSTER NORDSEEKÜSTE;7 ;10
1272;6210;2020-03-09;3992.0;100.0;Trinidadstraße 44;27356;Rotenburg (Wümme);BINNENFELD ;27711;OSTERHOLZ-SCHARMBECK;9 ;10
1239;6211;2020-03-09;2966.33;114.65;Trinidadstraße 44;27356;Rotenburg (Wümme);ALTE INDUSTRIESTRASSE ;27472;CUXHAVEN;8 ;10
882;6212;2020-03-09;5206.0;130.53;Trinidadstraße 44;27356;Rotenburg (Wümme);LUNEDEICH ;27572;BREMERHAVEN;156 ;10
882;6213;2020-03-09;281.733;58.88;Trinidadstraße 44;27356;Rotenburg (Wümme);LUNEDEICH ;27572;BREMERHAVEN;156 ;10
1328;6214;2020-03-09;7301.46;175.31;Trinidadstraße 44;27356;Rotenburg (Wümme);ILEXSTRASSE ;26639;WIESMOOR;26 ;10
1161;6215;2020-03-09;115.2;66.53;Trinidadstraße 44;27356;Rotenburg (Wümme);HOPELSER WEG ;26639;WIESMOOR;10 ;10
950;6216;2020-03-09;544.974;75.76;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;26446;FRIEDEBURG;24;10
951;6217;2020-03-09;2937.0;119.28;Trinidadstraße 44;27356;Rotenburg (Wümme);GEWERBEPARK ;26446;FRIEDEBURG;26;10
1263;6218;2020-03-09;2339.0;108.91;Trinidadstraße 44;27356;Rotenburg (Wümme);HEUWEG ;26389;WILHELMSHAVEN;19 ;10
1256;6219;2020-03-09;7324.23;144.63;Trinidadstraße 44;27356;Rotenburg (Wümme);WILHELM MAYBACH STRASSE ;27793;WILDESHAUSEN;7 ;10
369;6220;2020-03-09;43.2;38.45;Trinidadstraße 44;27356;Rotenburg (Wümme);STOCKENKAMP ;27793;WILDESHAUSEN;2A ;10
1177;6221;2020-03-09;229.382;58.88;Trinidadstraße 44;27356;Rotenburg (Wümme);BARGLOYER WEG ;27793;WILDESHAUSEN;14 ;10
1316;6222;2020-03-10;1728.02;78.24;Trinidadstraße 44;27356;Rotenburg (Wümme);BERNAUER STRASSE ;28219;BREMEN;19 ;10
1385;6223;2020-03-10;17019.0;160.43;Trinidadstraße 44;27356;Rotenburg (Wümme);PILLAUER STRASSE ;28217;BREMEN;14 ;10
1155;6224;2020-03-10;219.0;44.85;Trinidadstraße 44;27356;Rotenburg (Wümme);HAINKÄMPE ;28832;ACHIM;12 ;10
1018;6225;2020-03-10;4631.93;109.24;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;28816;STUHR;26 ;10
1273;6226;2020-03-10;1967.95;71.44;Trinidadstraße 44;27356;Rotenburg (Wümme);GERHARD LIESEGANG STRASSE ;27404;ZEVEN;1 ;10
107;6227;2020-03-10;807.07;55.08;Trinidadstraße 44;27356;Rotenburg (Wümme);TANNENKAMP ;27404;ZEVEN;6 ;10
1088;6228;2020-03-10;77.5;43.26;Trinidadstraße 44;27356;Rotenburg (Wümme);IN DEN ELLERN ;28832;ACHIM;1B ;10
1105;6229;2020-03-10;304.0;53.43;Trinidadstraße 44;27356;Rotenburg (Wümme);MARIE CURIE STRASSE ;28816;STUHR;17 ;10
1113;6230;2020-03-10;1023.0;87.67;Trinidadstraße 44;27356;Rotenburg (Wümme);HAUPTSTRASSE ;26683;SATERLAND;200 ;10
1307;6231;2020-03-10;4515.11;144.38;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;26683;SATERLAND;5 ;10
1149;6232;2020-03-10;5759.0;151.97;Trinidadstraße 44;27356;Rotenburg (Wümme);KRÄHENWEG ;26683;SATERLAND;18 ;10
1308;6233;2020-03-10;3600.44;132.16;Trinidadstraße 44;27356;Rotenburg (Wümme);KRÄHENWEG ;26683;SATERLAND;19 ;10
1017;6234;2020-03-10;2004.0;113.32;Trinidadstraße 44;27356;Rotenburg (Wümme);SCHAFTRIFT ;26817;RHAUDERFEHN;19 ;10
783;6235;2020-03-10;23.0;73.3088184981154;Trinidadstraße 44;27356;Rotenburg (Wümme);OSTERMOORSTRASSE ;26683;SATERLAND;77 ;10
1006;6236;2020-03-10;235.0;65.88;Trinidadstraße 44;27356;Rotenburg (Wümme);BRÄGELER RING ;49393;LOHNE;40 ;10
1274;6237;2020-03-10;183.732;63.95;Trinidadstraße 44;27356;Rotenburg (Wümme);BRÄGELER RING ;49393;LOHNE;2;10
1256;6238;2020-03-10;1863.48;91.26;Trinidadstraße 44;27356;Rotenburg (Wümme);WILHELM MAYBACH STRASSE ;27793;WILDESHAUSEN;7 ;10
1275;6239;2020-03-10;714.671;78.12;Trinidadstraße 44;27356;Rotenburg (Wümme);PORTLANDSTRASSE ;49439;STEINFELD (OLDENBURG);18 ;10
998;6240;2020-03-10;181.0;57.15;Trinidadstraße 44;27356;Rotenburg (Wümme);HAGOLASTRASSE ;49424;GOLDENSTEDT;2 ;10
1278;6241;2020-03-10;54.5;46.96;Trinidadstraße 44;27356;Rotenburg (Wümme);BRÄGELER RING ;49393;LOHNE;9 ;10
749;6242;2020-03-10;119.2;63.95;Trinidadstraße 44;27356;Rotenburg (Wümme);BRÄGELER STRASSE ;49393;LOHNE;70 ;10
957;6243;2020-03-10;15532.0;138.74;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;28876;OYTEN;43;10
993;6244;2020-03-10;165.0;50.35;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;27333;SCHWERINGEN;1A ;10
1046;6245;2020-03-10;236.0;51.86;Trinidadstraße 44;27356;Rotenburg (Wümme);HESPENWEG ;27313;DÖRVERDEN;20 ;10
904;6246;2020-03-10;473.0;55.34;Trinidadstraße 44;27356;Rotenburg (Wümme);HINGSTER STRASSE ;27318;HOYA;5 ;10
1305;6247;2020-03-10;316.173;53.43;Trinidadstraße 44;27356;Rotenburg (Wümme);SYKER STRASSE ;27321;THEDINGHAUSEN;205;10
1325;6248;2020-03-10;547.717;49.58;Trinidadstraße 44;27356;Rotenburg (Wümme);WESERSTRASSE ;27283;VERDEN;32 ;10
1089;6249;2020-03-10;137.337;50.35;Trinidadstraße 44;27356;Rotenburg (Wümme);DIBBERSER BAHNHOF ;27321;THEDINGHAUSEN;1 ;10
875;6250;2020-03-10;2851.21;114.65;Trinidadstraße 44;27356;Rotenburg (Wümme);AN DER KOLCKWIESE ;26133;OLDENBURG;10 ;10
112;6251;2020-03-10;199.563;57.15;Trinidadstraße 44;27356;Rotenburg (Wümme);OSTERSTADER STRASSE ;27572;BREMERHAVEN;16 ;10
1288;6252;2020-03-10;102.316;50.35;Trinidadstraße 44;27356;Rotenburg (Wümme);FELDHORST ;27711;OSTERHOLZ-SCHARMBECK;4 ;10
1009;6253;2020-03-10;1.885;73.3088184981154;Trinidadstraße 44;27356;Rotenburg (Wümme);HEIDLERCHENSTRASSE ;28777;BREMEN;7 ;10
1091;6254;2020-03-10;92.58;43.26;Trinidadstraße 44;27356;Rotenburg (Wümme);OUMUNDE ;28757;BREMEN;4 ;10
1290;6255;2020-03-10;824.391;72.31;Trinidadstraße 44;27356;Rotenburg (Wümme);MARSCHGEHREN ;28779;BREMEN;14 ;10
1292;6256;2020-03-10;1028.0;75.3;Trinidadstraße 44;27356;Rotenburg (Wümme);SCHIFFSHÖREN ;27572;BREMERHAVEN;3 ;10
1293;6257;2020-03-10;97.732;43.26;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIEPARK BRUNDORF ;28790;SCHWANEWEDE;14 ;10
1093;6258;2020-03-10;62.0;41.97;Trinidadstraße 44;27356;Rotenburg (Wümme);BERNHARDTRING ;28777;BREMEN;3 ;10
704;6259;2020-03-10;427.74;62.83;Trinidadstraße 44;27356;Rotenburg (Wümme);FELDE ;27574;BREMERHAVEN;17 ;10
965;6260;2020-03-10;254.0;58.88;Trinidadstraße 44;27356;Rotenburg (Wümme);NEVADASTRASSE ;27580;BREMERHAVEN;10 ;10
827;6261;2020-03-10;265.288;71.21;Trinidadstraße 44;27356;Rotenburg (Wümme);FLACHSMEERSTRASSE ;26871;PAPENBURG;32 ;10
207;6262;2020-03-10;1735.65;103.4;Trinidadstraße 44;27356;Rotenburg (Wümme);RAIFFEISENSTRASSE ;26897;BOCKHORST;3 ;10
1207;6263;2020-03-10;87.296;59.39;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;26826;WEENER;2 ;10
323;6264;2020-03-10;134.523;69.11;Trinidadstraße 44;27356;Rotenburg (Wümme);FLACHSMEERSTRASSE ;26871;PAPENBURG;35;10
1264;6265;2020-03-10;3457.74;130.43;Trinidadstraße 44;27356;Rotenburg (Wümme);DIESELSTRASSE ;26871;PAPENBURG;1 ;10
842;6266;2020-03-10;19.0;24.61;Trinidadstraße 44;27356;Rotenburg (Wümme);CARL BENZ STRASSE ;26810;WESTOVERLEDINGEN;24 ;10
971;6267;2020-03-10;648.0;81.53;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;26810;WESTOVERLEDINGEN;10 ;10
1249;6268;2020-03-10;5266.0;146.08;Trinidadstraße 44;27356;Rotenburg (Wümme);HOLZHAUSEN ;49377;VECHTA;16 ;10
1281;6269;2020-03-10;12912.0;203.79;Trinidadstraße 44;27356;Rotenburg (Wümme);ALTER FLUGPLATZ ;49377;VECHTA;2 ;10
1282;6270;2020-03-10;32.0;43.02;Trinidadstraße 44;27356;Rotenburg (Wümme);NORDKÄMPE ;49377;VECHTA;1A ;10
1252;6271;2020-03-10;1389.49;91.25;Trinidadstraße 44;27356;Rotenburg (Wümme);STUKENBORG ;49377;VECHTA;71 ;10
826;6272;2020-03-10;70.65;46.96;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;26188;EDEWECHT;41C ;10
1397;6273;2020-03-10;1495.12;83.34;Trinidadstraße 44;27356;Rotenburg (Wümme);AUGUST WILHELM KÜHNHOLZ STRASSE ;26135;OLDENBURG;39 ;10
896;6274;2020-03-10;835.2;72.31;Trinidadstraße 44;27356;Rotenburg (Wümme);THEODOR HEUSS STRASSE ;26209;HATTEN;5 ;10
1331;6275;2020-03-10;67.0;46.96;Trinidadstraße 44;27356;Rotenburg (Wümme);KOPPELWEG ;49681;GARREL;10 ;10
1255;6276;2020-03-10;2200.0;108.91;Trinidadstraße 44;27356;Rotenburg (Wümme);HINTERM RHADEN ;26188;EDEWECHT;6 ;10
1297;6277;2020-03-10;4495.94;105.26;Trinidadstraße 44;27356;Rotenburg (Wümme);ARSTERDAMM ;28277;BREMEN;110 ;10
963;6278;2020-03-10;44.909;38.45;Trinidadstraße 44;27356;Rotenburg (Wümme);GEWERBEGEBIET ;27243;GROSS IPPENER;6 ;10
701;6279;2020-03-10;343.94;60.65;Trinidadstraße 44;27356;Rotenburg (Wümme);RUDOLF DIESEL STRASSE ;27243;GROSS IPPENER;2 ;10
1003;6280;2020-03-10;853.57;72.31;Trinidadstraße 44;27356;Rotenburg (Wümme);STEINBEEKE ;27243;HARPSTEDT;28 ;10
1231;6281;2020-03-10;107.5;50.35;Trinidadstraße 44;27356;Rotenburg (Wümme);KOHLENSTRASSE ;28217;BREMEN;1 ;10
921;6282;2020-03-10;881.0;63.69;Trinidadstraße 44;27356;Rotenburg (Wümme);TILLMANNSTRASSE ;28239;BREMEN;19 ;10
1024;6283;2020-03-10;1069.0;66.34;Trinidadstraße 44;27356;Rotenburg (Wümme);LADESTRASSE ;28197;BREMEN;23 ;10
814;6284;2020-03-10;211.5;51.86;Trinidadstraße 44;27356;Rotenburg (Wümme);HEINRICH BÜSSING STRASSE ;28237;BREMEN;1 ;10
713;6285;2020-03-10;4.0;16.98;Trinidadstraße 44;27356;Rotenburg (Wümme);AUF DEM DREIECK ;28197;BREMEN;6 ;10
1102;6286;2020-03-10;725.364;61.5;Trinidadstraße 44;27356;Rotenburg (Wümme);BAUERLAND ;28259;BREMEN;8 ;10
1176;6287;2020-03-10;626.0;59.37;Trinidadstraße 44;27356;Rotenburg (Wümme);ZUR AUMUNDSWIESE ;28279;BREMEN;7;10
676;6288;2020-03-10;51.363;36.96;Trinidadstraße 44;27356;Rotenburg (Wümme);RICHARD DUNKEL STRASSE ;28199;BREMEN;120 ;10
1294;6289;2020-03-10;69.5;36.96;Trinidadstraße 44;27356;Rotenburg (Wümme);ZEPPELINSTRASSE ;28844;WEYHE;7 ;10
784;6290;2020-03-10;4273.0;105.26;Trinidadstraße 44;27356;Rotenburg (Wümme);BRUCH ;28844;WEYHE;36 ;10
1298;6291;2020-03-10;49.5;33.86;Trinidadstraße 44;27356;Rotenburg (Wümme);GUTENBERGSTRASSE ;28816;STUHR;4D ;10
1299;6292;2020-03-10;100.5;50.35;Trinidadstraße 44;27356;Rotenburg (Wümme);CARL ZEISS STRASSE ;28816;STUHR;21 ;10
1120;6293;2020-03-10;1699.76;76.12;Trinidadstraße 44;27356;Rotenburg (Wümme);BAHNHOFSTRASSE ;28865;LILIENTHAL;20 ;10
911;6294;2020-03-10;278.995;65.88;Trinidadstraße 44;27356;Rotenburg (Wümme);AUF DER HÖHE ;49692;CAPPELN;9 ;10
1226;6295;2020-03-10;442.24;73.15;Trinidadstraße 44;27356;Rotenburg (Wümme);ZEISIGWEG ;49624;LÖNINGEN;2 ;10
1334;6296;2020-03-10;6197.54;153.76;Trinidadstraße 44;27356;Rotenburg (Wümme);VISBEKER DAMM ;49429;VISBEK;1A ;10
1178;6297;2020-03-10;4940.0;149.99;Trinidadstraße 44;27356;Rotenburg (Wümme);ZUM TURM ;26892;WIPPINGEN;16 ;10
912;6298;2020-03-10;494.774;75.98;Trinidadstraße 44;27356;Rotenburg (Wümme);VON STAUFFENBERG STRASSE ;49751;SÖGEL;15 ;10
913;6299;2020-03-10;6008.51;163.17;Trinidadstraße 44;27356;Rotenburg (Wümme);WATTBERG ;26903;SURWOLD;51 ;10
1080;6300;2020-03-10;1135.57;89.68;Trinidadstraße 44;27356;Rotenburg (Wümme);VON LIEBIG STRASSE ;49699;LINDERN (OLDENBURG);3 ;10
1229;6301;2020-03-10;241.5;65.88;Trinidadstraße 44;27356;Rotenburg (Wümme);AUF DER HÖHE ;49692;CAPPELN;1;10
505;6302;2020-03-10;50.597;36.96;Trinidadstraße 44;27356;Rotenburg (Wümme);MARTENSSTRASSE ;28309;BREMEN;;10
1125;6303;2020-03-10;78.536;43.26;Trinidadstraße 44;27356;Rotenburg (Wümme);SEBALDSBRÜCKER HEERSTRASSE ;28309;BREMEN;235 ;10
885;6304;2020-03-10;394.682;53.43;Trinidadstraße 44;27356;Rotenburg (Wümme);STRESEMANNSTRASSE ;28207;BREMEN;14 ;10
1116;6305;2020-03-10;29.0;33.86;Trinidadstraße 44;27356;Rotenburg (Wümme);BRUCHWEG ;28309;BREMEN;78 ;10
1214;6306;2020-03-10;490.654;55.34;Trinidadstraße 44;27356;Rotenburg (Wümme);HERMANN KOENEN STRASSE ;28309;BREMEN;8 ;10
1142;6307;2020-03-10;1319.5361109064645;15.16;Trinidadstraße 44;27356;Rotenburg (Wümme);LÜBKEMANNSTRASSE ;28876;OYTEN;15 ;10
1063;6308;2020-03-10;1980.49;71.44;Trinidadstraße 44;27356;Rotenburg (Wümme);LÜBKEMANNSTRASSE ;28876;OYTEN;5 ;10
1175;6309;2020-03-10;239.151;51.86;Trinidadstraße 44;27356;Rotenburg (Wümme);HANSERING ;27809;LEMWERDER;20 ;10
1222;6310;2020-03-10;82.5;43.26;Trinidadstraße 44;27356;Rotenburg (Wümme);EDISONSTRASSE ;28357;BREMEN;21 ;10
959;6311;2020-03-10;26.88;33.86;Trinidadstraße 44;27356;Rotenburg (Wümme);RINGSTRASSE ;27809;LEMWERDER;11 ;10
1083;6312;2020-03-10;498.463;62.83;Trinidadstraße 44;27356;Rotenburg (Wümme);HELGOLÄNDER DAMM ;26954;NORDENHAM;75 ;10
720;6313;2020-03-10;1272.96;79.26;Trinidadstraße 44;27356;Rotenburg (Wümme);GEWERBESTRASSE ;27804;BERNE;2 ;10
1043;6314;2020-03-10;204.0;58.88;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;27804;BERNE;4 ;10
958;6315;2020-03-10;90.0;43.26;Trinidadstraße 44;27356;Rotenburg (Wümme);HANSERING ;27809;LEMWERDER;24 ;10
1085;6316;2020-03-10;135.308;57.15;Trinidadstraße 44;27356;Rotenburg (Wümme);OLDENBURGER STRASSE ;26954;NORDENHAM;67 ;10
984;6317;2020-03-10;254.469;58.88;Trinidadstraße 44;27356;Rotenburg (Wümme);HELGOLÄNDER DAMM ;26954;NORDENHAM;75B ;10
1175;6318;2020-03-10;5.0;16.98;Trinidadstraße 44;27356;Rotenburg (Wümme);HANSERING ;27809;LEMWERDER;20 ;10
1197;6319;2020-03-10;1319.5361109064645;73.3088184981154;Trinidadstraße 44;27356;Rotenburg (Wümme);SIELTIEF ;26954;NORDENHAM;5A ;10
959;6320;2020-03-10;30.398;33.86;Trinidadstraße 44;27356;Rotenburg (Wümme);RINGSTRASSE ;27809;LEMWERDER;11 ;10
1186;6321;2020-03-10;6137.29;153.76;Trinidadstraße 44;27356;Rotenburg (Wümme);BAHLER STRASSE ;49413;DINKLAGE;9 ;10
1035;6322;2020-03-10;2293.53;113.32;Trinidadstraße 44;27356;Rotenburg (Wümme);SCHÖPFWERK ;49610;QUAKENBRÜCK;16 ;10
1035;6323;2020-03-10;169.278;66.53;Trinidadstraße 44;27356;Rotenburg (Wümme);SCHÖPFWERK ;49610;QUAKENBRÜCK;16 ;10
1284;6324;2020-03-10;5813.89;151.97;Trinidadstraße 44;27356;Rotenburg (Wümme);HOLTHÖGE ;49632;ESSEN;10;10
1285;6325;2020-03-10;25.0;44.76;Trinidadstraße 44;27356;Rotenburg (Wümme);BUNNER STRASSE ;49632;ESSEN;4;10
1069;6326;2020-03-10;704.0;69.81;Trinidadstraße 44;27356;Rotenburg (Wümme);LUBINGSTRASSE ;49406;BARNSTORF;6 ;10
1163;6327;2020-03-10;22.0;19.41;Trinidadstraße 44;27356;Rotenburg (Wümme);GASSPEICHER ;49453;REHDEN;6 ;10
1318;6328;2020-03-10;321.262;60.65;Trinidadstraße 44;27356;Rotenburg (Wümme);HÜLSMEYER STRASSE ;49406;EYDELSTEDT;56 ;10
1245;6329;2020-03-10;19.956;16.98;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;27211;BASSUM;13 ;10
719;6330;2020-03-10;97.594;49.1;Trinidadstraße 44;27356;Rotenburg (Wümme);GEWERBEGEBIET ;27245;BARENBURG;1 ;10
1321;6331;2020-03-10;4016.0;105.26;Trinidadstraße 44;27356;Rotenburg (Wümme);AUF DEM HILGENLAND ;28857;SYKE;4 ;10
1071;6332;2020-03-10;2150.0;85.73;Trinidadstraße 44;27356;Rotenburg (Wümme);SIEMENSSTRASSE ;28857;SYKE;18 ;10
1248;6333;2020-03-10;3095.08;107.84;Trinidadstraße 44;27356;Rotenburg (Wümme);BERLINER STRASSE ;27232;SULINGEN;73;10
1036;6334;2020-03-10;1716.0;103.4;Trinidadstraße 44;27356;Rotenburg (Wümme);GEWERBESTRASSE ;26845;NORTMOOR;13 ;10
753;6335;2020-03-10;55.744;48.85;Trinidadstraße 44;27356;Rotenburg (Wümme);GEWERBESTRASSE ;26845;NORTMOOR;10 ;10
1267;6336;2020-03-10;183.82;69.11;Trinidadstraße 44;27356;Rotenburg (Wümme);AMMOLANDSWEG ;26759;HINTE;8 ;10
1337;6337;2020-03-10;214.531;71.21;Trinidadstraße 44;27356;Rotenburg (Wümme);WANKELSTRASSE ;26802;MOORMERLAND;5 ;10
735;6338;2020-03-10;23.923;24.61;Trinidadstraße 44;27356;Rotenburg (Wümme);GROSSER STEIN ;26789;LEER (OSTFRIESLAND);16;10
1287;6339;2020-03-10;740.911;81.28;Trinidadstraße 44;27356;Rotenburg (Wümme);LOGAER SIELTIEF ;26789;LEER;7 ;10
1287;6340;2020-03-10;146.748;66.53;Trinidadstraße 44;27356;Rotenburg (Wümme);LOGAER SIELTIEF ;26789;LEER;7 ;10
1139;6341;2020-03-10;1681.0;104.51;Trinidadstraße 44;27356;Rotenburg (Wümme);WESTFALENSTRASSE ;26723;EMDEN;3 ;10
1269;6342;2020-03-10;3457.95;130.43;Trinidadstraße 44;27356;Rotenburg (Wümme);TEUTONENSTRASSE ;26723;EMDEN;4 ;10
1037;6343;2020-03-10;229.221;71.21;Trinidadstraße 44;27356;Rotenburg (Wümme);KOLKWEG ;26844;JEMGUM;3 ;10
486;6344;2020-03-10;1276.0;95.86;Trinidadstraße 44;27356;Rotenburg (Wümme);SÄGEMÜHLENSTRASSE ;26789;LEER (OSTFRIESLAND);45 ;10
1300;6345;2020-03-10;1623.27;65.83;Trinidadstraße 44;27356;Rotenburg (Wümme);BAHNHOF ;27383;SCHEESSEL;3 ;10
1062;6346;2020-03-10;1355.31;71.83;Trinidadstraße 44;27356;Rotenburg (Wümme);STÜH ;27432;BREMERVÖRDE;2 ;10
1169;6347;2020-03-10;46.21;33.86;Trinidadstraße 44;27356;Rotenburg (Wümme);SOPHIE TIETJEN RING ;27729;HAMBERGEN;7 ;10
1141;6348;2020-03-10;864.192;63.69;Trinidadstraße 44;27356;Rotenburg (Wümme);BROCHDORFER STRASSE ;29643;NEUENKIRCHEN;1 ;10
1143;6349;2020-03-10;136.615;50.35;Trinidadstraße 44;27356;Rotenburg (Wümme);BREMERVÖRDER STRASSE ;27432;BASDAHL;48 ;10
1208;6350;2020-03-10;591.371;49.58;Trinidadstraße 44;27356;Rotenburg (Wümme);HOLSCHENDORFER WEG ;27412;TARMSTEDT;6 ;10
923;6351;2020-03-10;7.012;73.3088184981154;Trinidadstraße 44;27356;Rotenburg (Wümme);3. HÜLLENWEG ;26676;BARSSEL;29 ;10
762;6352;2020-03-10;22.0;73.3088184981154;Trinidadstraße 44;27356;Rotenburg (Wümme);INDUSTRIESTRASSE ;26676;BARSSEL;17 ;10
1200;6353;2020-03-10;578.0;75.76;Trinidadstraße 44;27356;Rotenburg (Wümme);NORDLOHER DORFSTRASSE ;26689;APEN;8 ;10
1052;6354;2020-03-10;683.0;78.47;Trinidadstraße 44;27356;Rotenburg (Wümme);NORDLOHER DORFSTRASSE ;26689;APEN;4A ;10
