;Instanz;Col. Anzahl;Dauer;Zielfunktionswert;heuristic_Column_gen;heuristic_Dauer;vollst_max_Stops;lösungszeitlimit
0;Instanz0.5-100-100-SZ15Multi1.2Veh_cap1.txt;31049;1995.969049692154;5462.397421250001;True;600;3;1800
