;Instanz;Col. Anzahl;Dauer;Zielfunktionswert;heuristic_Column_gen;heuristic_Dauer;vollst_max_Stops;lösungszeitlimit
0;Instanz1-100-100-SZ15Multi1Veh_cap1.txt;39508;1821.2279467582703;3576.3609707595006;True;600;3;1800
