;ID_Empfänger;avg_Gewicht;avg_Frequenz;std_Gewicht;std_Frequenz;variability_Gewicht;variability_Frequenz;Frachtkosten;Sendungen;Gewicht
38;1331;5037.5632352941175;2.0588235294117645;5117.2445089303155;1.332843047112185;1.0158174240033229;0.6473809085973471;10378.39;105;256915.725
39;1101;2386.309725490196;1.6274509803921569;2334.5281248793817;1.1306773954355944;0.9783005533365217;0.6947535803278954;7791.63;83;121701.796
40;1116;680.8161916930441;3.3333333333333335;577.4172050531482;1.669331203406522;0.8481249595683605;0.5007993610219565;6754.47;170;34721.62577634525
41;1310;4285.334823529412;2.2745098039215685;4397.349227344682;1.1502770339800585;1.0261390086021365;0.5057252476981292;9590.506455494346;116;218552.076
42;1018;3497.395607843137;1.3137254901960784;2788.5347395470194;0.9897514047159798;0.7973175048580575;0.7533928603061936;5619.43;67;178367.176
43;1255;4460.073235294118;2.5294117647058822;3707.7385820877967;1.1722276430194025;0.831317870017731;0.46343883561232196;12078.08;129;227463.735
44;1145;1408.895137254902;1.9411764705882353;1303.1805237092522;1.0660537454721943;0.924966301075022;0.5491792022129486;6723.206455494346;99;71853.652
45;1137;1369.6159673082234;2.8823529411764706;748.266198790266;1.0516094108276022;0.5463328528951601;0.36484408130753543;10761.59;147;69850.41433271939
46;1304;3646.658254901961;2.176470588235294;3542.5599508229457;1.1261595331557812;0.9714537812971417;0.5174246503688725;7853.08;111;185979.571
47;1235;3947.4732810337136;2.3529411764705883;3641.1788048474536;1.1103788436702982;0.9224074605753756;0.4719110085598767;7742.83;120;201321.1373327194
48;1288;4911.26029846692;2.6666666666666665;4953.677320095558;1.0893423092245462;1.0086366877442594;0.40850336595920483;9552.08;136;250474.27522181292
49;1293;6366.962143778813;3.5294117647058822;4160.771512637191;1.1550401062555462;0.6534939926889152;0.3272613634390714;12987.06;180;324715.0693327194
50;1317;6861.549509803922;2.450980392156863;5564.672967484114;0.9233358108553156;0.8109936333670983;0.37672101082896875;10368.27;125;349939.025
51;1130;638.4449803921568;1.5490196078431373;701.524527823753;1.0259381168510326;1.0988018535173547;0.6623144804987678;3904.15;79;32560.694
52;1328;3924.9073137254904;2.235294117647059;3397.917937783781;0.9713544212926124;0.865732020193492;0.4345532937361687;11108.255273992461;114;200170.273
53;1292;2727.1688039215687;2.6862745098039214;1969.8954040704398;0.8600045599514313;0.7223225057568136;0.32014768290162776;9915.768818498116;137;139085.609
54;1250;2510.328235294118;2.6470588235294117;1917.8827023556846;1.0737509843863187;0.7639967855163687;0.40563926076816487;10374.91;135;128026.74
55;1263;9282.683666666668;2.1176470588235294;5818.942320399754;0.6825557507934252;0.626859917816125;0.3223179934302286;13660.08;108;473416.86699999997
56;1174;787.7100413903228;1.588235294117647;665.2399617480974;0.8526774440135095;0.8445239070127081;0.5368709832677653;5056.235273992462;81;40173.21211090646
57;1197;828.8262614258704;1.7843137254901962;667.8065182163114;0.8321953013613109;0.8057255775986769;0.4663951688948006;5550.422910988693;91;42270.139332719395
58;1316;3277.70696295895;2.0784313725490198;2672.633000202157;1.1285944755296646;0.8153971756491121;0.5430030023774801;7392.78;106;167163.05511090645
59;1088;1177.7141176470589;1.5098039215686274;1038.0923990162464;0.9246090853892328;0.8814468498435248;0.6124034201928685;4505.26;77;60063.42
60;954;1783.66231372549;1.0784313725490196;1872.400942458997;0.8681736520973662;1.0497508009507477;0.8050337501266487;5138.62;55;90966.778
61;1168;2695.5280784313727;1.2549019607843137;1618.8342181087953;0.5601120336112039;0.6005629216264201;0.4463392767839281;6369.61;64;137471.932
62;1233;666.6191786452248;2.1176470588235294;652.6298414602371;1.1071957157346557;0.9790144993826636;0.5228424213191429;4897.36;108;33997.57811090646
63;1021;537.9791002138523;1.6274509803921569;573.5751428835503;0.9583482522282907;1.0661662184563454;0.5888645887185883;4082.94;83;27436.934110906466
64;1006;1812.7857472726757;1.9607843137254901;1838.8879133701935;1.148229668902968;1.0143989250449417;0.5855971311405137;7713.0;100;92452.07311090647
65;1318;1385.9214705882355;2.1372549019607843;1195.5723733533216;0.8948655282920949;0.8626552071856404;0.4186985499348334;7080.557636996231;109;70681.995
66;1339;3268.9229215686273;1.2745098039215685;3420.501653304806;0.7766191182954233;1.046369625522844;0.6093473082010245;6062.34;65;166715.069
67;1239;2776.880137254902;1.0784313725490196;2853.6509080985293;0.5601120336112039;1.027646411457831;0.5193766129849345;5777.27;55;141620.887
68;1278;1773.5650217824796;1.9803921568627452;1795.0438312494477;1.1574142919185224;1.0121105283444198;0.5844369196816301;7617.18;101;90451.81611090647
69;1178;5309.97568627451;0.8823529411764706;5159.47153325503;0.7911272672213848;0.9716563385763686;0.8966109028509028;7409.52;45;270808.76
70;1221;282.2498235294118;0.8627450980392157;308.75101625936105;0.7488553356460047;1.093892681308223;0.8679914117715054;2269.85;44;14394.741
71;1287;6496.001549019609;3.411764705882353;6147.087941965721;1.6146389142868482;0.9462879427566413;0.4732562334978693;16009.06936648304;174;331296.07899999997
72;1083;2035.0570021746366;1.8823529411764706;1659.8685192384269;0.8401680504168059;0.8156373592802127;0.4463392767839281;7115.665273992462;96;103787.90711090647
73;1085;512.1591786452248;1.2352941176470589;509.25908068665956;0.90748521297303;0.9943375066200383;0.7346308866924528;3967.078184981154;63;26120.118110906464
74;978;855.4911241709684;1.7254901960784315;711.6390412998809;0.9813955649492007;0.8318485384515352;0.5687633387773776;6348.414092490577;88;43630.04733271939
75;1019;4128.38965575737;2.6666666666666665;3863.494985949524;1.6812693617224654;0.9358358362713101;0.6304760106459246;9264.6;136;210547.87244362585
76;1209;516.6014727628718;0.8823529411764706;508.8972007250183;0.4311407576896163;0.9850866239373075;0.4886261920482318;2307.326455494346;45;26346.675110906464
77;1289;1034.9349280925371;1.4901960784313726;1101.077020032417;0.9669032840901481;1.0639094209157525;0.6488429932710205;4170.93;76;52781.681332719396
78;1036;3702.2512156862754;1.8627450980392157;3797.674897880377;1.216874814319653;1.0257745022244293;0.6532696371610769;9668.296455494346;95;188814.812
79;1125;659.7901655612912;1.6862745098039216;723.915185330939;1.1745670875421528;1.0971900205804006;0.6965455984261604;4088.74;86;33649.298443625856
80;1149;5894.223862745098;2.2549019607843137;5452.634531801808;1.2937254307603596;0.9250810045179333;0.5737391040763334;12402.93;115;300605.417
