MR_ID;Kalenderwoche;Wochentag;Monat;Fahrzeugtyp;Fahrzeugkapazität;Frachtgewicht;Auslastung;SequenzExt;SequenzInt
0-37483-2;20;0;<attribute 'month' of 'datetime.date' objects>;2;24000;15115.380000000001;0.6298075000000001;[1204, 1065, 1056, 1179, 1063, 1372, 1062, 1061, 1174, 0];[45, 18, 13, 40, 16, 56, 15, 14, 37, 0]
1-33817-1;20;1;<attribute 'month' of 'datetime.date' objects>;1;12000;4608.0;0.384;[1315, 1350, 1236, 1030, 0];[53, 54, 49, 5, 0]
1-38019-2;20;1;<attribute 'month' of 'datetime.date' objects>;2;24000;9405.27;0.39188625;[1193, 1053, 1313, 1016, 0];[44, 12, 52, 3, 0]
1-38573-2;20;1;<attribute 'month' of 'datetime.date' objects>;2;24000;11885.44;0.4952266666666667;[1035, 1176, 1031, 1091, 0];[8, 38, 6, 28, 0]
2-46-0;20;2;<attribute 'month' of 'datetime.date' objects>;0;9000;2794.48;0.31049777777777776;[1213, 0];[47, 0]
2-6643-0;20;2;<attribute 'month' of 'datetime.date' objects>;0;9000;10761.77;1.1957522222222223;[1165, 1084, 1020, 0];[36, 25, 4, 0]
2-17924-0;20;2;<attribute 'month' of 'datetime.date' objects>;0;9000;12190.01;1.3544455555555557;[1063, 1062, 1115, 0];[16, 15, 30, 0]
2-21028-1;20;2;<attribute 'month' of 'datetime.date' objects>;1;12000;8205.71;0.6838091666666666;[1068, 1067, 1371, 0];[20, 19, 55, 0]
2-33392-1;20;2;<attribute 'month' of 'datetime.date' objects>;1;12000;4394.37;0.3661975;[1050, 1070, 1255, 1034, 1089, 0];[11, 21, 50, 7, 27, 0]
2-37950-2;20;2;<attribute 'month' of 'datetime.date' objects>;2;24000;27147.89;1.1311620833333333;[1102, 1187, 1045, 1186, 1151, 0];[29, 42, 10, 41, 34, 0]
3-195-2;20;3;<attribute 'month' of 'datetime.date' objects>;2;24000;14012.67;0.58386125;[1016, 1133, 0];[3, 33, 0]
3-35115-0;20;3;<attribute 'month' of 'datetime.date' objects>;0;9000;280.27;0.03114111111111111;[1236, 1177, 1001, 1091, 0];[49, 39, 1, 28, 0]
3-40348-2;20;3;<attribute 'month' of 'datetime.date' objects>;2;24000;4064.58;0.1693575;[1204, 1065, 1056, 1179, 1061, 1062, 1015, 1123, 0];[45, 18, 13, 40, 14, 15, 2, 31, 0]
4-36837-2;20;4;<attribute 'month' of 'datetime.date' objects>;2;24000;8469.61;0.3529004166666667;[1034, 1089, 1088, 1035, 1176, 1031, 1164, 1210, 1074, 0];[7, 27, 26, 8, 38, 6, 35, 46, 22, 0]
0-46-0;21;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2794.48;0.31049777777777776;[1213, 0];[47, 0]
0-910-1;21;0;<attribute 'month' of 'datetime.date' objects>;1;12000;13242.439999999999;1.1035366666666666;[1067, 1068, 0];[19, 20, 0]
0-14083-1;21;0;<attribute 'month' of 'datetime.date' objects>;1;12000;4372.0;0.36433333333333334;[1231, 1187, 1045, 0];[48, 42, 10, 0]
0-30104-0;21;0;<attribute 'month' of 'datetime.date' objects>;0;9000;4372.0;0.48577777777777775;[1084, 1076, 1126, 1041, 1273, 0];[25, 23, 32, 9, 51, 0]
0-36971-2;21;0;<attribute 'month' of 'datetime.date' objects>;2;24000;1964.27;0.08184458333333333;[1115, 1497, 1064, 1082, 1190, 1123, 0];[30, 57, 17, 24, 43, 31, 0]
0-37483-2;21;0;<attribute 'month' of 'datetime.date' objects>;2;24000;23387.370000000003;0.9744737500000001;[1204, 1065, 1056, 1179, 1063, 1372, 1062, 1061, 1174, 0];[45, 18, 13, 40, 16, 56, 15, 14, 37, 0]
1-33817-1;21;1;<attribute 'month' of 'datetime.date' objects>;1;12000;12833.25;1.0694375;[1315, 1350, 1236, 1030, 0];[53, 54, 49, 5, 0]
1-38019-2;21;1;<attribute 'month' of 'datetime.date' objects>;2;24000;10704.47;0.4460195833333333;[1193, 1053, 1313, 1016, 0];[44, 12, 52, 3, 0]
1-38573-2;21;1;<attribute 'month' of 'datetime.date' objects>;2;24000;2777.31;0.11572125;[1035, 1176, 1031, 1091, 0];[8, 38, 6, 28, 0]
2-46-0;21;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0.0;0.0;[1213, 0];[47, 0]
2-6643-0;21;2;<attribute 'month' of 'datetime.date' objects>;0;9000;4653.24;0.5170266666666666;[1165, 1084, 1020, 0];[36, 25, 4, 0]
2-17924-0;21;2;<attribute 'month' of 'datetime.date' objects>;0;9000;4829.88;0.5366533333333333;[1063, 1062, 1115, 0];[16, 15, 30, 0]
2-21028-1;21;2;<attribute 'month' of 'datetime.date' objects>;1;12000;0.0;0.0;[1068, 1067, 1371, 0];[20, 19, 55, 0]
2-33392-1;21;2;<attribute 'month' of 'datetime.date' objects>;1;12000;2131.6499999999996;0.17763749999999998;[1050, 1070, 1255, 1034, 1089, 0];[11, 21, 50, 7, 27, 0]
2-37950-2;21;2;<attribute 'month' of 'datetime.date' objects>;2;24000;1680.5;0.07002083333333334;[1102, 1187, 1045, 1186, 1151, 0];[29, 42, 10, 41, 34, 0]
3-195-2;21;3;<attribute 'month' of 'datetime.date' objects>;2;24000;1919.06;0.07996083333333333;[1016, 1133, 0];[3, 33, 0]
