MR_ID;Kalenderwoche;Wochentag;Monat;Fahrzeugtyp;Fahrzeugkapazität;Frachtgewicht;Auslastung;SequenzExt;SequenzInt
1-23-0;24;1;<attribute 'month' of 'datetime.date' objects>;0;9000;800,69;0,08896555555555556;[1123, 0];[24, 0]
1-432-1;24;1;<attribute 'month' of 'datetime.date' objects>;1;12000;6757,0;0,5630833333333334;[1065, 1204, 0];[12, 33, 0]
1-1848-1;24;1;<attribute 'month' of 'datetime.date' objects>;1;12000;3031,58;0,25263166666666664;[1176, 1031, 1091, 0];[28, 2, 21, 0]
1-2364-0;24;1;<attribute 'month' of 'datetime.date' objects>;0;9000;916,69;0,10185444444444446;[1070, 1255, 1034, 0];[15, 36, 3, 0]
1-6153-0;24;1;<attribute 'month' of 'datetime.date' objects>;0;9000;3408,8599999999997;0,37876222222222217;[1062, 1372, 1115, 0];[10, 40, 23, 0]
1-10252-0;24;1;<attribute 'month' of 'datetime.date' objects>;0;9000;7866,16;0,8740177777777778;[1063, 1179, 1056, 1061, 0];[11, 30, 8, 9, 0]
2-440-1;24;2;<attribute 'month' of 'datetime.date' objects>;1;12000;0,0;0,0;[1067, 1068, 0];[13, 14, 0]
2-659-1;24;2;<attribute 'month' of 'datetime.date' objects>;1;12000;0,0;0,0;[1102, 1236, 0];[22, 35, 0]
2-945-2;24;2;<attribute 'month' of 'datetime.date' objects>;2;24000;10143,67;0,42265291666666666;[1053, 1313, 1016, 0];[7, 37, 1, 0]
2-3759-0;24;2;<attribute 'month' of 'datetime.date' objects>;0;9000;3233,08;0,3592311111111111;[1126, 1041, 1213, 0];[25, 5, 34, 0]
2-4321-1;24;2;<attribute 'month' of 'datetime.date' objects>;1;12000;6042,0;0,5035;[1187, 1045, 1151, 0];[32, 6, 27, 0]
3-432-1;24;3;<attribute 'month' of 'datetime.date' objects>;1;12000;0,0;0,0;[1065, 1204, 0];[12, 33, 0]
3-2045-2;24;3;<attribute 'month' of 'datetime.date' objects>;2;24000;7371,71;0,30715458333333334;[1034, 1089, 1035, 0];[3, 20, 4, 0]
3-5878-0;24;3;<attribute 'month' of 'datetime.date' objects>;0;9000;7952,26;0,8835844444444445;[1063, 1062, 1115, 0];[11, 10, 23, 0]
3-8271-2;24;3;<attribute 'month' of 'datetime.date' objects>;2;24000;5875,4;0,24480833333333332;[1084, 1082, 1123, 0];[18, 17, 24, 0]
4-1848-1;24;4;<attribute 'month' of 'datetime.date' objects>;1;12000;0,0;0,0;[1176, 1031, 1091, 0];[28, 2, 21, 0]
4-4362-1;24;4;<attribute 'month' of 'datetime.date' objects>;1;12000;21256,879999999997;1,7714066666666664;[1187, 1045, 1186, 0];[32, 6, 31, 0]
4-5430-0;24;4;<attribute 'month' of 'datetime.date' objects>;0;9000;3106,9;0,34521111111111114;[1179, 1062, 1061, 0];[30, 10, 9, 0]
0-62-2;25;0;<attribute 'month' of 'datetime.date' objects>;2;24000;12598,53;0,52493875;[1016, 1133, 0];[1, 26, 0]
0-3047-1;25;0;<attribute 'month' of 'datetime.date' objects>;1;12000;6043,65;0,5036375;[1089, 1088, 1035, 0];[20, 19, 4, 0]
0-7057-1;25;0;<attribute 'month' of 'datetime.date' objects>;1;12000;9140,779999999999;0,7617316666666666;[1068, 1067, 1371, 0];[14, 13, 39, 0]
0-8029-0;25;0;<attribute 'month' of 'datetime.date' objects>;0;9000;3187,04;0,3541155555555556;[1084, 1076, 1213, 0];[18, 16, 34, 0]
0-10069-0;25;0;<attribute 'month' of 'datetime.date' objects>;0;9000;9341,779999999999;1,0379755555555554;[1350, 1236, 1177, 0];[38, 35, 29, 0]
1-23-0;25;1;<attribute 'month' of 'datetime.date' objects>;0;9000;660,0;0,07333333333333333;[1123, 0];[24, 0]
1-432-1;25;1;<attribute 'month' of 'datetime.date' objects>;1;12000;8121,5;0,6767916666666667;[1065, 1204, 0];[12, 33, 0]
1-1848-1;25;1;<attribute 'month' of 'datetime.date' objects>;1;12000;7253,12;0,6044266666666667;[1176, 1031, 1091, 0];[28, 2, 21, 0]
1-2364-0;25;1;<attribute 'month' of 'datetime.date' objects>;0;9000;8310,33;0,92337;[1070, 1255, 1034, 0];[15, 36, 3, 0]
1-6153-0;25;1;<attribute 'month' of 'datetime.date' objects>;0;9000;636,28;0,07069777777777778;[1062, 1372, 1115, 0];[10, 40, 23, 0]
1-10252-0;25;1;<attribute 'month' of 'datetime.date' objects>;0;9000;16814,48;1,8682755555555555;[1063, 1179, 1056, 1061, 0];[11, 30, 8, 9, 0]
2-440-1;25;2;<attribute 'month' of 'datetime.date' objects>;1;12000;7222,46;0,6018716666666667;[1067, 1068, 0];[13, 14, 0]
2-659-1;25;2;<attribute 'month' of 'datetime.date' objects>;1;12000;2708,0;0,22566666666666665;[1102, 1236, 0];[22, 35, 0]
2-945-2;25;2;<attribute 'month' of 'datetime.date' objects>;2;24000;34996,520000000004;1,4581883333333334;[1053, 1313, 1016, 0];[7, 37, 1, 0]
2-3759-0;25;2;<attribute 'month' of 'datetime.date' objects>;0;9000;7689,15;0,8543499999999999;[1126, 1041, 1213, 0];[25, 5, 34, 0]
2-4321-1;25;2;<attribute 'month' of 'datetime.date' objects>;1;12000;5035,58;0,4196316666666667;[1187, 1045, 1151, 0];[32, 6, 27, 0]
3-432-1;25;3;<attribute 'month' of 'datetime.date' objects>;1;12000;2627,0;0,21891666666666668;[1065, 1204, 0];[12, 33, 0]
3-2045-2;25;3;<attribute 'month' of 'datetime.date' objects>;2;24000;2339,94;0,0974975;[1034, 1089, 1035, 0];[3, 20, 4, 0]
3-5878-0;25;3;<attribute 'month' of 'datetime.date' objects>;0;9000;11502,92;1,2781022222222223;[1063, 1062, 1115, 0];[11, 10, 23, 0]
