MR_ID;Kalenderwoche;Wochentag;Monat;Fahrzeugtyp;Fahrzeugkapazität;Frachtgewicht;Auslastung;SequenzExt;SequenzInt
0-3-0;18;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2861,74;0,3179711111111111;[1068, 0];[4, 0]
0-5-0;18;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 0];[6, 0]
1-0-2;18;1;<attribute 'month' of 'datetime.date' objects>;2;24000;7904,0;0,3293333333333333;[1016, 0];[1, 0]
1-22-2;18;1;<attribute 'month' of 'datetime.date' objects>;2;24000;4135,0;0,17229166666666668;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;18;2;<attribute 'month' of 'datetime.date' objects>;0;9000;5818,1;0,6464555555555556;[1068, 0];[4, 0]
2-5-0;18;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 0];[6, 0]
3-6-2;18;3;<attribute 'month' of 'datetime.date' objects>;2;24000;5311,3099999999995;0,2213045833333333;[1062, 1016, 0];[2, 1, 0]
4-22-2;18;4;<attribute 'month' of 'datetime.date' objects>;2;24000;2117,0;0,08820833333333333;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;19;0;<attribute 'month' of 'datetime.date' objects>;0;9000;1583,39;0,17593222222222224;[1068, 0];[4, 0]
0-5-0;19;0;<attribute 'month' of 'datetime.date' objects>;0;9000;11298,11;1,2553455555555557;[1236, 0];[6, 0]
1-0-2;19;1;<attribute 'month' of 'datetime.date' objects>;2;24000;17651,0;0,7354583333333333;[1016, 0];[1, 0]
1-22-2;19;1;<attribute 'month' of 'datetime.date' objects>;2;24000;10244,26;0,4268441666666667;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;19;2;<attribute 'month' of 'datetime.date' objects>;0;9000;4143,61;0,4604011111111111;[1068, 0];[4, 0]
2-5-0;19;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 0];[6, 0]
3-6-2;19;3;<attribute 'month' of 'datetime.date' objects>;2;24000;5584,0;0,23266666666666666;[1062, 1016, 0];[2, 1, 0]
4-22-2;19;4;<attribute 'month' of 'datetime.date' objects>;2;24000;907,5;0,0378125;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;20;0;<attribute 'month' of 'datetime.date' objects>;0;9000;6448,89;0,7165433333333334;[1068, 0];[4, 0]
0-5-0;20;0;<attribute 'month' of 'datetime.date' objects>;0;9000;11632,0;1,2924444444444445;[1236, 0];[6, 0]
1-0-2;20;1;<attribute 'month' of 'datetime.date' objects>;2;24000;8159,27;0,3399695833333333;[1016, 0];[1, 0]
1-22-2;20;1;<attribute 'month' of 'datetime.date' objects>;2;24000;5928,42;0,2470175;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;20;2;<attribute 'month' of 'datetime.date' objects>;0;9000;6416,71;0,7129677777777778;[1068, 0];[4, 0]
2-5-0;20;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 0];[6, 0]
3-6-2;20;3;<attribute 'month' of 'datetime.date' objects>;2;24000;8388,0;0,3495;[1062, 1016, 0];[2, 1, 0]
4-22-2;20;4;<attribute 'month' of 'datetime.date' objects>;2;24000;13563,619999999999;0,5651508333333333;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;21;0;<attribute 'month' of 'datetime.date' objects>;0;9000;6815,44;0,7572711111111111;[1068, 0];[4, 0]
0-5-0;21;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 0];[6, 0]
1-0-2;21;1;<attribute 'month' of 'datetime.date' objects>;2;24000;5580,0;0,2325;[1016, 0];[1, 0]
1-22-2;21;1;<attribute 'month' of 'datetime.date' objects>;2;24000;671,21;0,027967083333333333;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;21;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1068, 0];[4, 0]
2-5-0;21;2;<attribute 'month' of 'datetime.date' objects>;0;9000;2485,5;0,27616666666666667;[1236, 0];[6, 0]
3-6-2;21;3;<attribute 'month' of 'datetime.date' objects>;2;24000;0,0;0,0;[1062, 1016, 0];[2, 1, 0]
4-22-2;21;4;<attribute 'month' of 'datetime.date' objects>;2;24000;880,5;0,0366875;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;22;0;<attribute 'month' of 'datetime.date' objects>;0;9000;4216,83;0,46853666666666666;[1068, 0];[4, 0]
0-5-0;22;0;<attribute 'month' of 'datetime.date' objects>;0;9000;3228,0;0,3586666666666667;[1236, 0];[6, 0]
1-0-2;22;1;<attribute 'month' of 'datetime.date' objects>;2;24000;14328,0;0,597;[1016, 0];[1, 0]
1-22-2;22;1;<attribute 'month' of 'datetime.date' objects>;2;24000;11386,5;0,4744375;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;22;2;<attribute 'month' of 'datetime.date' objects>;0;9000;2513,42;0,2792688888888889;[1068, 0];[4, 0]
2-5-0;22;2;<attribute 'month' of 'datetime.date' objects>;0;9000;893,0;0,09922222222222223;[1236, 0];[6, 0]
3-6-2;22;3;<attribute 'month' of 'datetime.date' objects>;2;24000;8212,0;0,3421666666666667;[1062, 1016, 0];[2, 1, 0]
4-22-2;22;4;<attribute 'month' of 'datetime.date' objects>;2;24000;807,95;0,03366458333333334;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;23;0;<attribute 'month' of 'datetime.date' objects>;0;9000;3364,08;0,37378666666666666;[1068, 0];[4, 0]
0-5-0;23;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 0];[6, 0]
1-0-2;23;1;<attribute 'month' of 'datetime.date' objects>;2;24000;5760,0;0,24;[1016, 0];[1, 0]
1-22-2;23;1;<attribute 'month' of 'datetime.date' objects>;2;24000;7466,54;0,31110583333333336;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;23;2;<attribute 'month' of 'datetime.date' objects>;0;9000;1244,74;0,13830444444444445;[1068, 0];[4, 0]
2-5-0;23;2;<attribute 'month' of 'datetime.date' objects>;0;9000;4145,09;0,46056555555555556;[1236, 0];[6, 0]
3-6-2;23;3;<attribute 'month' of 'datetime.date' objects>;2;24000;15514,89;0,6464537499999999;[1062, 1016, 0];[2, 1, 0]
4-22-2;23;4;<attribute 'month' of 'datetime.date' objects>;2;24000;524,71;0,02186291666666667;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;24;0;<attribute 'month' of 'datetime.date' objects>;0;9000;8339,61;0,9266233333333334;[1068, 0];[4, 0]
0-5-0;24;0;<attribute 'month' of 'datetime.date' objects>;0;9000;114,0;0,012666666666666666;[1236, 0];[6, 0]
1-0-2;24;1;<attribute 'month' of 'datetime.date' objects>;2;24000;8660,67;0,36086125;[1016, 0];[1, 0]
1-22-2;24;1;<attribute 'month' of 'datetime.date' objects>;2;24000;7674,969999999999;0,31979041666666663;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;24;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1068, 0];[4, 0]
2-5-0;24;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 0];[6, 0]
3-6-2;24;3;<attribute 'month' of 'datetime.date' objects>;2;24000;0,0;0,0;[1062, 1016, 0];[2, 1, 0]
4-22-2;24;4;<attribute 'month' of 'datetime.date' objects>;2;24000;0,0;0,0;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;25;0;<attribute 'month' of 'datetime.date' objects>;0;9000;5923,28;0,6581422222222222;[1068, 0];[4, 0]
0-5-0;25;0;<attribute 'month' of 'datetime.date' objects>;0;9000;5063,78;0,5626422222222222;[1236, 0];[6, 0]
1-0-2;25;1;<attribute 'month' of 'datetime.date' objects>;2;24000;16948,0;0,7061666666666667;[1016, 0];[1, 0]
1-22-2;25;1;<attribute 'month' of 'datetime.date' objects>;2;24000;10748,5;0,44785416666666666;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;25;2;<attribute 'month' of 'datetime.date' objects>;0;9000;3882,96;0,43144;[1068, 0];[4, 0]
2-5-0;25;2;<attribute 'month' of 'datetime.date' objects>;0;9000;2708,0;0,3008888888888889;[1236, 0];[6, 0]
3-6-2;25;3;<attribute 'month' of 'datetime.date' objects>;2;24000;9223,5;0,3843125;[1062, 1016, 0];[2, 1, 0]
4-22-2;25;4;<attribute 'month' of 'datetime.date' objects>;2;24000;2560,5299999999997;0,10668874999999998;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;26;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2806,71;0,31185666666666667;[1068, 0];[4, 0]
0-5-0;26;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2092,0;0,23244444444444445;[1236, 0];[6, 0]
1-0-2;26;1;<attribute 'month' of 'datetime.date' objects>;2;24000;0,0;0,0;[1016, 0];[1, 0]
1-22-2;26;1;<attribute 'month' of 'datetime.date' objects>;2;24000;9732,5;0,40552083333333333;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;26;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1068, 0];[4, 0]
2-5-0;26;2;<attribute 'month' of 'datetime.date' objects>;0;9000;1999,56;0,22217333333333333;[1236, 0];[6, 0]
3-6-2;26;3;<attribute 'month' of 'datetime.date' objects>;2;24000;14334,51;0,59727125;[1062, 1016, 0];[2, 1, 0]
4-22-2;26;4;<attribute 'month' of 'datetime.date' objects>;2;24000;0,0;0,0;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;27;0;<attribute 'month' of 'datetime.date' objects>;0;9000;8040,46;0,8933844444444444;[1068, 0];[4, 0]
0-5-0;27;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 0];[6, 0]
1-0-2;27;1;<attribute 'month' of 'datetime.date' objects>;2;24000;5760,0;0,24;[1016, 0];[1, 0]
1-22-2;27;1;<attribute 'month' of 'datetime.date' objects>;2;24000;18856,010000000002;0,7856670833333335;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;27;2;<attribute 'month' of 'datetime.date' objects>;0;9000;5311,17;0,59013;[1068, 0];[4, 0]
2-5-0;27;2;<attribute 'month' of 'datetime.date' objects>;0;9000;11434,8;1,2705333333333333;[1236, 0];[6, 0]
3-6-2;27;3;<attribute 'month' of 'datetime.date' objects>;2;24000;16391,62;0,6829841666666666;[1062, 1016, 0];[2, 1, 0]
4-22-2;27;4;<attribute 'month' of 'datetime.date' objects>;2;24000;3973,24;0,16555166666666665;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;28;0;<attribute 'month' of 'datetime.date' objects>;0;9000;1656,37;0,1840411111111111;[1068, 0];[4, 0]
0-5-0;28;0;<attribute 'month' of 'datetime.date' objects>;0;9000;159,5;0,017722222222222223;[1236, 0];[6, 0]
1-0-2;28;1;<attribute 'month' of 'datetime.date' objects>;2;24000;3649,82;0,15207583333333333;[1016, 0];[1, 0]
1-22-2;28;1;<attribute 'month' of 'datetime.date' objects>;2;24000;13836,93;0,57653875;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;28;2;<attribute 'month' of 'datetime.date' objects>;0;9000;3742,0;0,4157777777777778;[1068, 0];[4, 0]
2-5-0;28;2;<attribute 'month' of 'datetime.date' objects>;0;9000;4719,0;0,5243333333333333;[1236, 0];[6, 0]
3-6-2;28;3;<attribute 'month' of 'datetime.date' objects>;2;24000;12417,04;0,5173766666666667;[1062, 1016, 0];[2, 1, 0]
4-22-2;28;4;<attribute 'month' of 'datetime.date' objects>;2;24000;289,08;0,012045;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;29;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2611,01;0,29011222222222227;[1068, 0];[4, 0]
0-5-0;29;0;<attribute 'month' of 'datetime.date' objects>;0;9000;5120,0;0,5688888888888889;[1236, 0];[6, 0]
1-0-2;29;1;<attribute 'month' of 'datetime.date' objects>;2;24000;8280,0;0,345;[1016, 0];[1, 0]
1-22-2;29;1;<attribute 'month' of 'datetime.date' objects>;2;24000;22117,42;0,9215591666666666;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;29;2;<attribute 'month' of 'datetime.date' objects>;0;9000;8551,59;0,9501766666666667;[1068, 0];[4, 0]
2-5-0;29;2;<attribute 'month' of 'datetime.date' objects>;0;9000;1964,4;0,21826666666666666;[1236, 0];[6, 0]
3-6-2;29;3;<attribute 'month' of 'datetime.date' objects>;2;24000;16353,03;0,68137625;[1062, 1016, 0];[2, 1, 0]
4-22-2;29;4;<attribute 'month' of 'datetime.date' objects>;2;24000;269,98;0,011249166666666668;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;30;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2138,88;0,23765333333333336;[1068, 0];[4, 0]
0-5-0;30;0;<attribute 'month' of 'datetime.date' objects>;0;9000;133,0;0,014777777777777779;[1236, 0];[6, 0]
1-0-2;30;1;<attribute 'month' of 'datetime.date' objects>;2;24000;3547,51;0,14781291666666668;[1016, 0];[1, 0]
1-22-2;30;1;<attribute 'month' of 'datetime.date' objects>;2;24000;2696,0;0,11233333333333333;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;30;2;<attribute 'month' of 'datetime.date' objects>;0;9000;1935,04;0,21500444444444444;[1068, 0];[4, 0]
2-5-0;30;2;<attribute 'month' of 'datetime.date' objects>;0;9000;3112,0;0,3457777777777778;[1236, 0];[6, 0]
3-6-2;30;3;<attribute 'month' of 'datetime.date' objects>;2;24000;10440,59;0,4350245833333333;[1062, 1016, 0];[2, 1, 0]
4-22-2;30;4;<attribute 'month' of 'datetime.date' objects>;2;24000;302,0;0,012583333333333334;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;31;0;<attribute 'month' of 'datetime.date' objects>;0;9000;3146,04;0,34956;[1068, 0];[4, 0]
0-5-0;31;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 0];[6, 0]
1-0-2;31;1;<attribute 'month' of 'datetime.date' objects>;2;24000;3024,0;0,126;[1016, 0];[1, 0]
1-22-2;31;1;<attribute 'month' of 'datetime.date' objects>;2;24000;22966,36;0,9569316666666667;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;31;2;<attribute 'month' of 'datetime.date' objects>;0;9000;979,42;0,10882444444444445;[1068, 0];[4, 0]
2-5-0;31;2;<attribute 'month' of 'datetime.date' objects>;0;9000;6311,0;0,7012222222222222;[1236, 0];[6, 0]
3-6-2;31;3;<attribute 'month' of 'datetime.date' objects>;2;24000;9170,47;0,3821029166666666;[1062, 1016, 0];[2, 1, 0]
4-22-2;31;4;<attribute 'month' of 'datetime.date' objects>;2;24000;317,0;0,013208333333333334;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;32;0;<attribute 'month' of 'datetime.date' objects>;0;9000;4094,6;0,45495555555555556;[1068, 0];[4, 0]
0-5-0;32;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 0];[6, 0]
1-0-2;32;1;<attribute 'month' of 'datetime.date' objects>;2;24000;0,0;0,0;[1016, 0];[1, 0]
1-22-2;32;1;<attribute 'month' of 'datetime.date' objects>;2;24000;4838,0;0,20158333333333334;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;32;2;<attribute 'month' of 'datetime.date' objects>;0;9000;6492,96;0,72144;[1068, 0];[4, 0]
2-5-0;32;2;<attribute 'month' of 'datetime.date' objects>;0;9000;7782,13;0,8646811111111111;[1236, 0];[6, 0]
3-6-2;32;3;<attribute 'month' of 'datetime.date' objects>;2;24000;0,0;0,0;[1062, 1016, 0];[2, 1, 0]
4-22-2;32;4;<attribute 'month' of 'datetime.date' objects>;2;24000;0,0;0,0;[1065, 1204, 1062, 0];[3, 5, 2, 0]
0-3-0;33;0;<attribute 'month' of 'datetime.date' objects>;0;9000;3208,5;0,3565;[1068, 0];[4, 0]
0-5-0;33;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2870,0;0,3188888888888889;[1236, 0];[6, 0]
1-0-2;33;1;<attribute 'month' of 'datetime.date' objects>;2;24000;0,0;0,0;[1016, 0];[1, 0]
1-22-2;33;1;<attribute 'month' of 'datetime.date' objects>;2;24000;7791,0;0,324625;[1065, 1204, 1062, 0];[3, 5, 2, 0]
2-3-0;33;2;<attribute 'month' of 'datetime.date' objects>;0;9000;10465,3;1,162811111111111;[1068, 0];[4, 0]
2-5-0;33;2;<attribute 'month' of 'datetime.date' objects>;0;9000;875,0;0,09722222222222222;[1236, 0];[6, 0]
3-6-2;33;3;<attribute 'month' of 'datetime.date' objects>;2;24000;3711,21;0,15463375000000001;[1062, 1016, 0];[2, 1, 0]
