ID_Empf�nger;avg_Weight;AVG_Frequency;std_Weight;STD_Frequency;Variability_Weight;Variability_Frequency;Freight_Cost;Shipments;Weight;ProfilRecipient
1001;142,45576923076922;0,7692307692307693;187,96546410812977;0,7646014547562571;1,3194654391542244;0,9939818911831342;596,3829434999999;20;3703,8500000000004;True
1002;292,70576923076925;0,8076923076923077;426,00473598468903;0,800960961307392;1,4554025945721174;0,9916659520948663;757,6014585;21;7610,35;True
1003;2156,2561538461537;1,1538461538461537;3108,52408149215;1,007662947311558;1,4416302422824017;0,873307887670017;2677,9725246;30;56062,659999999996;True
1004;1556,021923076923;1,5;2441,0374003165443;1,2409673645990857;1,5687680000610569;0,8273115763993905;2336,4414867000005;39;40456,56999999999;True
1005;461,713076923077;0,34615384615384615;766,3581233641057;0,485164524037584;1,6598146374177392;1,4015864027752427;633,4003074;9;12004,54;True
1006;783,471923076923;0,23076923076923078;2878,0060001494353;0,9922778767136675;3,6734003036722305;4,299870799092559;858,9542336999998;6;20370,269999999997;True
1007;86,41730769230769;0,23076923076923078;236,80890502779144;0,5144077999169381;2,740294870918209;2,2291004663067318;219,01627349999998;6;2246,85;True
1008;2108,373076923077;1,2307692307692308;4027,2642564031175;1,3358949751441482;1,9101288574033761;1,0854146673046203;2680,572987;32;54817,7;True
1009;13,293846153846154;0,07692307692307693;49,06105772010408;0,271746488194703;3,690508913096592;3,5327043465311387;58,764548399999995;2;345,64;True
1010;570,9523076923076;0,6923076923076923;777,4083814948625;0,8375789285425352;1,36159950843708;1,2098362301169954;943,2084756;18;14844,76;True
1011;1835,7607692307693;0,23076923076923078;4422,4769101868;0,4296689244236597;2,4090703888611427;1,8618986725025253;1825,0185318000001;6;47729,78;True
1012;497,11538461538464;0,46153846153846156;1800,0515620819992;0,5817744738827396;3,6209934711127256;1,260511360079269;735,74175;12;12925,0;True
1013;334,838076923077;0,3076923076923077;908,0110461972112;0,5491251783869153;2,7117914860256778;1,7846568297574747;493,6414449;8;8705,79;True
1014;122,35423076923077;0,5;189,10436557992156;0,648074069840786;1,5455482363874;1,296148139681572;414,9685251;13;3181,21;True
1015;861,7853846153847;0,6153846153846154;1128,889363688863;0,7524319545007682;1,3099425725265543;1,2227019260637482;1163,6506902;16;22406,42;True
1016;16634,34076923077;2,3846153846153846;9755,697018583109;1,1688258408136973;0,5864793293539247;0,49015277195413115;16714,6828866;62;432492,86;True
1017;506,72153846153844;0,8846153846153846;729,4263807002997;0,8161824833662176;1,4395014329071492;0,9226410681531155;1000,6407755999999;23;13174,76;True
1018;2219,4615384615386;0,5;4356,036429882277;0,812403840463596;1,9626546143718018;1,624807680927192;2340,23886;13;57706,0;True
1019;1973,8561538461543;0,7307692307692307;3221,0710114619665;0,9190295885418405;1,6318671475555875;1,2576194369519922;2254,4383806;19;51320,26;True
1020;1095,4673076923077;0,8846153846153846;1292,5458189280803;0,7114449002936533;1,1799035989955142;0,8042420612015211;1541,1447165;23;28482,150000000005;True
1021;1253,1361538461538;0,7692307692307693;1920,591907407874;0,7646014547562572;1,532628279467598;0,9939818911831343;1616,0541774;20;32581,539999999997;True
1022;2102,877692307692;1,2692307692307692;3014,2068257799533;1,0791734729020097;1,4333723909887366;0,8502578877409774;2698,8078941999997;33;54674,82;True
1023;5711,214230769231;1,1923076923076923;10146,660611686653;1,0961470984947512;1,776620557677806;0,9193491793826946;5964,9173366999985;31;148491,56999999998;True
1024;172,28846153846155;0,19230769230769232;504,3045344447524;0,40191847623425025;2,9270940720088316;2,0899760764181012;274,571145;5;4479,5;True
1025;314,1326923076923;0,8076923076923077;575,8723662031905;0,8494342008292706;1,8332137351661721;1,051680439121954;777,2726594999999;21;8167,450000000001;True
1026;86,74269230769232;0,38461538461538464;167,27732462130527;0,6373020054525533;1,9284313199311562;1,6569852141766386;312,43499610000003;10;2255,3100000000004;True
1027;589,3823076923077;0,6153846153846154;1177,1088736843597;0,9413574486632834;1,9971907169953258;1,5297058540778354;913,5683214000001;16;15323,939999999999;True
1028;2758,5834615384615;0,5769230769230769;6303,240651150132;0,7575263387144726;2,284955571956781;1,3130456537717528;2881,7451327;15;71723,17;True
1029;950,8811538461539;0,5769230769230769;1552,2235455766722;0,7575263387144726;1,6324054160692845;1,3130456537717528;1222,1659521000001;15;24722,91;True
1030;1439,4384615384613;0,8846153846153846;1648,8157783953725;0,8161824833662176;1,1454576367461589;0,9226410681531155;1856,9308740000001;23;37425,4;True
1031;3428,6457692307695;2,230769230769231;3771,4187336864875;1,3056092005709;1,0999732802763758;0,5852730899110931;4497,9425349;58;89144,79000000001;True
1032;19,987307692307695;0,07692307692307693;78,44586533694137;0,271746488194703;3,9247839951516834;3,5327043465311387;64,9095477;2;519,6700000000001;True
1033;2142,5069230769227;0,8076923076923077;3397,474914772758;1,0590271297461937;1,5857474616201173;1,3111764463524302;2455,8299057999993;21;55705,18;True
1034;4341,726923076923;2,3846153846153846;4062,2733704799034;1,3289672103381052;0,935635391735099;0,557308830141786;5429,325819000001;62;112884,90000000002;True
1035;5406,6896153846155;2,3461538461538463;4595,752847657046;1,1980753796755093;0,8500123318675319;0,5106550798616925;6383,7454683;61;140573,93000000002;True
