InternID;ExternID;Montag;Dienstag;Mittwoch;Donnerstag;Freitag
1;1016;0;1;0;1;0
2;1062;0;1;0;1;1
3;1065;0;1;0;0;1
4;1068;1;0;1;0;0
5;1204;0;1;0;0;1
6;1236;1;0;1;0;0
