;Instanz;Col. Anzahl;Dauer;Zielfunktionswert;heuristic_Column_gen;heuristic_Dauer;vollst_max_Stops;lösungszeitlimit
0;Instanz1-1.33-1.33-SZ15Multi1.2Veh_cap1.txt;31712;1812.015709400177;4192.056560999999;True;600;3;1800
