InternID;ExternID;Montag;Dienstag;Mittwoch;Donnerstag;Freitag
1;1016;1;0;0;1;0
2;1062;1;0;1;1;0
3;1065;1;0;1;0;0
4;1068;1;0;1;0;0
5;1204;1;0;1;0;0
6;1236;1;0;1;0;0
