Recipient_ID;Shipment_ID;Loading_Date;Weekday;Weight;Euc_Distance;Freight_Cost;Frequency;Pattern;Pattern_clear
997;[27631, 27491];2020-12-09;2;3109.49;78.56749418147875;182.53;2;0;[1, 0, 1, 0, 0]
997;[27041, 26821];2020-12-02;2;1843.504;78.56749418147875;161.14999999999998;2;0;[1, 0, 1, 0, 0]
997;[26610];2020-11-30;0;3312.03;78.56749418147875;120.68;2;0;[1, 0, 1, 0, 0]
997;[26393, 26275, 26160];2020-11-25;2;9241.58;78.56749418147875;347.67;2;0;[1, 0, 1, 0, 0]
997;[26027];2020-11-23;0;1304.23;78.56749418147875;91.25;2;0;[1, 0, 1, 0, 0]
997;[25878, 25662];2020-11-18;2;4030.21;78.56749418147875;211.04;2;0;[1, 0, 1, 0, 0]
997;[25542];2020-11-16;0;5470.23;78.56749418147875;146.08;2;0;[1, 0, 1, 0, 0]
997;[25263, 25025];2020-11-11;2;5724.64;78.56749418147875;229.65;2;0;[1, 0, 1, 0, 0]
997;[24696];2020-11-09;0;1538.63;78.56749418147875;95.93;2;0;[1, 0, 1, 0, 0]
997;[24406];2020-11-04;2;2595.72;78.56749418147875;114.65;2;0;[1, 0, 1, 0, 0]
997;[24150];2020-11-02;0;499.84;78.56749418147875;70.3;2;0;[1, 0, 1, 0, 0]
997;[24081, 23832];2020-10-28;2;8379.41;78.56749418147875;234.68;2;0;[1, 0, 1, 0, 0]
997;[23531];2020-10-26;0;1311.0;78.56749418147875;91.25;2;0;[1, 0, 1, 0, 0]
997;[23306];2020-10-21;2;1172.0;78.56749418147875;86.2;2;0;[1, 0, 1, 0, 0]
997;[22734];2020-10-14;2;224.0;78.56749418147875;65.88;2;0;[1, 0, 1, 0, 0]
997;[22573];2020-10-12;0;262.2;78.56749418147875;65.88;2;0;[1, 0, 1, 0, 0]
997;[22165];2020-10-07;2;4311.41;78.56749418147875;133.72;2;0;[1, 0, 1, 0, 0]
997;[21949];2020-10-05;0;10214.37;78.56749418147875;203.79;2;0;[1, 0, 1, 0, 0]
997;[21857, 21629];2020-09-30;2;7593.0;78.56749418147875;242.45999999999998;2;0;[1, 0, 1, 0, 0]
997;[21400];2020-09-28;0;7203.08;78.56749418147875;161.86;2;0;[1, 0, 1, 0, 0]
997;[21123];2020-09-23;2;691.2;78.56749418147875;75.43;2;0;[1, 0, 1, 0, 0]
997;[20852];2020-09-21;0;4268.95;78.56749418147875;133.72;2;0;[1, 0, 1, 0, 0]
997;[20564];2020-09-16;2;854.0;78.56749418147875;80.92;2;0;[1, 0, 1, 0, 0]
997;[20380];2020-09-14;0;4276.67;78.56749418147875;133.72;2;0;[1, 0, 1, 0, 0]
997;[20122];2020-09-09;2;4632.95;78.56749418147875;138.77;2;0;[1, 0, 1, 0, 0]
997;[19872];2020-09-07;0;1875.35;78.56749418147875;102.13;2;0;[1, 0, 1, 0, 0]
997;[19547];2020-09-02;2;4276.8;78.56749418147875;133.72;2;0;[1, 0, 1, 0, 0]
997;[19240];2020-08-31;0;3331.36;78.56749418147875;120.68;2;0;[1, 0, 1, 0, 0]
997;[19094];2020-08-26;2;2800.16;78.56749418147875;114.65;2;0;[1, 0, 1, 0, 0]
997;[18896];2020-08-24;0;3239.35;78.56749418147875;120.68;2;0;[1, 0, 1, 0, 0]
997;[18604];2020-08-19;2;3088.0;78.56749418147875;120.68;2;0;[1, 0, 1, 0, 0]
997;[18270];2020-08-17;0;5422.14;78.56749418147875;146.08;2;0;[1, 0, 1, 0, 0]
997;[18115];2020-08-12;2;740.0;78.56749418147875;78.12;2;0;[1, 0, 1, 0, 0]
997;[17142];2020-07-29;2;11.0;78.56749418147875;19.41;2;0;[1, 0, 1, 0, 0]
997;[16909];2020-07-27;0;167.333;78.56749418147875;63.95;2;0;[1, 0, 1, 0, 0]
997;[16810, 16605];2020-07-22;2;8275.18;78.56749418147875;267.44;2;0;[1, 0, 1, 0, 0]
997;[16416];2020-07-20;0;2453.95;78.56749418147875;108.91;2;0;[1, 0, 1, 0, 0]
997;[16076];2020-07-15;2;3285.6;78.56749418147875;120.68;2;0;[1, 0, 1, 0, 0]
997;[15732];2020-07-13;0;32.375;78.56749418147875;43.02;2;0;[1, 0, 1, 0, 0]
997;[15443];2020-07-08;2;772.375;78.56749418147875;78.12;2;0;[1, 0, 1, 0, 0]
997;[15171];2020-07-06;0;6797.6;78.56749418147875;153.76;2;0;[1, 0, 1, 0, 0]
997;[14881];2020-07-01;2;301.593;78.56749418147875;67.88;2;0;[1, 0, 1, 0, 0]
997;[14717];2020-06-29;0;1332.0;78.56749418147875;91.25;2;0;[1, 0, 1, 0, 0]
997;[14347];2020-06-24;2;3335.49;78.56749418147875;120.68;2;0;[1, 0, 1, 0, 0]
997;[14096];2020-06-22;0;2464.61;78.56749418147875;108.91;2;0;[1, 0, 1, 0, 0]
