Instanzname;no_MR_Wochen;BaB;AF_Nodes;Anzahl_AF_Nodes;MR_Nodes;Anzahl_MR_Nodes;Anzahl_MR_Tours;MR_Kosten_Woche;MR_Nodes_Kosten_vorher;MR_Nodes_Kosten_nacher;Alle_Nodes_voher;Alle_Nodes_nachher;Einsparung_alle;Einsparung_MR_Nodes
1-1.33-1.33-SZ15Multi1.5Veh_cap13-600-1800;[];True;[];0;[1016, 1031, 1034, 1035, 1041, 1045, 1053, 1056, 1061, 1062, 1063, 1065, 1067, 1068, 1070, 1076, 1082, 1084, 1088, 1089, 1091, 1102, 1115, 1123, 1126, 1133, 1151, 1176, 1177, 1179, 1186, 1187, 1204, 1213, 1236, 1255, 1313, 1350, 1371, 1372];40;23;5915.279682812499;167348.2110207;167405.996163425;581116.1641305;581173.9492732249;-9.943819547908461e-05;-0.0003452988375112209
