MR_ID;Kalenderwoche;Wochentag;Monat;Fahrzeugtyp;Fahrzeugkapazität;Frachtgewicht;Auslastung;SequenzExt;SequenzInt
0-0-2;30;0;<attribute 'month' of 'datetime.date' objects>;2;24000;18235.510000000002;0.7598129166666667;[1016, 0];[1, 0]
0-5-0;30;0;<attribute 'month' of 'datetime.date' objects>;0;9000;133.0;0.014777777777777779;[1236, 0];[6, 0]
0-44-2;30;0;<attribute 'month' of 'datetime.date' objects>;2;24000;4834.88;0.20145333333333335;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;30;2;<attribute 'month' of 'datetime.date' objects>;0;9000;3112.0;0.3457777777777778;[1236, 0];[6, 0]
2-44-2;30;2;<attribute 'month' of 'datetime.date' objects>;2;24000;1935.04;0.08062666666666667;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;30;3;<attribute 'month' of 'datetime.date' objects>;2;24000;10440.59;0.4350245833333333;[1062, 1016, 0];[2, 1, 0]
0-0-2;31;0;<attribute 'month' of 'datetime.date' objects>;2;24000;3024.0;0.126;[1016, 0];[1, 0]
0-5-0;31;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0.0;0.0;[1236, 0];[6, 0]
0-44-2;31;0;<attribute 'month' of 'datetime.date' objects>;2;24000;12908.400000000001;0.53785;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;31;2;<attribute 'month' of 'datetime.date' objects>;0;9000;6311.0;0.7012222222222222;[1236, 0];[6, 0]
2-44-2;31;2;<attribute 'month' of 'datetime.date' objects>;2;24000;14485.42;0.6035591666666666;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;31;3;<attribute 'month' of 'datetime.date' objects>;2;24000;9487.47;0.39531124999999995;[1062, 1016, 0];[2, 1, 0]
0-0-2;32;0;<attribute 'month' of 'datetime.date' objects>;2;24000;0.0;0.0;[1016, 0];[1, 0]
0-5-0;32;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0.0;0.0;[1236, 0];[6, 0]
0-44-2;32;0;<attribute 'month' of 'datetime.date' objects>;2;24000;8904.6;0.371025;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
