MR_ID;Kalenderwoche;Wochentag;Monat;Fahrzeugtyp;Fahrzeugkapazität;Frachtgewicht;Auslastung;SequenzExt;SequenzInt
0-14299-2;21;0;<attribute 'month' of 'datetime.date' objects>;2;24000;11456,52;0,47735500000000003;[1053, 1313, 1061, 1179, 1063, 1062, 1115, 1123, 0];[7, 39, 9, 30, 11, 10, 23, 24, 0]
0-14574-2;21;0;<attribute 'month' of 'datetime.date' objects>;2;24000;6990,729999999999;0,2912804166666666;[1255, 1034, 1088, 1089, 1035, 1176, 1031, 1177, 0];[37, 3, 19, 20, 4, 28, 2, 29, 0]
2-0-2;21;2;<attribute 'month' of 'datetime.date' objects>;2;24000;5580,0;0,2325;[1016, 0];[1, 0]
2-1629-2;21;2;<attribute 'month' of 'datetime.date' objects>;2;24000;2268,49;0,09452041666666666;[1035, 1031, 1176, 0];[4, 2, 28, 0]
2-2720-1;21;2;<attribute 'month' of 'datetime.date' objects>;1;12000;1605,6;0,1338;[1070, 1034, 1089, 0];[15, 3, 20, 0]
2-4373-0;21;2;<attribute 'month' of 'datetime.date' objects>;0;9000;4441,5;0,4935;[1126, 1041, 1213, 0];[25, 5, 34, 0]
2-5046-1;21;2;<attribute 'month' of 'datetime.date' objects>;1;12000;1210,5;0,100875;[1187, 1045, 1151, 0];[32, 6, 27, 0]
2-8375-1;21;2;<attribute 'month' of 'datetime.date' objects>;1;12000;0,0;0,0;[1068, 1067, 1371, 0];[14, 13, 42, 0]
2-9900-2;21;2;<attribute 'month' of 'datetime.date' objects>;2;24000;709,38;0,0295575;[1084, 1082, 1123, 0];[18, 17, 24, 0]
2-14709-2;21;2;<attribute 'month' of 'datetime.date' objects>;2;24000;7152,97;0,2980404166666667;[1065, 1204, 1056, 1063, 1062, 1372, 1115, 1273, 0];[12, 33, 8, 11, 10, 43, 23, 38, 0]
3-705-0;21;3;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 1091, 0];[36, 21, 0]
3-6396-0;21;3;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1179, 1062, 1061, 0];[30, 10, 9, 0]
4-468-1;21;4;<attribute 'month' of 'datetime.date' objects>;1;12000;1888,0;0,15733333333333333;[1065, 1204, 0];[12, 33, 0]
0-65-2;22;0;<attribute 'month' of 'datetime.date' objects>;2;24000;7967,0599999999995;0,3319608333333333;[1016, 1133, 0];[1, 26, 0]
0-479-1;22;0;<attribute 'month' of 'datetime.date' objects>;1;12000;5487,83;0,45731916666666667;[1067, 1068, 0];[13, 14, 0]
0-705-0;22;0;<attribute 'month' of 'datetime.date' objects>;0;9000;6511,589999999999;0,7235099999999999;[1236, 1091, 0];[36, 21, 0]
0-9586-0;22;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1084, 1076, 1213, 0];[18, 16, 34, 0]
0-13591-2;22;0;<attribute 'month' of 'datetime.date' objects>;2;24000;16614,71;0,6922795833333333;[1102, 1187, 1045, 1231, 1186, 1350, 1315, 0];[22, 32, 6, 35, 31, 41, 40, 0]
0-14299-2;22;0;<attribute 'month' of 'datetime.date' objects>;2;24000;21360,5;0,8900208333333334;[1053, 1313, 1061, 1179, 1063, 1062, 1115, 1123, 0];[7, 39, 9, 30, 11, 10, 23, 24, 0]
0-14574-2;22;0;<attribute 'month' of 'datetime.date' objects>;2;24000;11309,64;0,47123499999999996;[1255, 1034, 1088, 1089, 1035, 1176, 1031, 1177, 0];[37, 3, 19, 20, 4, 28, 2, 29, 0]
2-0-2;22;2;<attribute 'month' of 'datetime.date' objects>;2;24000;16204,0;0,6751666666666667;[1016, 0];[1, 0]
2-1629-2;22;2;<attribute 'month' of 'datetime.date' objects>;2;24000;9061,25;0,37755208333333334;[1035, 1031, 1176, 0];[4, 2, 28, 0]
2-2720-1;22;2;<attribute 'month' of 'datetime.date' objects>;1;12000;4566,280000000001;0,3805233333333334;[1070, 1034, 1089, 0];[15, 3, 20, 0]
2-4373-0;22;2;<attribute 'month' of 'datetime.date' objects>;0;9000;4562,78;0,5069755555555555;[1126, 1041, 1213, 0];[25, 5, 34, 0]
2-5046-1;22;2;<attribute 'month' of 'datetime.date' objects>;1;12000;10338,0;0,8615;[1187, 1045, 1151, 0];[32, 6, 27, 0]
2-8375-1;22;2;<attribute 'month' of 'datetime.date' objects>;1;12000;2513,42;0,20945166666666667;[1068, 1067, 1371, 0];[14, 13, 42, 0]
2-9900-2;22;2;<attribute 'month' of 'datetime.date' objects>;2;24000;4761,68;0,19840333333333335;[1084, 1082, 1123, 0];[18, 17, 24, 0]
2-14709-2;22;2;<attribute 'month' of 'datetime.date' objects>;2;24000;9231,77;0,38465708333333337;[1065, 1204, 1056, 1063, 1062, 1372, 1115, 1273, 0];[12, 33, 8, 11, 10, 43, 23, 38, 0]
3-705-0;22;3;<attribute 'month' of 'datetime.date' objects>;0;9000;5053,0;0,5614444444444444;[1236, 1091, 0];[36, 21, 0]
3-6396-0;22;3;<attribute 'month' of 'datetime.date' objects>;0;9000;1345,95;0,14955000000000002;[1179, 1062, 1061, 0];[30, 10, 9, 0]
4-468-1;22;4;<attribute 'month' of 'datetime.date' objects>;1;12000;2384,0;0,19866666666666666;[1065, 1204, 0];[12, 33, 0]
0-65-2;23;0;<attribute 'month' of 'datetime.date' objects>;2;24000;1457,88;0,06074500000000001;[1016, 1133, 0];[1, 26, 0]
0-479-1;23;0;<attribute 'month' of 'datetime.date' objects>;1;12000;3759,58;0,31329833333333335;[1067, 1068, 0];[13, 14, 0]
0-705-0;23;0;<attribute 'month' of 'datetime.date' objects>;0;9000;571,78;0,06353111111111111;[1236, 1091, 0];[36, 21, 0]
0-9586-0;23;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2222,94;0,24699333333333334;[1084, 1076, 1213, 0];[18, 16, 34, 0]
0-13591-2;23;0;<attribute 'month' of 'datetime.date' objects>;2;24000;13980,33;0,58251375;[1102, 1187, 1045, 1231, 1186, 1350, 1315, 0];[22, 32, 6, 35, 31, 41, 40, 0]
0-14299-2;23;0;<attribute 'month' of 'datetime.date' objects>;2;24000;6672,76;0,2780316666666667;[1053, 1313, 1061, 1179, 1063, 1062, 1115, 1123, 0];[7, 39, 9, 30, 11, 10, 23, 24, 0]
0-14574-2;23;0;<attribute 'month' of 'datetime.date' objects>;2;24000;3239,88;0,134995;[1255, 1034, 1088, 1089, 1035, 1176, 1031, 1177, 0];[37, 3, 19, 20, 4, 28, 2, 29, 0]
2-0-2;23;2;<attribute 'month' of 'datetime.date' objects>;2;24000;21274,89;0,8864537499999999;[1016, 0];[1, 0]
2-1629-2;23;2;<attribute 'month' of 'datetime.date' objects>;2;24000;6424,67;0,26769458333333335;[1035, 1031, 1176, 0];[4, 2, 28, 0]
2-2720-1;23;2;<attribute 'month' of 'datetime.date' objects>;1;12000;1971,4499999999998;0,16428749999999998;[1070, 1034, 1089, 0];[15, 3, 20, 0]
2-4373-0;23;2;<attribute 'month' of 'datetime.date' objects>;0;9000;2160,21;0,24002333333333334;[1126, 1041, 1213, 0];[25, 5, 34, 0]
2-5046-1;23;2;<attribute 'month' of 'datetime.date' objects>;1;12000;6645,05;0,5537541666666667;[1187, 1045, 1151, 0];[32, 6, 27, 0]
2-8375-1;23;2;<attribute 'month' of 'datetime.date' objects>;1;12000;2746,74;0,228895;[1068, 1067, 1371, 0];[14, 13, 42, 0]
2-9900-2;23;2;<attribute 'month' of 'datetime.date' objects>;2;24000;11032,11;0,45967125000000003;[1084, 1082, 1123, 0];[18, 17, 24, 0]
2-14709-2;23;2;<attribute 'month' of 'datetime.date' objects>;2;24000;14796,4;0,6165166666666666;[1065, 1204, 1056, 1063, 1062, 1372, 1115, 1273, 0];[12, 33, 8, 11, 10, 43, 23, 38, 0]
3-705-0;23;3;<attribute 'month' of 'datetime.date' objects>;0;9000;6601,3099999999995;0,7334788888888888;[1236, 1091, 0];[36, 21, 0]
3-6396-0;23;3;<attribute 'month' of 'datetime.date' objects>;0;9000;3821,31;0,42458999999999997;[1179, 1062, 1061, 0];[30, 10, 9, 0]
4-468-1;23;4;<attribute 'month' of 'datetime.date' objects>;1;12000;6757,0;0,5630833333333334;[1065, 1204, 0];[12, 33, 0]
0-65-2;24;0;<attribute 'month' of 'datetime.date' objects>;2;24000;1941,32;0,08088833333333333;[1016, 1133, 0];[1, 26, 0]
0-479-1;24;0;<attribute 'month' of 'datetime.date' objects>;1;12000;10221,61;0,8518008333333333;[1067, 1068, 0];[13, 14, 0]
0-705-0;24;0;<attribute 'month' of 'datetime.date' objects>;0;9000;114,0;0,012666666666666666;[1236, 1091, 0];[36, 21, 0]
0-9586-0;24;0;<attribute 'month' of 'datetime.date' objects>;0;9000;957,8000000000001;0,10642222222222222;[1084, 1076, 1213, 0];[18, 16, 34, 0]
0-13591-2;24;0;<attribute 'month' of 'datetime.date' objects>;2;24000;15154,3;0,6314291666666666;[1102, 1187, 1045, 1231, 1186, 1350, 1315, 0];[22, 32, 6, 35, 31, 41, 40, 0]
0-14299-2;24;0;<attribute 'month' of 'datetime.date' objects>;2;24000;7828,44;0,326185;[1053, 1313, 1061, 1179, 1063, 1062, 1115, 1123, 0];[7, 39, 9, 30, 11, 10, 23, 24, 0]
0-14574-2;24;0;<attribute 'month' of 'datetime.date' objects>;2;24000;11978,48;0,4991033333333333;[1255, 1034, 1088, 1089, 1035, 1176, 1031, 1177, 0];[37, 3, 19, 20, 4, 28, 2, 29, 0]
2-0-2;24;2;<attribute 'month' of 'datetime.date' objects>;2;24000;8660,67;0,36086125;[1016, 0];[1, 0]
2-1629-2;24;2;<attribute 'month' of 'datetime.date' objects>;2;24000;1912,6;0,07969166666666666;[1035, 1031, 1176, 0];[4, 2, 28, 0]
2-2720-1;24;2;<attribute 'month' of 'datetime.date' objects>;1;12000;5140,77;0,42839750000000004;[1070, 1034, 1089, 0];[15, 3, 20, 0]
2-4373-0;24;2;<attribute 'month' of 'datetime.date' objects>;0;9000;3233,08;0,3592311111111111;[1126, 1041, 1213, 0];[25, 5, 34, 0]
2-5046-1;24;2;<attribute 'month' of 'datetime.date' objects>;1;12000;6042,0;0,5035;[1187, 1045, 1151, 0];[32, 6, 27, 0]
2-8375-1;24;2;<attribute 'month' of 'datetime.date' objects>;1;12000;0,0;0,0;[1068, 1067, 1371, 0];[14, 13, 42, 0]
2-9900-2;24;2;<attribute 'month' of 'datetime.date' objects>;2;24000;29994,92;1,2497883333333333;[1084, 1082, 1123, 0];[18, 17, 24, 0]
2-14709-2;24;2;<attribute 'month' of 'datetime.date' objects>;2;24000;3167,08;0,13196166666666667;[1065, 1204, 1056, 1063, 1062, 1372, 1115, 1273, 0];[12, 33, 8, 11, 10, 43, 23, 38, 0]
3-705-0;24;3;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1236, 1091, 0];[36, 21, 0]
3-6396-0;24;3;<attribute 'month' of 'datetime.date' objects>;0;9000;0,0;0,0;[1179, 1062, 1061, 0];[30, 10, 9, 0]
4-468-1;24;4;<attribute 'month' of 'datetime.date' objects>;1;12000;8121,5;0,6767916666666667;[1065, 1204, 0];[12, 33, 0]
0-65-2;25;0;<attribute 'month' of 'datetime.date' objects>;2;24000;12598,53;0,52493875;[1016, 1133, 0];[1, 26, 0]
0-479-1;25;0;<attribute 'month' of 'datetime.date' objects>;1;12000;5923,28;0,49360666666666664;[1067, 1068, 0];[13, 14, 0]
0-705-0;25;0;<attribute 'month' of 'datetime.date' objects>;0;9000;7492,36;0,8324844444444444;[1236, 1091, 0];[36, 21, 0]
0-9586-0;25;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2900,58;0,32228666666666667;[1084, 1076, 1213, 0];[18, 16, 34, 0]
0-13591-2;25;0;<attribute 'month' of 'datetime.date' objects>;2;24000;31424,77;1,3093654166666666;[1102, 1187, 1045, 1231, 1186, 1350, 1315, 0];[22, 32, 6, 35, 31, 41, 40, 0]
0-14299-2;25;0;<attribute 'month' of 'datetime.date' objects>;2;24000;38093,509999999995;1,5872295833333332;[1053, 1313, 1061, 1179, 1063, 1062, 1115, 1123, 0];[7, 39, 9, 30, 11, 10, 23, 24, 0]
0-14574-2;25;0;<attribute 'month' of 'datetime.date' objects>;2;24000;18696,4;0,7790166666666667;[1255, 1034, 1088, 1089, 1035, 1176, 1031, 1177, 0];[37, 3, 19, 20, 4, 28, 2, 29, 0]
2-0-2;25;2;<attribute 'month' of 'datetime.date' objects>;2;24000;19972,0;0,8321666666666667;[1016, 0];[1, 0]
2-1629-2;25;2;<attribute 'month' of 'datetime.date' objects>;2;24000;2723,04;0,11346;[1035, 1031, 1176, 0];[4, 2, 28, 0]
2-2720-1;25;2;<attribute 'month' of 'datetime.date' objects>;1;12000;6151,18;0,5125983333333334;[1070, 1034, 1089, 0];[15, 3, 20, 0]
2-4373-0;25;2;<attribute 'month' of 'datetime.date' objects>;0;9000;7689,15;0,8543499999999999;[1126, 1041, 1213, 0];[25, 5, 34, 0]
2-5046-1;25;2;<attribute 'month' of 'datetime.date' objects>;1;12000;13627,960000000001;1,1356633333333335;[1187, 1045, 1151, 0];[32, 6, 27, 0]
2-8375-1;25;2;<attribute 'month' of 'datetime.date' objects>;1;12000;12295,96;1,0246633333333333;[1068, 1067, 1371, 0];[14, 13, 42, 0]
2-9900-2;25;2;<attribute 'month' of 'datetime.date' objects>;2;24000;7205,73;0,30023875;[1084, 1082, 1123, 0];[18, 17, 24, 0]
2-14709-2;25;2;<attribute 'month' of 'datetime.date' objects>;2;24000;8469,490000000002;0,35289541666666674;[1065, 1204, 1056, 1063, 1062, 1372, 1115, 1273, 0];[12, 33, 8, 11, 10, 43, 23, 38, 0]
3-705-0;25;3;<attribute 'month' of 'datetime.date' objects>;0;9000;2708,0;0,3008888888888889;[1236, 1091, 0];[36, 21, 0]
3-6396-0;25;3;<attribute 'month' of 'datetime.date' objects>;0;9000;3990,04;0,4433377777777778;[1179, 1062, 1061, 0];[30, 10, 9, 0]
4-468-1;25;4;<attribute 'month' of 'datetime.date' objects>;1;12000;7426,0;0,6188333333333333;[1065, 1204, 0];[12, 33, 0]
0-65-2;26;0;<attribute 'month' of 'datetime.date' objects>;2;24000;2304,0;0,096;[1016, 1133, 0];[1, 26, 0]
0-479-1;26;0;<attribute 'month' of 'datetime.date' objects>;1;12000;2916,21;0,2430175;[1067, 1068, 0];[13, 14, 0]
0-705-0;26;0;<attribute 'month' of 'datetime.date' objects>;0;9000;3282,77;0,3647522222222222;[1236, 1091, 0];[36, 21, 0]
0-9586-0;26;0;<attribute 'month' of 'datetime.date' objects>;0;9000;1885,55;0,20950555555555556;[1084, 1076, 1213, 0];[18, 16, 34, 0]
0-13591-2;26;0;<attribute 'month' of 'datetime.date' objects>;2;24000;11641,34;0,48505583333333335;[1102, 1187, 1045, 1231, 1186, 1350, 1315, 0];[22, 32, 6, 35, 31, 41, 40, 0]
0-14299-2;26;0;<attribute 'month' of 'datetime.date' objects>;2;24000;14654,37;0,6105987500000001;[1053, 1313, 1061, 1179, 1063, 1062, 1115, 1123, 0];[7, 39, 9, 30, 11, 10, 23, 24, 0]
0-14574-2;26;0;<attribute 'month' of 'datetime.date' objects>;2;24000;19188,37;0,7995154166666666;[1255, 1034, 1088, 1089, 1035, 1176, 1031, 1177, 0];[37, 3, 19, 20, 4, 28, 2, 29, 0]
2-0-2;26;2;<attribute 'month' of 'datetime.date' objects>;2;24000;0,0;0,0;[1016, 0];[1, 0]
2-1629-2;26;2;<attribute 'month' of 'datetime.date' objects>;2;24000;10164,29;0,42351208333333334;[1035, 1031, 1176, 0];[4, 2, 28, 0]
2-2720-1;26;2;<attribute 'month' of 'datetime.date' objects>;1;12000;3596,54;0,29971166666666665;[1070, 1034, 1089, 0];[15, 3, 20, 0]
2-4373-0;26;2;<attribute 'month' of 'datetime.date' objects>;0;9000;306,0;0,034;[1126, 1041, 1213, 0];[25, 5, 34, 0]
2-5046-1;26;2;<attribute 'month' of 'datetime.date' objects>;1;12000;0,0;0,0;[1187, 1045, 1151, 0];[32, 6, 27, 0]
2-8375-1;26;2;<attribute 'month' of 'datetime.date' objects>;1;12000;792,0;0,066;[1068, 1067, 1371, 0];[14, 13, 42, 0]
2-9900-2;26;2;<attribute 'month' of 'datetime.date' objects>;2;24000;5075,62;0,21148416666666667;[1084, 1082, 1123, 0];[18, 17, 24, 0]
2-14709-2;26;2;<attribute 'month' of 'datetime.date' objects>;2;24000;1851,33;0,07713874999999999;[1065, 1204, 1056, 1063, 1062, 1372, 1115, 1273, 0];[12, 33, 8, 11, 10, 43, 23, 38, 0]
3-705-0;26;3;<attribute 'month' of 'datetime.date' objects>;0;9000;1999,56;0,22217333333333333;[1236, 1091, 0];[36, 21, 0]
3-6396-0;26;3;<attribute 'month' of 'datetime.date' objects>;0;9000;2798,51;0,3109455555555556;[1179, 1062, 1061, 0];[30, 10, 9, 0]
4-468-1;26;4;<attribute 'month' of 'datetime.date' objects>;1;12000;8961,5;0,7467916666666666;[1065, 1204, 0];[12, 33, 0]
0-65-2;27;0;<attribute 'month' of 'datetime.date' objects>;2;24000;22448,440000000002;0,9353516666666668;[1016, 1133, 0];[1, 26, 0]
0-479-1;27;0;<attribute 'month' of 'datetime.date' objects>;1;12000;9656,46;0,8047049999999999;[1067, 1068, 0];[13, 14, 0]
0-705-0;27;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2059,25;0,22880555555555557;[1236, 1091, 0];[36, 21, 0]
0-9586-0;27;0;<attribute 'month' of 'datetime.date' objects>;0;9000;3441,27;0,38236333333333333;[1084, 1076, 1213, 0];[18, 16, 34, 0]
