;lower_gew;upper_gew;lower_freq;upper_freq;Anteile_Recipientn;Anteile_Freight_Cost;Anteile_Shipments;Anteile_Weight
0;0,0;0,75;0,0;0,75;0,09836065573770492;0,08196494227839715;0,04682461797280247;0,09602380411332821
1;0,0;0,75;0,75;1,33;0,0;0,0;0,0;0,0
2;0,0;0,75;1,33;20,0;0,0;0,0;0,0;0,0
3;0,75;1,33;0,0;0,75;0,39344262295081966;0,14576057300099166;0,14986681620636477;0,14411775646398625
4;0,75;1,33;0,75;1,33;0,19672131147540983;0,07306948177105677;0,05593719332679097;0,07992372916102099
5;0,75;1,33;1,33;20,0;0,0;0,0;0,0;0,0
6;1,33;20,0;0,0;0,75;0,04918032786885246;0,01897844931847966;0,013037992429552782;0,021355093936540018
7;1,33;20,0;0,75;1,33;0,26229508196721313;0,06749348208767446;0,06925557269031263;0,06678850884645779
8;1,33;20,0;1,33;20,0;0,0;0,0;0,0;0,0
