;Beladedatum;Wochentag;Kalenderwoche;Monat;ID_Empfänger;Gewicht;Frachtkosten;ID_Sendung
1654;2022-06-13;0;24;6;1061;242.0;31.825020000000002;1654
1639;2022-06-13;0;24;6;1213;420.0;38.1102;1639
1653;2022-06-13;0;24;6;1372;451.0;39.204809999999995;1653
1636;2022-06-13;0;24;6;1045;1415.0;73.24365;1636
1633;2022-06-13;0;24;6;1041;1010.21;58.950515100000004;1633
1629;2022-06-10;4;23;6;1034;39.86;24.6874566;1629
1628;2022-06-10;4;23;6;1035;1457.33;74.7383223;1628
1627;2022-06-09;3;23;6;1001;180.0;29.6358;1627
1625;2022-06-08;2;23;6;1255;2238.89;102.3352059;1625
1622;2022-06-08;2;23;6;1050;324.15;34.7257365;1622
1638;2022-06-07;1;23;6;1350;2086.0;96.93666;1638
1696;2022-06-13;0;24;6;1231;1881.02;89.6988162;1696
1698;2022-06-14;1;24;6;1176;2304.0;104.63424;1698
1699;2022-06-14;1;24;6;1031;727.58;48.970849799999996;1699
1701;2022-06-10;4;23;6;1089;1379.76;71.99932559999999;1701
1702;2022-06-14;1;24;6;1035;3407.77;143.6083587;1702
1716;2022-06-13;0;24;6;1213;14.08;23.7771648;1716
1703;2022-06-14;1;24;6;1030;2447.84;109.7132304;1703
1713;2022-06-09;3;23;6;1001;135.0;28.04685;1713
1723;2022-06-13;0;24;6;1076;414.72;37.9237632;1723
1695;2022-06-13;0;24;6;1045;7095.0;273.80445;1695
1724;2022-06-08;2;23;6;1151;2855.44;124.1055864;1724
1694;2022-06-13;0;24;6;1187;1193.32;65.4161292;1694
1674;2022-06-13;0;24;6;1068;8339.61;317.7516291;1674
1686;2022-06-14;1;24;6;1193;50.0;25.0455;1686
1683;2022-06-13;0;24;6;1063;2688.0;118.19328;1683
1681;2022-06-13;0;24;6;1372;299.0;33.83769;1681
1680;2022-06-13;0;24;6;1062;61.07;25.4363817;1680
1679;2022-06-13;0;24;6;1056;3952.08;162.8279448;1679
1676;2022-06-08;2;23;6;1070;493.4;40.701954;1676
1673;2022-06-13;0;24;6;1067;1882.0;89.73342;1673
1672;2022-06-13;0;24;6;1204;4372.0;177.65532;1672
1671;2022-06-13;0;24;6;1065;2385.0;107.49435;1671
1668;2022-06-13;0;24;6;1061;829.0;52.55199;1668
1689;2022-06-14;1;24;6;1236;114.0;27.30534;1689
1771;2022-06-09;3;23;6;1015;338.44;35.2303164;1771
1772;2022-06-15;2;24;6;1255;423.29;38.226369899999995;1772
1776;2022-06-14;1;24;6;1035;1912.6;90.813906;1776
1778;2022-06-10;4;23;6;1210;662.0;46.65522;1778
1770;2022-06-14;1;24;6;1016;8660.67;329.0882577;1770
1780;2022-06-15;2;24;6;1062;856.9;53.537139;1780
1781;2022-06-13;0;24;6;1061;278.79;33.124074900000004;1781
1787;2022-06-13;0;24;6;1056;49.01;25.0105431;1787
1779;2022-06-13;0;24;6;1372;1136.28;63.4020468;1779
1762;2022-06-15;2;24;6;1165;2346.92;106.1497452;1762
1758;2022-06-15;2;24;6;1045;5429.99;215.0129469;1758
1760;2022-06-15;2;24;6;1213;14.08;23.7771648;1760
1733;2022-06-13;0;24;6;1082;23123.84;839.7827904;1733
1744;2022-06-15;2;24;6;1151;118.01;27.4469331;1744
1745;2022-06-13;0;24;6;1123;800.69;51.552363899999996;1745
1725;2022-06-09;3;23;6;1133;1941.32;91.82800920000001;1725
1757;2022-06-15;2;24;6;1186;166.0;29.14146;1757
1761;2022-06-13;0;24;6;1076;109.0;27.128790000000002;1761
1759;2022-06-13;0;24;6;1231;1317.96;69.8171676;1759
1746;2022-06-13;0;24;6;1082;6070.39;237.62547090000004;1746
1833;2022-06-16;3;24;6;1001;153.52;28.7007912;1833
1851;2022-06-20;0;25;6;1213;146.22;28.4430282;1851
1849;2022-06-20;0;25;6;1126;3219.0;136.94288999999998;1849
1843;2022-06-20;0;25;6;1174;2464.0;110.28383999999998;1843
1841;2022-06-14;1;24;6;1350;1100.0;62.121;1841
1839;2022-06-20;0;25;6;1187;6809.5;263.723445;1839
1838;2022-06-20;0;25;6;1045;13433.38;497.6126478;1838
1837;2022-06-20;0;25;6;1231;1381.71;72.06818009999999;1837
1824;2022-06-17;4;24;6;1035;2866.79;124.5063549;1824
1825;2022-06-17;4;24;6;1088;10.93;23.6659383;1825
1820;2022-06-17;4;24;6;1034;7371.71;283.57508010000004;1820
1815;2022-06-20;0;25;6;1056;69.28;25.7262768;1815
1813;2022-06-20;0;25;6;1179;687.42;47.55280020000001;1813
1812;2022-06-20;0;25;6;1061;2419.48;108.71183880000001;1812
1811;2022-06-20;0;25;6;1372;1055.61;60.5535891;1811
1800;2022-06-20;0;25;6;1115;7952.26;304.0743006;1800
1792;2022-06-20;0;25;6;1190;559.5;43.035945;1792
1791;2022-06-20;0;25;6;1123;360.4;36.005724;1791
1821;2022-06-17;4;24;6;1089;118.0;27.446579999999997;1821
1886;2022-06-21;1;25;6;1035;1369.8;71.647638;1886
1887;2022-06-21;1;25;6;1030;405.0;37.58055;1887
1888;2022-06-20;0;25;6;1179;4043.25;166.0471575;1888
1890;2022-06-20;0;25;6;1063;2183.6;100.38291600000001;1890
1891;2022-06-20;0;25;6;1068;5923.28;232.4310168;1891
1907;2022-06-21;1;25;6;1053;1483.0;75.64473000000001;1907
1898;2022-06-21;1;25;6;1236;5063.78;202.08207180000002;1898
1902;2022-06-20;0;25;6;1045;624.0;45.31344;1902
1903;2022-06-20;0;25;6;1187;390.0;37.0509;1903
1896;2022-06-15;2;24;6;1070;5140.77;204.8005887;1896
1885;2022-06-17;4;24;6;1034;1100.0;62.121;1885
1861;2022-06-17;4;24;6;1074;1451.86;74.54517659999999;1861
1881;2022-06-21;1;25;6;1031;3618.5;151.049235;1881
1884;2022-06-17;4;24;6;1089;393.13;37.161420299999996;1884
1864;2022-06-20;0;25;6;1213;2754.36;120.53645159999998;1864
1866;2022-06-15;2;24;6;1151;494.0;40.72314;1866
1873;2022-06-20;0;25;6;1204;2042.5;95.400675;1873
1860;2022-06-21;1;25;6;1091;1873.58;89.4361098;1860
1875;2022-06-20;0;25;6;1179;7400.71;284.59907010000006;1875
1877;2022-06-21;1;25;6;1016;2700.0;118.617;1877
1880;2022-06-17;4;24;6;1164;384.83;36.868347299999996;1880
1874;2022-06-20;0;25;6;1065;6079.0;237.92949;1874
1955;2022-06-20;0;25;6;1497;1649.23;81.5143113;1955
1981;2022-06-22;2;25;6;1045;56.0;25.257360000000002;1981
1977;2022-06-20;0;25;6;1179;542.87;42.448739700000004;1977
1974;2022-06-21;1;25;6;1313;11020.52;412.4145612;1974
1972;2022-06-21;1;25;6;1315;1927.5;91.340025;1972
1970;2022-06-21;1;25;6;1350;2946.28;127.31314679999998;1970
1968;2022-06-22;2;25;6;1187;1688.08;82.8861048;1968
1958;2022-06-21;1;25;6;1016;14248.0;526.37688;1958
1949;2022-06-22;2;25;6;1020;8.29;23.5727199;1949
1950;2022-06-20;0;25;6;1123;660.0;46.5846;1950
1943;2022-06-22;2;25;6;1084;286.46;33.3949026;1943
1934;2022-06-22;2;25;6;1034;1178.74;64.9013094;1934
1932;2022-06-16;3;24;6;1177;231.72;31.4620332;1932
1931;2022-06-21;1;25;6;1091;555.0;42.87705;1931
1930;2022-06-16;3;24;6;1001;138.0;28.15278;1930
1926;2022-06-22;2;25;6;1255;282.82;33.266374199999994;1926
1916;2022-06-16;3;24;6;1133;7640.43;293.0635833;1916
1915;2022-06-22;2;25;6;1067;3339.5;141.197745;1915
1946;2022-06-20;0;25;6;1082;5515.0;218.01465;1946
2047;2022-06-17;4;24;6;1074;8.66;23.5857846;2047
2024;2022-06-23;3;25;6;1236;2708.0;118.89948000000001;2024
2026;2022-06-21;1;25;6;1031;1131.79;63.2435049;2026
2028;2022-06-21;1;25;6;1030;2148.66;99.14918459999998;2028
2029;2022-06-22;2;25;6;1068;3882.96;160.3873176;2029
2055;2022-06-23;3;25;6;1133;2258.1;103.013511;2055
2044;2022-06-22;2;25;6;1151;1488.0;75.82128;2044
2053;2022-06-22;2;25;6;1371;517.0;41.535270000000004;2053
2022;2022-06-22;2;25;6;1187;383.0;36.80373;2022
2110;2022-06-21;1;25;6;1031;74.25;25.9017675;2110
2038;2022-06-22;2;25;6;1213;4001.35;164.5676685;2038
2021;2022-06-22;2;25;6;1045;810.0;51.8811;2021
2036;2022-06-22;2;25;6;1070;560.0;43.0536;2036
2016;2022-06-22;2;25;6;1034;580.69;43.784163899999996;2016
2017;2022-06-17;4;24;6;1088;1285.0;68.65335;2017
1992;2022-06-23;3;25;6;1062;1195.5;65.493105;1992
1996;2022-06-23;3;25;6;1179;541.15;42.3880065;1996
1997;2022-06-20;0;25;6;1056;341.79;35.3486049;1997
2000;2022-06-23;3;25;6;1065;460.0;39.5226;2000
1993;2022-06-23;3;25;6;1061;591.39;44.1619809;1993
2001;2022-06-23;3;25;6;1065;35.0;24.51585;2001
2002;2022-06-23;3;25;6;1204;2132.0;98.56092;2002
2005;2022-06-20;0;25;6;1497;114.27;27.314873699999996;2005
2013;2022-06-21;1;25;6;1035;1262.0;67.84121999999999;2013
1991;2022-06-20;0;25;6;1372;636.28;45.7470468;1991
2095;2022-06-20;0;25;6;1231;2117.23;98.03939129999999;2095
2107;2022-06-24;4;25;6;1034;242.25;31.833847499999997;2107
2106;2022-06-22;2;25;6;1255;48.0;24.97488;2106
2104;2022-06-24;4;25;6;1035;255.0;32.28405;2104
2099;2022-06-22;2;25;6;1063;2160.0;99.5496;2099
2098;2022-06-23;3;25;6;1062;1662.0;81.96522;2098
2096;2022-06-22;2;25;6;1115;1534.7;77.47025699999999;2096
2094;2022-06-22;2;25;6;1045;2245.38;102.5643678;2094
2074;2022-06-23;3;25;6;1016;5724.0;225.39444;2074
2092;2022-06-22;2;25;6;1187;6347.0;247.39257;2092
2077;2022-06-20;0;25;6;1126;2454.8;109.95898799999999;2077
2068;2022-06-22;2;25;6;1371;2700.5;118.63465500000001;2068
2065;2022-06-23;3;25;6;1123;302.27;33.9531537;2065
2064;2022-06-22;2;25;6;1020;2367.33;106.8704223;2064
2061;2022-06-22;2;25;6;1084;442.0;38.88702;2061
2057;2022-06-22;2;25;6;1165;6120.86;239.40756659999997;2057
2093;2022-06-22;2;25;6;1186;695.17;47.8264527;2093
2170;2022-06-27;0;26;6;1190;3016.0;129.77496000000002;2170
2161;2022-06-24;4;25;6;1074;14.0;23.77434;2161
2163;2022-06-23;3;25;6;1091;1190.77;65.3260887;2163
2175;2022-06-23;3;25;6;1016;2304.0;104.63424;2175
2154;2022-06-27;0;26;6;1126;1233.0;66.81723000000001;2154
2182;2022-06-24;4;25;6;1089;202.5;30.430275;2182
2183;2022-06-24;4;25;6;1035;3782.44;156.8379564;2183
2184;2022-06-23;3;25;6;1177;325.04;34.7571624;2184
2185;2022-06-21;1;25;6;1030;202.5;30.430275;2185
2180;2022-06-24;4;25;6;1031;5503.0;217.59093;2180
2147;2022-06-27;0;26;6;1213;1801.8;86.901558;2147
2167;2022-06-22;2;25;6;1050;1735.5;84.560505;2167
2144;2022-06-27;0;26;6;1063;256.62;32.3412522;2144
2111;2022-06-27;0;26;6;1115;6248.1;243.900411;2111
2113;2022-06-27;0;26;6;1497;2675.23;117.7423713;2113
2119;2022-06-27;0;26;6;1064;4800.0;192.768;2119
2120;2022-06-27;0;26;6;1123;1140.53;63.55211429999999;2120
2122;2022-06-22;2;25;6;1020;92.5;26.546175;2122
2112;2022-06-27;0;26;6;1115;108.0;27.09348;2112
2145;2022-06-27;0;26;6;1062;898.53;55.0070943;2145
2129;2022-06-27;0;26;6;1045;1615.0;80.30565;2129
2140;2022-06-21;1;25;6;1053;371.0;36.38001;2140
2143;2022-06-27;0;26;6;1056;1169.72;64.5828132;2143
2125;2022-06-27;0;26;6;1084;83.75;26.2372125;2125
2209;2022-06-27;0;26;6;1045;1271.5;68.176665;2209
2244;2022-06-22;2;25;6;1151;610.5;44.836755;2244
2238;2022-06-27;0;26;6;1062;1082.5;61.503075;2238
2237;2022-06-27;0;26;6;1063;434.09;38.6077179;2237
2236;2022-06-27;0;26;6;1179;83.0;26.210729999999998;2236
2229;2022-06-22;2;25;6;1371;1856.0;88.81536;2229
2223;2022-06-28;1;26;6;1030;595.78;44.3169918;2223
2221;2022-06-28;1;26;6;1236;2092.0;97.14851999999999;2221
2212;2022-06-28;1;26;6;1053;3633.0;151.56123;2212
2208;2022-06-27;0;26;6;1187;3750.0;155.6925;2208
2199;2022-06-27;0;26;6;1067;109.5;27.146445;2199
2200;2022-06-27;0;26;6;1068;2806.71;122.38493009999999;2200
2203;2022-06-22;2;25;6;1070;3589.5;150.02524499999998;2203
2188;2022-06-27;0;26;6;1065;3052.0;131.04612;2188
2189;2022-06-27;0;26;6;1065;330.0;34.9323;2189
2193;2022-06-28;1;26;6;1176;6850.0;265.1535;2193
2187;2022-06-27;0;26;6;1204;4044.0;166.07363999999998;2187
2195;2022-06-24;4;25;6;1164;253.57;32.2335567;2195
2196;2022-06-28;1;26;6;1031;284.38;33.3214578;2196
2197;2022-06-28;1;26;6;1035;202.0;30.41262;2197
2194;2022-06-28;1;26;6;1176;817.01;52.128623100000006;2194
2296;2022-06-30;3;26;6;1015;1599.44;79.7562264;2296
2319;2022-06-28;1;26;6;1035;2176.0;100.11456;2319
2318;2022-06-30;3;26;6;1062;134.51;28.029548100000003;2318
2314;2022-06-27;0;26;6;1056;581.77;43.822298700000005;2314
2311;2022-06-30;3;26;6;1236;1999.56;93.88446359999999;2311
2307;2022-06-28;1;26;6;1350;1966.44;92.7149964;2307
2304;2022-06-29;2;26;6;1102;3038.4;130.56590400000002;2304
2299;2022-06-29;2;26;6;1213;306.0;34.08486;2299
2290;2022-06-30;3;26;6;1123;143.82;28.3582842;2290
2263;2022-06-29;2;26;6;1371;792.0;51.24552;2263
2270;2022-06-29;2;26;6;1089;1373.54;71.7796974;2270
2268;2022-06-28;1;26;6;1031;1632.39;80.9196909;2268
2267;2022-06-28;1;26;6;1176;5080.0;202.6548;2267
2266;2022-06-28;1;26;6;1176;1275.9;68.332029;2266
2262;2022-06-29;2;26;6;1070;2223.0;101.77413;2262
2256;2022-06-28;1;26;6;1053;399.0;37.36869;2256
2248;2022-06-30;3;26;6;1204;1224.0;66.49944;2248
2246;2022-06-30;3;26;6;1061;2664.0;117.34584;2246
2271;2022-06-24;4;25;6;1088;1222.0;66.42882;2271
2357;2022-07-04;0;27;7;1061;111.0;27.199409999999997;2357
2356;2022-07-04;0;27;7;1179;153.0;28.68243;2356
2353;2022-07-01;4;26;7;1035;92.0;26.52852;2353
2350;2022-07-01;4;26;7;1089;630.8;45.553548;2350
2343;2022-07-04;0;27;7;1084;33.93;24.4780683;2343
2342;2022-07-04;0;27;7;1082;4931.8;197.42185800000001;2342
2332;2022-07-04;0;27;7;1187;907.96;55.3400676;2332
2330;2022-07-04;0;27;7;1045;1156.0;64.09836;2330
2329;2022-06-30;3;26;7;1016;14200.0;524.682;2329
2322;2022-06-30;3;26;7;1091;1451.0;74.51481;2322
2321;2022-06-30;3;26;7;1001;410.0;37.7571;2321
2341;2022-07-04;0;27;7;1123;418.0;38.03958;2341
2392;2022-07-04;0;27;7;1063;159.0;28.89429;2392
2393;2022-07-04;0;27;7;1067;1616.0;80.34096;2393
2395;2022-07-04;0;27;7;1068;8040.46;307.18864260000004;2395
2403;2022-07-04;0;27;7;1076;434.56;38.6243136;2403
2422;2022-07-04;0;27;7;1045;2421.5;108.783165;2422
2409;2022-07-04;0;27;7;1213;361.0;36.02691;2409
2417;2022-06-29;2;26;7;1102;4000.31;164.5309461;2417
2420;2022-07-04;0;27;7;1187;3598.62;150.3472722;2420
2391;2022-07-04;0;27;7;1062;4251.01;173.38316310000002;2391
2408;2022-07-04;0;27;7;1213;424.0;38.25144;2408
2390;2022-07-04;0;27;7;1061;239.41;31.733567100000002;2390
2366;2022-07-04;0;27;7;1115;423.0;38.21613;2366
2386;2022-07-01;4;26;7;1089;806.44;51.755396399999995;2386
2362;2022-07-04;0;27;7;1065;4971.0;198.80601000000001;2362
2363;2022-07-04;0;27;7;1204;3990.5;164.18455500000002;2363
2370;2022-07-05;1;27;7;1193;538.9;42.308559;2370
2374;2022-07-05;1;27;7;1035;2525.0;112.43775;2374
2387;2022-07-04;0;27;7;1056;45.56;24.8887236;2387
2380;2022-07-05;1;27;7;1091;255.0;32.28405;2380
2384;2022-07-01;4;26;7;1088;482.5;40.317075;2384
2385;2022-07-01;4;26;7;1034;4483.0;181.57473000000002;2385
2376;2022-07-01;4;26;7;1164;50.0;25.0455;2376
2472;2022-07-06;2;27;7;1213;1836.24;88.1176344;2472
2492;2022-06-30;3;26;7;1133;8248.44;314.5324164;2492
2488;2022-07-04;0;27;7;1056;114.22;27.3131082;2488
2487;2022-07-04;0;27;7;1179;2999.34;129.18669540000002;2487
2486;2022-07-04;0;27;7;1061;56.52;25.2757212;2486
2484;2022-07-06;2;27;7;1062;458.5;39.469635;2484
2483;2022-07-04;0;27;7;1372;55.45;25.2379395;2483
2475;2022-07-04;0;27;7;1076;471.41;39.925487100000005;2475
2470;2022-06-30;3;26;7;1177;202.5;30.430275;2470
2495;2022-07-05;1;27;7;1091;353.25;35.753257500000004;2495
2458;2022-07-05;1;27;7;1313;7568.0;290.50608;2458
2453;2022-07-05;1;27;7;1016;5760.0;226.6656;2453
2451;2022-07-06;2;27;7;1115;1808.45;87.1363695;2451
2448;2022-07-04;0;27;7;1064;1808.0;87.12048;2448
2445;2022-07-06;2;27;7;1084;1405.83;72.9198573;2445
2438;2022-07-04;0;27;7;1190;1232.5;66.799575;2438
2437;2022-07-04;0;27;7;1123;1758.02;85.35568620000001;2437
2423;2022-07-04;0;27;7;1204;2338.0;105.83478000000001;2423
2469;2022-07-06;2;27;7;1034;3028.06;130.2007986;2469
2528;2022-07-07;3;27;7;1001;393.5;37.174485;2528
2536;2022-07-05;1;27;7;1176;153.21;28.6898451;2536
2537;2022-07-05;1;27;7;1035;10204.0;383.58324;2537
2540;2022-07-01;4;26;7;1088;1383.55;72.1331505;2540
2561;2022-07-06;2;27;7;1187;105.0;26.98755;2561
2555;2022-07-07;3;27;7;1236;10982.8;411.082668;2555
2559;2022-07-06;2;27;7;1151;3119.56;133.4316636;2559
2560;2022-07-06;2;27;7;1045;3578.5;149.63683500000002;2560
2565;2022-07-04;0;27;7;1056;1588.6;79.37346600000001;2565
2541;2022-07-06;2;27;7;1089;670.99;46.9726569;2541
2523;2022-07-04;0;27;7;1174;2209.0;101.27979;2523
2516;2022-07-04;0;27;7;1126;1200.0;65.652;2516
2515;2022-07-04;0;27;7;1041;69.0;25.71639;2515
2514;2022-07-06;2;27;7;1070;1080.0;61.4148;2514
2508;2022-07-06;2;27;7;1068;5311.17;210.81741269999998;2508
2507;2022-07-06;2;27;7;1067;1658.5;81.841635;2507
2505;2022-07-07;3;27;7;1065;438.0;38.745779999999996;2505
2504;2022-07-07;3;27;7;1204;2409.0;108.34178999999999;2504
2502;2022-07-06;2;27;7;1063;1930.0;91.4283;2502
2499;2022-07-07;3;27;7;1061;1113.1;62.583560999999996;2499
2498;2022-07-07;3;27;7;1062;652.82;46.3310742;2498
2517;2022-07-04;0;27;7;1076;1716.37;83.8850247;2517
2621;2022-07-08;4;27;7;1176;2227.5;101.933025;2621
2634;2022-07-07;3;27;7;1016;10158.8;381.98722799999996;2634
2632;2022-07-06;2;27;7;1115;5060.0;201.9486;2632
2629;2022-07-04;0;27;7;1064;838.03;52.87083929999999;2629
2627;2022-07-07;3;27;7;1061;1517.17;76.85127270000001;2627
2610;2022-07-07;3;27;7;1236;452.0;39.240120000000005;2610
2633;2022-07-06;2;27;7;1115;1460.84;74.86226040000001;2633
2603;2022-07-04;0;27;7;1231;103.57;26.9370567;2603
2602;2022-07-06;2;27;7;1186;919.4;55.744014;2602
2593;2022-07-06;2;27;7;1213;2794.48;121.9530888;2593
2591;2022-07-07;3;27;7;1179;505.22;41.1193182;2591
2588;2022-07-06;2;27;7;1020;1511.58;76.65388979999999;2588
2574;2022-07-06;2;27;7;1165;8421.95;320.65905449999997;2574
2607;2022-07-05;1;27;7;1315;66.56;25.6302336;2607
2679;2022-07-11;0;28;7;1126;3283.0;139.20273;2679
2681;2022-07-08;4;27;7;1210;645.0;46.05495;2681
2683;2022-07-08;4;27;7;1035;1519.0;76.91589;2683
2684;2022-07-05;1;27;7;1350;405.0;37.58055;2684
2697;2022-07-11;0;28;7;1062;1564.0;78.50484;2697
2691;2022-07-11;0;28;7;1056;897.1;54.956601;2691
2694;2022-07-11;0;28;7;1174;235.28;31.587736800000002;2694
2677;2022-07-11;0;28;7;1076;554.0;42.84174;2677
2698;2022-07-11;0;28;7;1062;2409.24;108.35026440000001;2698
2689;2022-07-11;0;28;7;1187;4361.12;177.27114719999997;2689
2675;2022-07-11;0;28;7;1273;2576.05;114.24032549999998;2675
2671;2022-07-08;4;27;7;1164;255.05;32.285815500000005;2671
2668;2022-07-08;4;27;7;1034;1236.5;66.940815;2668
2638;2022-07-07;3;27;7;1015;3049.76;130.9670256;2638
2646;2022-07-11;0;28;7;1179;4133.92;169.24871519999996;2646
2647;2022-07-11;0;28;7;1061;231.0;31.436609999999998;2647
2652;2022-07-07;3;27;7;1016;5580.0;220.3098;2652
2644;2022-07-11;0;28;7;1123;6941.25;268.3755375;2644
2657;2022-07-08;4;27;7;1074;1083.09;61.523907900000005;2657
2658;2022-07-07;3;27;7;1091;1653.46;81.66367259999998;2658
2660;2022-07-11;0;28;7;1082;3441.05;144.78347549999998;2660
2666;2022-07-06;2;27;7;1255;741.78;49.472251799999995;2666
2656;2022-07-11;0;28;7;1067;1520.5;76.968855;2656
2739;2022-07-12;1;28;7;1035;4092.0;167.76852;2739
2758;2022-07-11;0;28;7;1273;347.4;35.546694;2758
2757;2022-07-06;2;27;7;1151;4192.5;171.317175;2757
2751;2022-07-11;0;28;7;1068;1656.37;81.7664247;2751
2744;2022-07-06;2;27;7;1020;1150.88;63.9175728;2744
2743;2022-07-11;0;28;7;1123;13.0;23.73903;2743
2740;2022-07-08;4;27;7;1088;2215.5;101.509305;2740
2736;2022-07-11;0;28;7;1061;240.6;31.775585999999997;2736
2708;2022-07-11;0;28;7;1204;6384.0;248.69904;2708
2724;2022-07-08;4;27;7;1074;437.48;38.727418799999995;2724
2718;2022-07-12;1;28;7;1236;159.5;28.911945000000003;2718
2717;2022-07-12;1;28;7;1350;308.0;34.15548;2717
2716;2022-07-06;2;27;7;1102;9830.0;370.3773;2716
2713;2022-07-11;0;28;7;1231;1509.28;76.5726768;2713
2707;2022-07-11;0;28;7;1065;2131.0;98.52561;2707
2725;2022-07-12;1;28;7;1091;167.0;29.17677;2725
2820;2022-07-12;1;28;7;1016;3649.82;152.15514419999997;2820
2815;2022-07-11;0;28;7;1497;1290.0;68.8299;2815
2814;2022-07-11;0;28;7;1064;2301.75;104.5547925;2814
2806;2022-07-07;3;27;7;1133;5693.25;224.3086575;2806
2801;2022-07-11;0;28;7;1190;164.5;29.088495;2801
2789;2022-07-11;0;28;7;1056;147.54;28.4896374;2789
2786;2022-07-13;2;28;7;1062;604.93;44.6400783;2786
2785;2022-07-11;0;28;7;1372;264.0;32.60184;2785
2782;2022-07-12;1;28;7;1313;3265.95;138.6006945;2782
2797;2022-07-13;2;28;7;1084;1153.69;64.0167939;2797
2850;2022-07-11;0;28;7;1076;201.48;30.3942588;2850
2884;2022-07-13;2;28;7;1070;1028.0;59.578680000000006;2884
2881;2022-07-13;2;28;7;1063;380.64;36.7203984;2881
2877;2022-07-14;3;28;7;1062;1489.04;75.8580024;2877
2872;2022-07-14;3;28;7;1091;537.94;42.2746614;2872
2862;2022-07-13;2;28;7;1068;3742.0;155.41002;2862
2859;2022-07-13;2;28;7;1067;3531.5;147.977265;2859
2844;2022-07-13;2;28;7;1034;3331.26;140.9067906;2844
2879;2022-07-14;3;28;7;1179;2700.0;118.617;2879
2841;2022-07-12;1;28;7;1031;680.41;47.3052771;2841
2839;2022-07-12;1;28;7;1176;1343.4;70.71545400000001;2839
2837;2022-07-14;3;28;7;1236;765.0;50.29215;2837
2833;2022-07-13;2;28;7;1102;3994.2;164.315202;2833
2826;2022-07-14;3;28;7;1065;1950.0;92.1345;2826
2825;2022-07-14;3;28;7;1204;2767.0;120.98277;2825
2824;2022-07-12;1;28;7;1053;1677.0;82.49486999999999;2824
2843;2022-07-13;2;28;7;1089;610.01;44.819453100000004;2843
2925;2022-07-14;3;28;7;1236;3954.0;162.89574;2925
2924;2022-07-12;1;28;7;1315;4030.0;165.5793;2924
2923;2022-07-12;1;28;7;1350;5044.0;201.38363999999999;2923
2919;2022-07-13;2;28;7;1045;1514.0;76.73934;2919
2918;2022-07-13;2;28;7;1186;1940.15;91.78669649999999;2918
2916;2022-07-13;2;28;7;1151;1155.0;64.06305;2916
2911;2022-07-13;2;28;7;1213;922.0;55.83582;2911
2913;2022-07-11;0;28;7;1273;585.99;43.971306899999995;2913
2906;2022-07-12;1;28;7;1030;2330.81;105.58090109999999;2906
2905;2022-07-15;4;28;7;1035;374.0;36.48594;2905
2903;2022-07-15;4;28;7;1176;4027.0;165.47337;2903
2902;2022-07-15;4;28;7;1031;1707.95;83.5877145;2902
2898;2022-07-13;2;28;7;1371;2338.0;105.83478000000001;2898
2893;2022-07-14;3;28;7;1123;1920.27;91.0847337;2893
2886;2022-07-13;2;28;7;1165;10017.68;377.0042808;2886
2907;2022-07-14;3;28;7;1177;35.0;24.51585;2907
2985;2022-07-18;0;29;7;1062;289.08;33.487414799999996;2985
2988;2022-07-18;0;29;7;1061;124.37;27.671504700000003;2988
2990;2022-07-12;1;28;7;1313;3864.94;159.7510314;2990
2993;2022-07-18;0;29;7;1179;370.0;36.3447;2993
3000;2022-07-18;0;29;7;1076;141.37;28.271774699999998;3000
3012;2022-07-15;4;28;7;1088;305.0;34.04955;3012
3010;2022-07-15;4;28;7;1034;683.2;47.403791999999996;3010
3011;2022-07-15;4;28;7;1089;290.76;33.546735600000005;3011
3014;2022-07-15;4;28;7;1176;37.5;24.604125;3014
3017;2022-07-14;3;28;7;1016;7884.0;301.66404;3017
3005;2022-07-14;3;28;7;1177;14.5;23.791995;3005
2978;2022-07-14;3;28;7;1091;22.0;24.056820000000002;2978
2984;2022-07-18;0;29;7;1372;1129.3;63.15558299999999;2984
2972;2022-07-12;1;28;7;1315;750.77;49.789688700000006;2972
2974;2022-07-14;3;28;7;1236;5120.0;204.0672;2974
2940;2022-07-18;0;29;7;1115;2182.96;100.3603176;2940
2950;2022-07-18;0;29;7;1082;8306.33;316.5765123;2950
2953;2022-07-18;0;29;7;1084;1152.0;63.957119999999996;2953
2956;2022-07-13;2;28;7;1020;362.33;36.0738723;2956
2946;2022-07-14;3;28;7;1016;3044.0;130.76363999999998;2946
2962;2022-07-15;4;28;7;1035;4950.8;198.092748;2962
2967;2022-07-18;0;29;7;1231;380.0;36.6978;2967
2968;2022-07-18;0;29;7;1187;143.91;28.361462100000004;2968
2970;2022-07-18;0;29;7;1045;52.5;25.133775;2970
2971;2022-07-13;2;28;7;1186;52.75;25.1426025;2971
2961;2022-07-13;2;28;7;1255;971.46;57.582252600000004;2961
3048;2022-07-18;0;29;7;1062;1557.42;78.2725002;3048
3072;2022-07-18;0;29;7;1174;1423.0;73.52613000000001;3072
3071;2022-07-13;2;28;7;1151;3696.59;153.8065929;3071
3070;2022-07-18;0;29;7;1076;1550.94;78.04369140000001;3070
3055;2022-07-18;0;29;7;1065;1300.0;69.183;3055
3054;2022-07-18;0;29;7;1204;4405.0;178.82055;3054
3051;2022-07-18;0;29;7;1056;148.6;28.527065999999998;3051
3050;2022-07-18;0;29;7;1179;95.5;26.652105;3050
